time,temp,salt
2009-12-31 25:00:00,   24.524047,    0.535733
2010-01-01 25:00:00,   24.663362,    0.539787
2010-01-02 25:00:00,   24.801029,    0.540452
2010-01-03 25:00:00,   26.236723,    0.542785
2010-01-04 25:00:00,   26.051957,    0.544457
2010-01-05 25:00:00,   27.450742,    0.545706
2010-01-06 25:00:00,   27.936121,    0.547664
2010-01-07 25:00:00,   27.344645,    0.549551
2010-01-08 25:00:00,   27.345273,    0.549905
2010-01-09 25:00:00,   27.231754,    0.551444
2010-01-10 25:00:00,   26.054172,    0.552302
2010-01-11 25:00:00,   25.538752,    0.552403
2010-01-12 25:00:00,   25.463877,    0.552797
2010-01-13 25:00:00,   26.513460,    0.554923
2010-01-14 25:00:00,   26.521160,    0.556306
2010-01-15 25:00:00,   25.931027,    0.557450
2010-01-16 25:00:00,   26.719626,    0.558574
2010-01-17 25:00:00,   27.217038,    0.558591
2010-01-18 25:00:00,   28.074620,    0.561769
2010-01-19 25:00:00,   29.059391,    0.563727
2010-01-20 25:00:00,   27.936461,    0.564692
2010-01-21 25:00:00,   26.905247,    0.565723
2010-01-22 25:00:00,   27.207062,    0.566810
2010-01-23 25:00:00,   27.411038,    0.568091
2010-01-24 25:00:00,   28.058744,    0.569754
2010-01-25 25:00:00,   27.886465,    0.571431
2010-01-26 25:00:00,   27.943607,    0.572547
2010-01-27 25:00:00,   27.931141,    0.573868
2010-01-28 25:00:00,   28.115563,    0.575720
2010-01-29 25:00:00,   27.940933,    0.576465
2010-01-30 25:00:00,   26.735431,    0.577153
2010-01-31 25:00:00,   26.448918,    0.578008
2010-02-01 25:00:00,   26.388535,    0.578921
2010-02-02 25:00:00,   25.154757,    0.579119
2010-02-03 25:00:00,   24.587461,    0.580680
2010-02-04 25:00:00,   24.214509,    0.580929
2010-02-05 25:00:00,   24.538808,    0.581554
2010-02-06 25:00:00,   24.102607,    0.582100
2010-02-07 25:00:00,   25.080870,    0.582792
2010-02-08 25:00:00,   25.427056,    0.583704
2010-02-09 25:00:00,   26.568625,    0.584608
2010-02-10 25:00:00,   25.988957,    0.585552
2010-02-11 25:00:00,   26.653162,    0.586829
2010-02-12 25:00:00,   26.607593,    0.588137
2010-02-13 25:00:00,   27.188857,    0.589688
2010-02-14 25:00:00,   27.333592,    0.590774
2010-02-15 25:00:00,   26.899634,    0.591475
2010-02-16 25:00:00,   26.412245,    0.592164
2010-02-17 25:00:00,   27.088994,    0.592730
2010-02-18 25:00:00,   28.188911,    0.594203
2010-02-19 25:00:00,   26.618992,    0.595019
2010-02-20 25:00:00,   25.979495,    0.595043
2010-02-21 25:00:00,   25.484572,    0.595449
2010-02-22 25:00:00,   25.910965,    0.597084
2010-02-23 25:00:00,   25.554323,    0.597722
2010-02-24 25:00:00,   26.198719,    0.598845
2010-02-25 25:00:00,   26.977356,    0.600664
2010-02-26 25:00:00,   26.993687,    0.602878
2010-02-27 25:00:00,   27.138120,    0.604586
2010-02-28 25:00:00,   26.892082,    0.606087
2010-03-01 25:00:00,   27.033824,    0.607267
2010-03-02 25:00:00,   27.292886,    0.608650
2010-03-03 25:00:00,   26.440198,    0.609594
2010-03-04 25:00:00,   25.053562,    0.608086
2010-03-05 25:00:00,   24.680467,    0.607990
2010-03-06 25:00:00,   24.932185,    0.608452
2010-03-07 25:00:00,   25.193570,    0.609436
2010-03-08 25:00:00,   25.245858,    0.610749
2010-03-09 25:00:00,   25.184832,    0.611426
2010-03-10 25:00:00,   25.391245,    0.612923
2010-03-11 25:00:00,   25.715798,    0.614175
2010-03-12 25:00:00,   26.356586,    0.615760
2010-03-13 25:00:00,   26.012425,    0.616083
2010-03-14 25:00:00,   26.947028,    0.616383
2010-03-15 25:00:00,   26.210674,    0.617210
2010-03-16 25:00:00,   25.050495,    0.617674
2010-03-17 25:00:00,   24.652101,    0.618123
2010-03-18 25:00:00,   24.135751,    0.617720
2010-03-19 25:00:00,   23.453954,    0.616890
2010-03-20 25:00:00,   23.975456,    0.616859
2010-03-21 25:00:00,   24.505215,    0.617747
2010-03-22 25:00:00,   24.715150,    0.582322
2010-03-23 25:00:00,   25.180461,    0.585738
2010-03-24 25:00:00,   25.701698,    0.587132
2010-03-25 25:00:00,   25.201826,    0.589113
2010-03-26 25:00:00,   25.124856,    0.592434
2010-03-27 25:00:00,   24.221461,    0.595448
2010-03-28 25:00:00,   23.827382,    0.599452
2010-03-29 25:00:00,   23.910798,    0.601045
2010-03-30 25:00:00,   23.913684,    0.601940
2010-03-31 25:00:00,   23.668456,    0.602836
2010-04-01 25:00:00,   23.936231,    0.603692
2010-04-02 25:00:00,   23.978143,    0.604733
2010-04-03 25:00:00,   23.039596,    0.605017
2010-04-04 25:00:00,   22.481261,    0.605256
2010-04-05 25:00:00,   22.895566,    0.605537
2010-04-06 25:00:00,   22.302777,    0.605385
2010-04-07 25:00:00,   22.756472,    0.605857
2010-04-08 25:00:00,   22.995902,    0.606732
2010-04-09 25:00:00,   22.593019,    0.607358
2010-04-10 25:00:00,   22.253957,    0.607571
2010-04-11 25:00:00,   22.714680,    0.607869
2010-04-12 25:00:00,   21.253464,    0.607344
2010-04-13 25:00:00,   20.839820,    0.603152
2010-04-14 25:00:00,   20.402934,    0.602578
2010-04-15 25:00:00,   20.856630,    0.602511
2010-04-16 25:00:00,   21.326622,    0.602966
2010-04-17 25:00:00,   21.435677,    0.603423
2010-04-18 25:00:00,   21.935348,    0.604091
2010-04-19 25:00:00,   22.171729,    0.604657
2010-04-20 25:00:00,   22.571736,    0.605288
2010-04-21 25:00:00,   22.130266,    0.605503
2010-04-22 25:00:00,   21.239778,    0.606314
2010-04-23 25:00:00,   20.810418,    0.606092
2010-04-24 25:00:00,   20.620111,    0.605905
2010-04-25 25:00:00,   20.439237,    0.606042
2010-04-26 25:00:00,   20.534756,    0.606564
2010-04-27 25:00:00,   20.453287,    0.606777
2010-04-28 25:00:00,   20.671117,    0.607265
2010-04-29 25:00:00,   20.375984,    0.607418
2010-04-30 25:00:00,   20.431291,    0.607760
2010-05-01 25:00:00,   20.038154,    0.607566
2010-05-02 25:00:00,   20.035476,    0.607524
2010-05-03 25:00:00,   19.761690,    0.607812
2010-05-04 25:00:00,   19.576284,    0.608186
2010-05-05 25:00:00,   19.660380,    0.608637
2010-05-06 25:00:00,   19.427179,    0.608859
2010-05-07 25:00:00,   19.549782,    0.609016
2010-05-08 25:00:00,   19.441404,    0.609258
2010-05-09 25:00:00,   19.086321,    0.609566
2010-05-10 25:00:00,   18.788279,    0.609960
2010-05-11 25:00:00,   18.751855,    0.610989
2010-05-12 25:00:00,   18.876200,    0.611740
2010-05-13 25:00:00,   18.156541,    0.606976
2010-05-14 25:00:00,   17.953647,    0.609607
2010-05-15 25:00:00,   17.974571,    0.611128
2010-05-16 25:00:00,   17.828077,    0.611518
2010-05-17 25:00:00,   17.810495,    0.612950
2010-05-18 25:00:00,   17.492187,    0.613151
2010-05-19 25:00:00,   18.004966,    0.613580
2010-05-20 25:00:00,   18.223123,    0.613552
2010-05-21 25:00:00,   17.670097,    0.613983
2010-05-22 25:00:00,   17.725371,    0.602757
2010-05-23 25:00:00,   17.181449,    0.608925
2010-05-24 25:00:00,   17.306041,    0.612630
2010-05-25 25:00:00,   17.102693,    0.613165
2010-05-26 25:00:00,   17.013506,    0.623679
2010-05-27 25:00:00,   16.815389,    0.626475
2010-05-28 25:00:00,   17.199460,    0.626888
2010-05-29 25:00:00,   16.797275,    0.626924
2010-05-30 25:00:00,   17.114275,    0.627405
2010-05-31 25:00:00,   16.944476,    0.621750
2010-06-01 25:00:00,   17.024235,    0.626880
2010-06-02 25:00:00,   16.907170,    0.626968
2010-06-03 25:00:00,   17.095034,    0.627348
2010-06-04 25:00:00,   16.447306,    0.627291
2010-06-05 25:00:00,   16.517939,    0.627465
2010-06-06 25:00:00,   16.879466,    0.627894
2010-06-07 25:00:00,   16.587235,    0.628047
2010-06-08 25:00:00,   16.154046,    0.628136
