time,temp,salt
2010-01-01 25:00:00,   24.783844,    0.536500
2010-01-02 25:00:00,   25.212078,    0.538241
2010-01-03 25:00:00,   26.108271,    0.539956
2010-01-04 25:00:00,   26.181115,    0.542129
2010-01-05 25:00:00,   27.630432,    0.543353
2010-01-06 25:00:00,   28.009412,    0.544966
2010-01-07 25:00:00,   27.426493,    0.546865
2010-01-08 25:00:00,   27.343112,    0.547073
2010-01-09 25:00:00,   27.280744,    0.548591
2010-01-10 25:00:00,   26.071196,    0.549184
2010-01-11 25:00:00,   25.585922,    0.550380
2010-01-12 25:00:00,   25.571805,    0.551207
2010-01-13 25:00:00,   26.439759,    0.552603
2010-01-14 25:00:00,   26.570373,    0.554387
2010-01-15 25:00:00,   25.966031,    0.555765
2010-01-16 25:00:00,   26.790694,    0.556859
2010-01-17 25:00:00,   27.500179,    0.556818
2010-01-18 25:00:00,   28.361140,    0.560724
2010-01-19 25:00:00,   29.140110,    0.562633
2010-01-20 25:00:00,   27.997006,    0.562999
2010-01-21 25:00:00,   26.959834,    0.564639
2010-01-22 25:00:00,   27.092648,    0.565311
2010-01-23 25:00:00,   27.532004,    0.566803
2010-01-24 25:00:00,   28.063984,    0.567811
2010-01-25 25:00:00,   27.620902,    0.568230
2010-01-26 25:00:00,   27.913137,    0.569720
2010-01-27 25:00:00,   27.888160,    0.570934
2010-01-28 25:00:00,   27.959193,    0.572187
2010-01-29 25:00:00,   27.960955,    0.573882
2010-01-30 25:00:00,   26.743197,    0.574979
2010-01-31 25:00:00,   26.420101,    0.575616
2010-02-01 25:00:00,   26.453155,    0.577044
2010-02-02 25:00:00,   25.177463,    0.577091
2010-02-03 25:00:00,   24.590308,    0.578589
2010-02-04 25:00:00,   24.189411,    0.578866
2010-02-05 25:00:00,   24.465364,    0.579437
2010-02-06 25:00:00,   24.099431,    0.580070
2010-02-07 25:00:00,   25.271742,    0.580950
2010-02-08 25:00:00,   25.511510,    0.581937
2010-02-09 25:00:00,   26.887607,    0.583278
