time,uwnd10m,vwnd10m,mslp,downward_longwave,downward_shortwave,air_temp_2m,precip_rate,relhum
2002-10-01 03:00:00,1.25,5.7814355,102170.0,307.5067,827.9266,288.9726,0.0,50.640366
2002-10-01 04:00:00,1.5,5.7813296,102172.0,305.58588,873.3328,289.43353,0.0,45.290363
2002-10-01 05:00:00,2.1875,6.1407266,102170.75,299.02362,891.1621,289.9726,0.0,40.277447
2002-10-01 06:00:00,2.75,6.1563826,102168.25,289.4804,828.9917,290.23428,0.0,35.24744
2002-10-01 07:00:00,2.5625,6.062588,102184.75,287.8202,677.7499,289.98822,0.0,36.673283
2002-10-01 08:00:00,2.3125,6.7969766,102214.25,292.8748,467.78534,289.39447,0.0,43.909954
2002-10-01 09:00:00,1.75,7.218865,102238.75,297.78067,235.58261,288.61713,0.0,47.352833
2002-10-01 10:00:00,0.4375,6.687641,102285.0,293.25342,61.211323,287.8672,0.0,51.686317
2002-10-01 11:00:00,-0.625,5.890753,102363.25,283.38284,1.5117254,287.02347,0.0,49.294895
2002-10-01 12:00:00,-0.875,5.6407175,102454.5,277.40643,0.0,285.9688,0.0,53.596344
2002-10-01 13:00:00,-1.0,5.3282266,102537.0,272.7619,0.0,284.87897,0.0,57.64251
2002-10-01 14:00:00,-1.1875,4.437588,102597.5,269.383,0.0,283.9532,0.0,60.686073
2002-10-01 15:00:00,-1.375,3.9063294,102644.5,266.0275,0.0,283.05865,0.0,63.258694
2002-10-01 16:00:00,-1.4375,3.5781999,102673.5,262.52747,0.0,282.2032,0.0,68.461716
2002-10-01 17:00:00,-1.1875,3.1406913,102682.25,259.2814,0.0,281.54694,0.0,70.745476
2002-10-01 18:00:00,-1.0,2.8750706,102693.5,256.84787,0.0,281.01965,0.0,72.321724
2002-10-01 19:00:00,-0.9375,2.5625618,102717.75,254.98462,0.0,280.422,0.0,74.505295
2002-10-01 20:00:00,-0.875,2.500053,102743.75,253.08229,0.0,279.89075,0.0,78.043274
2002-10-01 21:00:00,-0.9375,2.312553,102769.0,252.16821,0.0078125,279.03918,0.0,81.582954
2002-10-01 22:00:00,-1.0625,1.8906735,102812.5,252.14862,43.14062,278.3399,0.0,85.35649
2002-10-01 23:00:00,-1.1875,1.6875265,102863.25,253.64465,198.34766,279.1836,0.0,77.95377
2002-10-02 00:00:00,-1.625,1.7031028,102896.25,259.29694,425.80078,281.64453,0.0,62.680122
2002-10-02 01:00:00,-2.375,1.8905852,102902.5,269.35553,632.9139,284.65234,0.0,44.45869
2002-10-02 02:00:00,-2.5,2.015594,102879.0,281.0628,786.05347,286.9453,0.0,38.165226
2002-10-02 03:00:00,-2.375,2.1093264,102838.5,290.28583,885.9584,288.58984,0.0,33.874413
2002-10-02 04:00:00,-2.375,2.2030764,102773.75,293.68408,939.21704,290.03906,0.0,31.809547
2002-10-02 05:00:00,-2.125,2.281206,102700.5,295.75018,923.0779,291.30078,0.0,28.632713
2002-10-02 06:00:00,-2.0,2.3280678,102637.25,299.5979,827.37854,292.29297,0.0,26.45307
2002-10-02 07:00:00,-2.0625,2.5468264,102583.5,301.8713,672.4802,292.9336,0.0,25.931726
2002-10-02 08:00:00,-2.125,2.9374824,102550.5,301.9298,472.15625,293.0078,0.0,26.526087
2002-10-02 09:00:00,-0.1875,4.937544,102550.5,297.76953,247.55077,290.80078,0.0,31.645903
2002-10-02 10:00:00,0.25,5.406329,102574.75,292.14056,68.25781,288.69922,0.0,56.028366
2002-10-02 11:00:00,-2.0,3.343794,102613.5,287.5078,1.667971,287.96875,0.0,43.557766
2002-10-02 12:00:00,-2.375,2.4375176,102660.0,283.13672,0.0,286.7539,0.0,48.34185
2002-10-02 13:00:00,-1.6875,2.1093884,102685.0,280.3164,0.0,285.76953,0.0,52.156044
2002-10-02 14:00:00,-1.25,2.1406384,102686.0,278.31253,0.0,284.90234,0.0,55.987778
2002-10-02 15:00:00,-1.125,2.265647,102657.5,276.6563,0.0,284.28125,0.0,60.56617
2002-10-02 16:00:00,-1.0,2.0937765,102603.5,274.91025,0.0,283.75394,0.0,61.361145
2002-10-02 17:00:00,-0.9375,1.7187587,102559.5,273.0626,0.0,282.9336,0.0,65.57515
2002-10-02 18:00:00,-0.8125,1.5156293,102530.0,271.5938,0.0,282.00388,0.0,68.66602
2002-10-02 19:00:00,-0.9375,1.4218705,102505.0,270.7422,0.0,281.46472,0.0,74.71153
2002-10-02 20:00:00,-1.3125,1.046844,102488.25,269.66003,0.0,281.20682,0.0,79.261734
2002-10-02 21:00:00,-1.125,1.109344,102478.25,268.14053,0.03125,280.46857,0.0,82.08981
2002-10-02 22:00:00,-1.0,1.1249558,102482.5,267.01556,44.675777,279.9334,0.0,83.03855
2002-10-02 23:00:00,-1.25,0.43748236,102492.0,268.17163,201.02344,281.10522,0.0,77.95649
2002-10-03 00:00:00,-2.625,-0.42186177,102481.5,274.47247,428.08984,284.26547,0.0,62.18066
2002-10-03 01:00:00,-4.0625,-1.0625176,102442.75,284.24603,639.4844,287.92578,0.0,47.247887
2002-10-03 02:00:00,-3.9375,-1.1719147,102379.5,293.25385,805.84766,290.70703,0.0,36.6386
2002-10-03 03:00:00,-2.875,-0.65632063,102288.25,300.39062,915.91797,292.7031,0.0,29.586393
2002-10-03 04:00:00,-1.0,0.09387368,102185.0,307.9693,957.0387,293.94525,0.0,24.569117
2002-10-03 05:00:00,1.375,1.5001856,102089.75,314.61313,922.69507,294.14825,0.0,30.998554
2002-10-03 06:00:00,2.625,2.7969327,101998.5,316.34262,820.1212,293.9646,0.0,33.41713
2002-10-03 07:00:00,2.375,3.8126059,101916.25,315.2179,658.3906,293.60132,0.0,41.62923
2002-10-03 08:00:00,1.75,4.8594766,101853.5,313.21033,449.50778,292.75763,0.0,43.720543
2002-10-03 09:00:00,1.1875,4.9844503,101817.0,309.65982,230.09372,291.89444,0.0,47.948444
2002-10-03 10:00:00,0.5625,4.406356,101789.75,306.0936,64.15625,291.0976,0.0,54.75985
2002-10-03 11:00:00,-0.625,2.8125973,101756.0,301.8828,1.8007835,290.51562,0.0,59.130177
2002-10-03 12:00:00,-2.25,1.2812853,101713.5,296.87897,0.0,290.0039,0.0,41.00376
2002-10-03 13:00:00,-3.125,1.0000176,101655.0,292.87503,0.0,289.34766,0.0,41.956844
2002-10-03 14:00:00,-3.1875,1.1250176,101582.25,290.13287,0.0,288.6914,0.0,44.31385
2002-10-03 15:00:00,-2.3125,1.2656205,101554.25,289.48444,0.0,286.62885,0.0,49.388836
2002-10-03 16:00:00,-1.625,1.328094,101502.75,296.5664,0.0,285.0116,0.0,61.73108
2002-10-03 17:00:00,-2.3125,1.2656206,101378.75,308.7812,0.0,285.5741,0.0,57.978302
2002-10-03 18:00:00,-3.0625,1.0469059,101260.5,316.94135,0.0,286.453,0.0,50.821613
2002-10-03 19:00:00,-3.1875,0.26565588,101175.5,322.20312,0.0,287.02335,0.0,44.435513
2002-10-03 20:00:00,-3.0625,-0.6093353,101137.75,326.168,0.0,287.164,0.0,40.273
2002-10-03 21:00:00,-2.5,-1.0624824,101119.75,337.69147,0.0078125,287.04688,0.0,39.338524
2002-10-03 22:00:00,-2.0625,-1.0469059,101096.75,346.4063,11.964899,287.08203,0.0,36.494587
2002-10-03 23:00:00,-2.625,-0.5,101043.25,347.27734,63.074276,287.52344,0.0,33.955795
2002-10-04 00:00:00,-3.625,-0.4062059,100963.25,347.89062,187.52771,288.66406,0.0,31.95142
2002-10-04 01:00:00,-3.9375,-0.9687147,100883.25,348.26566,346.21527,290.83203,0.0,28.287182
2002-10-04 02:00:00,-3.0625,-0.84373236,100804.0,348.6754,536.62805,293.7148,0.0,25.033947
2002-10-04 03:00:00,-1.625,-1.890647,100698.0,338.19476,800.2764,297.1718,0.0,20.445885
2002-10-04 04:00:00,-0.1875,-3.1718264,100595.25,338.79272,904.46906,299.33197,0.0,21.136818
2002-10-04 05:00:00,1.8125,0.047029495,100520.0,351.10492,812.95325,298.37863,0.0,21.35374
2002-10-04 06:00:00,3.25,3.6407442,100479.0,342.70236,748.18286,295.90588,0.0,42.131023
2002-10-04 07:00:00,3.3125,3.843812,100476.75,329.87814,636.48834,294.12866,0.0,48.46351
2002-10-04 08:00:00,4.0625,2.796906,100482.25,322.13605,451.12567,293.3084,0.0,52.522095
2002-10-04 09:00:00,4.75,2.546906,100494.5,314.6285,249.39462,292.33972,0.0,55.98172
2002-10-04 10:00:00,4.625,2.9063206,100545.5,322.26587,70.48436,290.89447,0.0,70.560165
2002-10-04 11:00:00,4.75,2.1094413,100637.0,347.00793,1.972654,289.74213,0.0,74.58348
2002-10-04 12:00:00,5.1875,0.89064705,100715.5,360.07388,0.0,289.0547,0.0,74.42661
2002-10-04 13:00:00,5.0,-0.07812056,100745.0,348.59778,0.0,288.6289,0.0,68.52246
2002-10-04 14:00:00,4.25,-1.140647,100719.25,339.3479,0.0,288.5,0.0,64.828476
2002-10-04 15:00:00,3.625,-2.3438559,100659.0,337.20657,0.0,288.6641,0.0,64.48959
2002-10-04 16:00:00,2.875,-3.2970736,100575.75,336.12854,0.0,288.92972,0.0,64.04055
2002-10-04 17:00:00,2.125,-3.9846268,100473.0,343.1994,0.0,289.13284,0.0,67.68098
2002-10-04 18:00:00,2.0,-5.1252737,100362.5,355.5279,0.0,289.3828,0.0,69.63026
2002-10-04 19:00:00,2.4375,-6.0471354,100259.25,357.66077,0.0,289.64453,0.0,70.13564
2002-10-04 20:00:00,0.5,-5.4065504,100159.0,348.87585,0.0,288.91412,0.0,71.56043
2002-10-04 21:00:00,-1.75,-5.531621,100029.25,355.99316,0.03515846,288.10553,0.0,73.972046
2002-10-04 22:00:00,-1.9375,-6.687888,99889.0,369.75027,6.124964,288.19534,0.0,77.91423
2002-10-04 23:00:00,1.25,-3.93765,99862.25,369.81653,12.914137,287.65234,1.1602975,85.45029
2002-10-05 00:00:00,5.1875,0.3438295,99918.0,364.7735,27.558945,286.69922,9.443523,84.03047
