time,uwnd10m,vwnd10m,mslp,downward_longwave,downward_shortwave,air_temp_2m,precip_rate,relhum
2005-10-01 03:00:00,5.8125,-3.7656999,101337.25,388.3553,144.79016,290.3281,0.007816916,81.36001
2005-10-01 04:00:00,5.6875,-4.046959,101334.75,385.91034,287.96368,290.85934,0.003908458,75.46341
2005-10-01 05:00:00,6.0,-4.0625706,101320.75,378.77386,427.01947,291.36322,0.0,70.109375
2005-10-01 06:00:00,6.375,-3.7813118,101296.0,359.44946,559.3773,291.89056,0.0,68.63385
2005-10-01 07:00:00,6.4375,-3.6094499,101275.5,358.00806,494.3773,292.18744,0.0,65.6356
2005-10-01 08:00:00,6.3125,-3.7813382,101261.0,364.16434,300.44315,291.96478,0.0,67.96753
2005-10-01 09:00:00,6.3125,-3.734459,101226.75,355.59363,160.85541,291.45697,0.0,67.82841
2005-10-01 10:00:00,6.125,-3.5938382,101195.0,354.14862,43.94554,291.10547,0.0,71.98754
2005-10-01 11:00:00,5.9375,-2.984459,101205.25,369.35965,1.2890757,290.95703,0.0,73.93675
2005-10-01 12:00:00,6.3125,-1.5156559,101235.5,367.18695,0.0,290.71094,0.0,74.17777
2005-10-01 13:00:00,6.3125,-0.98438823,101250.75,347.1594,0.0,290.4922,0.0,71.92922
2005-10-01 14:00:00,5.8125,-1.2187765,101242.25,340.3199,0.0,290.3164,0.0,70.73949
2005-10-01 15:00:00,5.75,-1.5937765,101261.0,346.94873,0.0,290.1289,0.0,70.95923
2005-10-01 16:00:00,5.8125,-1.6406382,101278.0,355.72632,0.0,290.09375,0.0,71.37525
2005-10-01 17:00:00,5.9375,-0.9218794,101273.0,354.3282,0.0,290.14456,0.0,70.451256
2005-10-01 18:00:00,5.75,-0.5625088,101274.5,354.91815,0.0,290.09378,0.0,68.65952
2005-10-01 19:00:00,5.5,-0.17185292,101275.5,360.9884,0.0,289.9844,0.0,70.365364
2005-10-01 20:00:00,5.4375,0.6406559,101286.5,366.45294,0.0,289.84378,0.0,69.3607
2005-10-01 21:00:00,5.3125,0.375,101305.75,371.84354,0.0,289.37894,0.044922978,75.23518
2005-10-01 22:00:00,5.1875,0.3750706,101339.75,373.49585,14.027496,288.89847,0.037112687,79.31716
2005-10-01 23:00:00,4.6875,0.8907442,101382.75,366.1328,86.39854,289.13675,0.09375,75.46695
2005-10-02 00:00:00,4.25,1.1406825,101428.5,367.85938,152.39389,289.5586,0.0,68.21279
2005-10-02 01:00:00,3.75,1.1250441,101464.5,374.8435,192.01248,289.66016,0.0,71.127884
2005-10-02 02:00:00,3.6875,1.187553,101472.0,377.9138,224.3712,290.11328,0.007808084,65.91918
2005-10-02 03:00:00,3.75,2.0938208,101482.25,376.06586,331.5075,290.35156,0.0,61.691
2005-10-02 04:00:00,3.0,2.109459,101497.25,375.75745,397.27905,290.4023,0.02928473,67.15677
2005-10-02 05:00:00,2.4375,1.8594501,101492.5,372.23013,457.2799,290.82806,0.0,64.36478
2005-10-02 06:00:00,2.0625,2.1250353,101476.75,364.45996,516.181,291.05853,0.0,58.721474
2005-10-02 07:00:00,1.375,1.8593618,101459.0,357.85468,446.00458,290.99606,0.0,57.78842
2005-10-02 08:00:00,1.125,1.2812235,101446.25,345.94104,354.8412,290.83978,0.0,58.14581
2005-10-02 09:00:00,1.25,0.81250006,101415.25,326.5233,211.25806,290.71478,0.0,58.02317
2005-10-02 10:00:00,1.1875,0.609406,101390.5,314.38293,66.96873,290.37885,0.0,57.48264
2005-10-02 11:00:00,0.75,0.57815593,101402.0,327.96494,1.6015625,289.92575,0.0,59.785217
2005-10-02 12:00:00,0.0,0.7812853,101417.75,357.44537,0.0,289.5703,0.0,61.897648
2005-10-02 13:00:00,-0.875,0.85939705,101427.5,374.57037,0.0,289.15237,0.0,64.24253
2005-10-02 14:00:00,-1.5,0.39064705,101428.75,374.0664,0.0,288.74222,0.0,64.95034
2005-10-02 15:00:00,-1.625,0.45312938,101455.75,335.77374,0.0,286.37103,0.0,79.758965
2005-10-02 16:00:00,-1.5,0.5781206,101464.0,298.25455,0.0,283.92566,0.0,87.375145
2005-10-02 17:00:00,-1.5625,0.10942358,101418.5,312.82172,0.0,283.53506,0.0,87.755714
2005-10-02 18:00:00,-1.5,-0.21867052,101372.5,343.5915,0.0,283.5468,0.0,87.50175
2005-10-02 19:00:00,-1.75,-0.43742937,101328.25,362.5866,0.0,284.21872,0.0,84.16254
2005-10-02 20:00:00,-2.0625,-0.5311882,101282.5,358.1446,0.0,284.90234,0.0,81.03581
2005-10-02 21:00:00,-2.0625,-0.9843617,101231.0,358.73022,0.015625,285.39844,0.0,79.09543
2005-10-02 22:00:00,-1.9375,-1.8282177,101209.5,367.42145,9.976483,285.91803,0.0,79.82022
2005-10-02 23:00:00,-2.0,-2.3907971,101204.0,366.26166,63.805046,286.36725,0.0,79.15485
2005-10-03 00:00:00,-2.3125,-3.437694,101161.25,359.79706,205.57053,287.46878,0.0,73.84028
2005-10-03 01:00:00,-2.125,-4.859547,101098.75,357.7032,373.7617,288.9336,0.0,67.48065
2005-10-03 02:00:00,-1.4375,-5.875141,101025.5,361.32062,487.81827,290.0859,0.0,62.606476
2005-10-03 03:00:00,0.0625,-6.422021,101002.5,363.30548,543.4548,290.87888,0.0,61.765842
