time,uwnd10m,vwnd10m,mslp,downward_longwave,downward_shortwave,air_temp_2m,precip_rate,relhum
2010-10-01 11:00:00,2.875,1.1562766,101111.5,327.20993,929.9454,294.30432,0.0,44.464058
2010-10-01 12:00:00,3.625,1.4063119,101108.5,328.41287,939.961,295.11682,0.0,42.961823
2010-10-01 13:00:00,4.375,1.6875619,101107.75,328.52612,914.65234,295.48788,0.0,42.650047
2010-10-01 14:00:00,4.75,2.281294,101104.25,327.20197,820.72656,295.02307,0.0,48.41807
2010-10-01 15:00:00,4.375,3.1250353,101093.0,325.40134,666.77344,294.3943,0.0,55.008575
2010-10-01 16:00:00,3.375,3.7656646,101084.75,323.51486,467.17578,293.81232,0.0,59.25428
2010-10-01 17:00:00,2.5,3.7813118,101072.25,318.6167,245.42969,293.203,0.0,66.62843
2010-10-01 18:00:00,2.375,3.5938382,101071.0,312.83185,68.0039,292.37885,0.0,70.09177
2010-10-01 19:00:00,2.25,3.5470033,101104.0,312.58197,1.5351585,291.48047,0.0,76.66487
2010-10-01 20:00:00,1.8125,3.6564002,101155.0,327.6057,0.0,291.04688,0.0,78.30495
2010-10-01 21:00:00,1.625,3.7657886,101198.25,356.81647,0.0,290.84766,0.0,80.66984
2010-10-01 22:00:00,1.625,3.8595386,101230.0,375.6718,0.0,290.76566,0.0,78.94088
2010-10-01 23:00:00,1.6875,3.4376678,101290.75,378.09338,0.0,290.7149,0.0,75.30434
2010-10-02 00:00:00,1.75,3.0001943,101335.75,371.3156,0.0,290.69928,0.0,76.38439
2010-10-02 01:00:00,1.875,3.3126767,101335.75,354.27325,0.0,290.69928,0.0,76.93107
2010-10-02 02:00:00,1.8125,3.2657886,101334.5,344.3479,0.0,290.53522,0.0,72.58592
2010-10-02 03:00:00,1.8125,3.2033062,101335.0,347.54663,0.0,290.34772,0.0,75.90029
2010-10-02 04:00:00,2.375,3.593962,101342.5,348.0739,0.0,290.36725,0.0,69.46444
2010-10-02 05:00:00,2.375,3.4533591,101330.0,346.16827,0.0078125,290.25787,0.0,61.604206
2010-10-02 06:00:00,2.4375,3.7345738,101326.25,355.03952,21.793064,290.07428,0.0,74.01017
2010-10-02 07:00:00,3.0625,4.9376945,101372.75,359.3598,112.58941,290.16406,0.2715186,73.51409
2010-10-02 08:00:00,3.25,5.547065,101435.25,349.85556,288.00824,290.45703,0.0,70.91273
2010-10-02 09:00:00,3.0625,5.593909,101491.25,352.5117,424.39465,291.04688,0.0,62.892563
2010-10-02 10:00:00,3.0625,5.593909,101544.75,361.20316,486.1548,291.5117,0.0,59.543156
2010-10-02 11:00:00,3.5,4.531391,101640.0,348.39386,653.8915,291.8515,0.0,54.969646
2010-10-02 12:00:00,3.6875,3.6094766,101712.5,329.18652,836.2327,292.38666,0.0,42.124462
2010-10-02 13:00:00,3.5625,3.9688473,101728.5,328.52313,844.6519,292.69916,0.0,43.644848
