time,uwnd10m,vwnd10m,mslp,downward_longwave,downward_shortwave,air_temp_2m,precip_rate,relhum
2000-10-01 11:00:00,2.75,0.6875089,102252.25,326.8034,934.8398,292.65582,0.0,53.27846
2000-10-01 12:00:00,2.75,1.7500443,102195.75,330.9909,941.11334,293.21838,0.0,53.901367
2000-10-01 13:00:00,2.8125,2.718812,102140.5,333.06903,913.2892,293.56607,0.0,55.25309
2000-10-01 14:00:00,2.8125,3.687562,102089.0,331.745,819.66406,293.63644,0.0,55.18487
2000-10-01 15:00:00,2.4375,4.671932,102049.25,328.12805,667.0742,293.2928,0.0,56.749878
2000-10-01 16:00:00,1.6875,5.218794,102027.5,323.3198,468.10938,292.4452,0.0,63.765606
2000-10-01 17:00:00,1.0625,5.218803,102003.25,318.75757,245.92967,291.56244,0.0,65.23104
2000-10-01 18:00:00,0.5,4.890665,101979.0,314.3866,68.05469,290.9609,0.0,68.97648
2000-10-01 19:00:00,0.0625,4.2344236,101982.25,311.03903,1.6601585,290.53125,0.0,68.641396
2000-10-01 20:00:00,-0.125,3.6719766,101997.5,308.91028,0.0,289.99222,0.0,71.245544
2000-10-01 21:00:00,-0.25,3.5469851,101992.0,307.76584,0.0,289.3907,0.0,75.17908
2000-10-01 22:00:00,-0.3125,3.4532175,101969.0,308.23083,0.0,288.8712,0.0,82.19303
2000-10-01 23:00:00,-0.125,3.2813559,101926.75,305.28555,0.0,288.41025,0.0,91.89724
2000-10-02 00:00:00,0.0625,3.0313735,101863.0,301.5237,0.0,288.14462,0.0,87.89758
2000-10-02 01:00:00,-0.0625,2.5157442,101820.75,300.58624,0.0,287.8048,0.0,87.84401
2000-10-02 02:00:00,-0.0625,2.375115,101808.0,299.5551,0.0,287.4533,0.0,88.21876
2000-10-02 03:00:00,-0.125,2.5470033,101808.0,298.77777,0.0,287.19553,0.0,90.53694
2000-10-02 04:00:00,-0.5,2.281365,101821.5,297.27008,0.0,286.4065,0.0,95.697754
2000-10-02 05:00:00,-0.75,1.6875618,101846.25,293.78183,0.03125,284.86343,0.0,99.613594
2000-10-02 06:00:00,-0.5,1.2344323,101878.25,294.21118,37.160366,283.55865,0.0,98.987495
2000-10-02 07:00:00,-0.3125,1.0781823,101909.75,294.9063,189.3599,283.8595,0.00390625,95.3633
2000-10-02 08:00:00,-0.25,1.1719236,101932.0,296.44165,421.48465,286.047,0.0019520209,84.06428
2000-10-02 09:00:00,0.4375,1.656312,101941.0,305.41418,633.69916,288.89453,0.0,71.24072
2000-10-02 10:00:00,1.1875,2.781303,101942.25,314.42163,798.7695,291.03116,0.0,63.25031
2000-10-02 11:00:00,1.5,4.078156,101914.75,322.9605,905.64453,292.85925,0.0,58.264954
2000-10-02 12:00:00,2.0625,4.750062,101861.75,328.96417,947.08203,293.96466,0.0,59.06325
2000-10-02 13:00:00,2.625,5.125106,101810.0,329.41318,921.4688,294.0349,0.0,59.994827
2000-10-02 14:00:00,2.625,5.421959,101770.0,327.31165,828.6836,293.89822,0.0,60.069855
2000-10-02 15:00:00,2.4375,5.7344413,101743.75,324.1244,675.89844,293.62094,0.0,61.576267
2000-10-02 16:00:00,2.3125,6.0782175,101719.5,320.12845,476.33594,292.99988,0.0,64.77735
2000-10-02 17:00:00,2.1875,6.0469766,101683.5,315.5583,252.20703,292.039,0.0,69.93658
2000-10-02 18:00:00,1.9375,5.7813473,101668.0,310.71075,70.70312,291.01953,0.0,76.66955
2000-10-02 19:00:00,1.5,5.265744,101695.0,307.49597,1.9101585,290.28125,0.0,80.083015
