// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:2024/05/01 15:21:17
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=Stop 10

PreHeat=1000
Interval=200
SampleCnt=619

StartTime=2024/05/01 15:21:17
EndTime=2024/05/01 15:23:23

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.188
StartDepthA=0.0444988831631883
StartDepthB=0.0447301843503281

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [µS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [µg/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [µmol/(m2*s)],Mark,
1/05/2024 3:21:17 PM,0.045,19.500,36.548,49.273,56056.0,1026.075,26.075,1.176,1.176,0.576,8.183,248.444,103.120,7.607,118.708,0,
1/05/2024 3:21:17 PM,0.066,19.500,36.548,49.274,56056.7,1026.076,26.075,1.146,1.146,0.605,8.183,248.482,103.085,7.604,117.770,0,
1/05/2024 3:21:17 PM,0.084,19.500,36.547,49.272,56054.5,1026.074,26.074,1.243,1.243,0.605,8.183,248.444,103.082,7.605,117.770,0,
1/05/2024 3:21:18 PM,0.096,19.501,36.549,49.275,56057.3,1026.076,26.076,1.191,1.191,0.590,8.183,248.482,103.152,7.609,118.614,0,
1/05/2024 3:21:18 PM,0.094,19.503,36.548,49.276,56055.9,1026.075,26.074,1.168,1.168,0.561,8.183,248.482,103.037,7.601,117.676,0,
1/05/2024 3:21:18 PM,0.084,19.503,36.546,49.274,56053.6,1026.074,26.073,1.139,1.139,0.576,8.183,248.482,103.088,7.605,118.051,0,
1/05/2024 3:21:18 PM,0.071,19.503,36.546,49.274,56053.5,1026.073,26.073,1.206,1.206,0.635,8.183,248.482,103.163,7.610,118.614,0,
1/05/2024 3:21:19 PM,0.062,19.504,36.546,49.275,56052.6,1026.073,26.072,1.146,1.146,0.605,8.183,248.482,103.082,7.605,117.770,0,
1/05/2024 3:21:19 PM,0.060,19.504,36.546,49.276,56053.4,1026.073,26.073,1.213,1.213,0.576,8.183,248.482,103.091,7.605,117.676,0,
1/05/2024 3:21:19 PM,0.064,19.504,36.548,49.278,56055.3,1026.074,26.074,1.168,1.168,0.767,8.183,248.482,103.064,7.603,118.333,0,
1/05/2024 3:21:19 PM,0.068,19.505,36.547,49.278,56054.0,1026.073,26.073,1.139,1.139,0.708,8.183,248.482,103.156,7.610,117.582,0,
1/05/2024 3:21:19 PM,0.068,19.507,36.547,49.279,56053.4,1026.073,26.073,1.168,1.168,0.635,8.183,248.482,103.171,7.611,117.394,0,
1/05/2024 3:21:20 PM,0.071,19.508,36.547,49.280,56053.1,1026.072,26.072,1.386,1.386,0.605,8.183,248.482,103.081,7.603,118.145,0,
1/05/2024 3:21:20 PM,0.088,19.503,36.546,49.275,56052.9,1026.073,26.073,1.266,1.266,0.649,8.183,248.482,103.163,7.610,117.957,0,
1/05/2024 3:21:20 PM,0.120,19.501,36.546,49.272,56053.8,1026.074,26.074,1.281,1.281,0.605,8.183,248.482,103.067,7.604,110.075,0,
1/05/2024 3:21:20 PM,0.162,19.500,36.546,49.271,56053.5,1026.074,26.073,1.124,1.124,0.605,8.183,248.482,103.144,7.611,76.198,0,
1/05/2024 3:21:20 PM,0.209,19.500,36.546,49.270,56053.2,1026.074,26.073,1.131,1.131,0.590,8.183,248.482,103.090,7.606,77.418,0,
1/05/2024 3:21:21 PM,0.250,19.500,36.548,49.273,56056.4,1026.076,26.075,1.221,1.221,0.649,8.183,248.482,103.149,7.611,74.791,0,
