// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:2024/05/01 13:39:32
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=Stop 2 Owen Anch

PreHeat=1000
Interval=200
SampleCnt=443

StartTime=2024/05/01 13:39:32
EndTime=2024/05/01 13:41:02

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.188
StartDepthA=0.20073886536404
StartDepthB=0.206090617703944

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [µS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [µg/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [µmol/(m2*s)],Mark,
1/05/2024 1:39:32 PM,0.200,19.905,36.008,49.045,55237.2,1025.557,25.556,0.262,0.262,0.384,8.212,208.130,105.014,7.707,400.980,0,
1/05/2024 1:39:32 PM,0.171,19.915,35.970,49.011,55183.4,1025.525,25.524,0.292,0.292,0.384,8.213,208.206,105.134,7.715,394.693,0,
1/05/2024 1:39:33 PM,0.098,19.939,35.945,49.005,55144.4,1025.499,25.499,0.322,0.322,0.413,8.215,208.397,104.783,7.690,434.856,0,
1/05/2024 1:39:33 PM,0.016,19.949,35.941,49.011,55137.9,1025.493,25.493,0.330,0.330,0.428,8.216,208.587,104.735,7.686,454.000,0,
1/05/2024 1:39:33 PM,0.000,19.955,35.961,49.040,55163.5,1025.507,25.507,0.300,0.300,0.472,8.216,208.740,104.623,7.678,436.545,0,
1/05/2024 1:39:33 PM,0.000,19.944,35.944,49.009,55142.6,1025.497,25.497,0.285,0.285,0.443,8.216,208.816,104.563,7.674,435.513,0,
1/05/2024 1:39:33 PM,0.000,19.927,35.946,48.993,55148.2,1025.502,25.503,0.307,0.307,0.413,8.214,208.931,104.538,7.674,444.897,0,
1/05/2024 1:39:34 PM,0.000,19.916,35.958,48.997,55167.4,1025.515,25.515,0.292,0.292,0.457,8.213,209.083,104.514,7.672,449.120,0,
1/05/2024 1:39:34 PM,0.000,19.913,35.971,49.009,55185.8,1025.526,25.526,0.300,0.300,0.398,8.211,209.198,104.403,7.665,446.868,0,
1/05/2024 1:39:34 PM,0.000,19.911,35.968,49.005,55182.4,1025.524,25.524,0.270,0.270,0.428,8.209,209.236,104.448,7.666,446.117,0,
1/05/2024 1:39:34 PM,0.000,19.914,35.969,49.008,55182.9,1025.524,25.524,0.292,0.292,0.457,8.206,209.350,104.427,7.663,446.023,0,
1/05/2024 1:39:34 PM,0.011,19.909,35.960,48.991,55170.8,1025.518,25.518,0.277,0.277,0.398,8.204,209.388,104.309,7.654,444.147,0,
1/05/2024 1:39:35 PM,0.074,19.904,35.951,48.976,55160.4,1025.513,25.513,0.277,0.277,0.325,8.203,209.426,104.257,7.655,440.581,0,
1/05/2024 1:39:35 PM,0.139,19.899,35.952,48.972,55161.7,1025.515,25.514,0.277,0.277,0.280,8.201,209.465,104.182,7.652,400.323,0,
1/05/2024 1:39:35 PM,0.204,19.899,35.946,48.964,55153.8,1025.511,25.510,0.285,0.285,0.339,8.200,209.579,104.094,7.645,388.499,0,
1/05/2024 1:39:35 PM,0.305,19.899,35.939,48.956,55144.3,1025.506,25.505,0.292,0.292,0.502,8.198,209.655,104.166,7.650,397.883,0,
1/05/2024 1:39:35 PM,0.412,19.903,35.935,48.956,55138.8,1025.503,25.501,0.315,0.315,0.428,8.196,209.770,104.059,7.643,405.484,0,
1/05/2024 1:39:36 PM,0.496,19.904,35.937,48.959,55140.6,1025.504,25.502,0.300,0.300,0.354,8.194,209.884,104.054,7.643,355.749,0,
1/05/2024 1:39:36 PM,0.552,19.900,35.939,48.958,55144.8,1025.507,25.505,0.300,0.300,0.369,8.192,209.922,104.122,7.648,353.497,0,
1/05/2024 1:39:36 PM,0.587,19.901,35.963,48.988,55177.5,1025.525,25.523,0.277,0.277,0.413,8.190,209.998,104.228,7.654,361.848,0,
1/05/2024 1:39:36 PM,0.593,19.903,35.970,48.998,55185.9,1025.530,25.527,0.262,0.262,0.369,8.188,210.037,104.119,7.644,357.720,0,
1/05/2024 1:39:36 PM,0.604,19.912,35.972,49.010,55186.9,1025.529,25.526,0.292,0.292,0.354,8.187,210.113,104.152,7.646,374.611,0,
1/05/2024 1:39:37 PM,0.674,19.914,35.930,48.961,55129.6,1025.497,25.494,0.270,0.270,0.354,8.186,210.151,104.096,7.644,361.004,0,
1/05/2024 1:39:37 PM,0.766,19.908,35.933,48.959,55134.8,1025.501,25.498,0.277,0.277,0.339,8.185,210.227,103.957,7.635,332.758,0,
1/05/2024 1:39:37 PM,0.853,19.907,35.936,48.961,55138.7,1025.504,25.500,0.262,0.262,0.398,8.184,210.304,103.948,7.634,296.817,0,
1/05/2024 1:39:37 PM,0.964,19.900,35.945,48.965,55153.3,1025.514,25.509,0.277,0.277,0.472,8.182,210.380,103.891,7.630,310.705,0,
1/05/2024 1:39:37 PM,0.996,19.903,35.962,48.989,55175.7,1025.526,25.521,0.292,0.292,0.310,8.181,210.456,103.983,7.636,319.433,0,
1/05/2024 1:39:38 PM,1.022,19.907,35.970,49.002,55185.9,1025.531,25.527,0.330,0.330,0.472,8.180,210.494,104.042,7.639,312.301,0,
1/05/2024 1:39:38 PM,1.078,19.909,35.947,48.977,55154.4,1025.513,25.509,0.322,0.322,0.398,8.179,210.532,104.021,7.639,284.336,0,
1/05/2024 1:39:38 PM,1.163,19.905,35.942,48.966,55147.7,1025.511,25.505,0.292,0.292,0.398,8.178,210.609,103.843,7.627,275.609,0,
1/05/2024 1:39:38 PM,1.295,19.903,35.938,48.960,55143.5,1025.509,25.503,0.285,0.285,0.428,8.178,210.647,103.756,7.621,260.219,0,
1/05/2024 1:39:38 PM,1.448,19.903,35.934,48.955,55137.5,1025.506,25.500,0.307,0.307,0.428,8.176,210.723,103.721,7.620,240.231,0,
1/05/2024 1:39:39 PM,1.584,19.903,35.936,48.957,55139.9,1025.508,25.501,0.315,0.315,0.413,8.176,210.838,103.622,7.613,251.023,0,
1/05/2024 1:39:39 PM,1.693,19.904,35.936,48.959,55140.2,1025.509,25.501,0.292,0.292,0.443,8.175,210.876,103.697,7.618,258.906,0,
1/05/2024 1:39:39 PM,1.784,19.904,35.940,48.964,55146.5,1025.512,25.505,0.285,0.285,0.369,8.174,210.952,103.719,7.618,250.178,0,
1/05/2024 1:39:39 PM,1.849,19.904,35.950,48.976,55159.7,1025.520,25.512,0.300,0.300,0.325,8.173,210.990,103.748,7.619,234.695,0,
1/05/2024 1:39:39 PM,1.874,19.906,35.959,48.988,55171.2,1025.526,25.518,0.285,0.285,0.310,8.172,211.066,103.788,7.621,218.179,0,
1/05/2024 1:39:40 PM,1.857,19.908,35.950,48.980,55159.5,1025.520,25.511,0.345,0.345,0.325,8.172,211.105,103.779,7.619,216.490,0,
1/05/2024 1:39:40 PM,1.805,19.910,35.946,48.977,55152.9,1025.515,25.507,0.307,0.307,0.295,8.172,211.143,103.628,7.608,230.472,0,
1/05/2024 1:39:40 PM,1.766,19.917,35.944,48.981,55148.6,1025.512,25.504,0.285,0.285,0.354,8.172,211.219,103.604,7.607,228.689,0,
1/05/2024 1:39:40 PM,1.749,19.922,35.955,49.000,55163.4,1025.519,25.511,0.292,0.292,0.310,8.172,211.257,103.672,7.611,223.059,0,
1/05/2024 1:39:40 PM,1.753,19.918,35.961,49.004,55172.3,1025.525,25.517,0.285,0.285,0.339,8.172,211.333,103.619,7.606,231.223,0,
1/05/2024 1:39:41 PM,1.786,19.912,35.952,48.986,55161.5,1025.520,25.512,0.307,0.307,0.325,8.172,211.372,103.521,7.599,229.346,0,
1/05/2024 1:39:41 PM,1.853,19.906,35.948,48.975,55156.3,1025.518,25.510,0.300,0.300,0.369,8.172,211.410,103.507,7.600,227.375,0,
1/05/2024 1:39:41 PM,1.905,19.905,35.956,48.984,55168.3,1025.525,25.517,0.292,0.292,0.428,8.172,211.448,103.474,7.599,219.868,0,
1/05/2024 1:39:41 PM,1.941,19.903,35.975,49.005,55194.1,1025.540,25.531,0.345,0.345,0.369,8.172,211.486,103.588,7.607,219.868,0,
1/05/2024 1:39:41 PM,1.981,19.904,35.980,49.012,55200.5,1025.544,25.535,0.315,0.315,0.398,8.172,211.562,103.569,7.605,225.217,0,
1/05/2024 1:39:42 PM,2.048,19.905,35.954,48.982,55165.6,1025.524,25.515,0.307,0.307,0.354,8.171,211.600,103.530,7.602,227.469,0,
1/05/2024 1:39:42 PM,2.141,19.905,35.949,48.975,55158.6,1025.521,25.511,0.292,0.292,0.354,8.171,211.639,103.507,7.601,219.305,0,
1/05/2024 1:39:42 PM,2.218,19.904,35.954,48.980,55165.6,1025.525,25.515,0.300,0.300,0.339,8.171,211.677,103.403,7.594,212.455,0,
1/05/2024 1:39:42 PM,2.251,19.905,35.959,48.987,55171.6,1025.528,25.518,0.352,0.352,0.354,8.171,211.753,103.413,7.594,215.364,0,
1/05/2024 1:39:43 PM,2.234,19.906,35.953,48.982,55163.3,1025.523,25.514,0.337,0.337,0.369,8.171,211.791,103.415,7.593,221.182,0,
1/05/2024 1:39:43 PM,2.210,19.912,35.955,48.990,55164.9,1025.523,25.514,0.345,0.345,0.325,8.171,211.867,103.377,7.590,223.152,0,
1/05/2024 1:39:43 PM,2.201,19.917,35.957,48.997,55166.3,1025.523,25.514,0.330,0.330,0.236,8.171,211.905,103.345,7.588,229.440,0,
1/05/2024 1:39:43 PM,2.231,19.920,35.951,48.993,55157.9,1025.518,25.508,0.345,0.345,0.354,8.171,211.944,103.413,7.593,226.718,0,
1/05/2024 1:39:43 PM,2.284,19.910,35.948,48.980,55156.6,1025.519,25.509,0.367,0.367,0.384,8.171,211.982,103.355,7.588,217.804,0,
1/05/2024 1:39:44 PM,2.379,19.907,35.950,48.979,55159.2,1025.522,25.511,0.322,0.322,0.280,8.171,212.058,103.291,7.584,213.018,0,
1/05/2024 1:39:44 PM,2.439,19.908,35.953,48.984,55163.3,1025.524,25.513,0.404,0.404,0.738,8.171,212.096,103.296,7.582,208.326,0,
1/05/2024 1:39:44 PM,2.487,19.909,35.957,48.990,55168.9,1025.527,25.516,0.367,0.367,0.457,8.171,212.134,103.261,7.576,210.859,0,
1/05/2024 1:39:44 PM,2.496,19.914,35.955,48.993,55165.5,1025.525,25.514,0.307,0.307,0.339,8.171,212.172,103.246,7.575,220.619,0,
1/05/2024 1:39:44 PM,2.480,19.914,35.949,48.985,55156.4,1025.519,25.508,0.315,0.315,0.354,8.171,212.249,103.379,7.589,227.375,0,
1/05/2024 1:39:45 PM,2.465,19.916,35.954,48.993,55162.3,1025.522,25.511,0.315,0.315,0.310,8.171,212.287,103.239,7.580,231.035,0,
1/05/2024 1:39:45 PM,2.465,19.920,35.961,49.006,55172.5,1025.527,25.517,0.322,0.322,0.384,8.171,212.325,103.152,7.573,223.434,0,
1/05/2024 1:39:45 PM,2.478,19.921,35.965,49.012,55177.2,1025.530,25.519,0.337,0.337,0.384,8.171,212.363,103.154,7.572,210.015,0,
1/05/2024 1:39:45 PM,2.508,19.916,35.958,48.998,55167.8,1025.525,25.514,0.352,0.352,0.369,8.171,212.401,103.132,7.570,208.044,0,
1/05/2024 1:39:45 PM,2.537,19.911,35.962,48.998,55174.9,1025.530,25.519,0.322,0.322,0.369,8.172,212.439,103.112,7.568,212.361,0,
1/05/2024 1:39:46 PM,2.565,19.908,35.969,49.003,55185.6,1025.537,25.526,0.330,0.330,0.354,8.171,212.478,103.140,7.571,212.173,0,
1/05/2024 1:39:46 PM,2.589,19.911,35.976,49.015,55194.7,1025.542,25.530,0.307,0.307,0.310,8.172,212.516,103.111,7.565,211.892,0,
1/05/2024 1:39:46 PM,2.602,19.911,35.987,49.028,55209.1,1025.550,25.538,0.307,0.307,0.354,8.172,212.554,103.212,7.575,215.364,0,
1/05/2024 1:39:46 PM,2.597,19.909,35.966,49.000,55181.3,1025.535,25.523,0.322,0.322,0.325,8.172,212.592,103.189,7.576,218.367,0,
1/05/2024 1:39:46 PM,2.576,19.910,35.955,48.987,55165.1,1025.525,25.514,0.352,0.352,0.384,8.172,212.630,103.202,7.578,219.493,0,
1/05/2024 1:39:47 PM,2.550,19.916,35.950,48.989,55157.4,1025.520,25.509,0.315,0.315,0.280,8.172,212.706,103.199,7.577,218.930,0,
1/05/2024 1:39:47 PM,2.508,19.917,35.951,48.990,55158.1,1025.520,25.509,0.330,0.330,0.413,8.172,212.745,103.164,7.574,219.586,0,
1/05/2024 1:39:47 PM,2.483,19.915,35.952,48.989,55160.8,1025.522,25.511,0.352,0.352,0.354,8.172,212.783,103.107,7.569,212.830,0,
1/05/2024 1:39:47 PM,2.463,19.927,35.946,48.996,55150.2,1025.514,25.503,0.315,0.315,0.310,8.173,212.859,103.146,7.572,207.012,0,
1/05/2024 1:39:47 PM,2.448,19.927,35.949,48.998,55153.5,1025.516,25.505,0.367,0.367,0.325,8.173,212.859,103.223,7.576,205.980,0,
1/05/2024 1:39:48 PM,2.442,19.923,35.954,49.000,55161.1,1025.520,25.510,0.337,0.337,0.295,8.173,212.935,103.135,7.570,209.076,0,
1/05/2024 1:39:48 PM,2.450,19.914,35.965,49.004,55177.9,1025.531,25.520,0.330,0.330,0.369,8.173,212.973,103.053,7.565,213.299,0,
1/05/2024 1:39:48 PM,2.476,19.923,35.950,48.996,55156.2,1025.518,25.507,0.292,0.292,0.310,8.173,212.973,103.025,7.562,218.930,0,
1/05/2024 1:39:48 PM,2.515,19.908,35.953,48.983,55163.5,1025.524,25.513,0.285,0.285,0.310,8.173,213.012,103.005,7.563,219.117,0,
1/05/2024 1:39:48 PM,2.563,19.900,35.957,48.981,55170.9,1025.530,25.519,0.337,0.337,0.325,8.173,213.050,102.881,7.556,212.924,0,
1/05/2024 1:39:49 PM,2.604,19.897,35.971,48.994,55190.0,1025.541,25.530,0.315,0.315,0.384,8.173,213.088,102.963,7.563,204.290,0,
1/05/2024 1:39:49 PM,2.630,19.898,35.975,49.000,55195.2,1025.544,25.533,0.315,0.315,0.354,8.173,213.164,102.908,7.558,196.971,0,
1/05/2024 1:39:49 PM,2.632,19.902,35.966,48.993,55181.9,1025.536,25.525,0.345,0.345,0.487,8.173,213.202,102.828,7.551,194.719,0,
1/05/2024 1:39:49 PM,2.615,19.910,35.950,48.982,55158.4,1025.522,25.510,0.337,0.337,0.295,8.173,213.240,103.010,7.565,197.440,0,
1/05/2024 1:39:49 PM,2.578,19.913,35.948,48.982,55155.2,1025.519,25.508,0.389,0.389,0.325,8.173,213.279,102.993,7.561,195.000,0,
1/05/2024 1:39:50 PM,2.532,19.915,35.945,48.981,55150.6,1025.516,25.505,0.330,0.330,0.339,8.173,213.355,102.810,7.548,196.689,0,
1/05/2024 1:39:50 PM,2.452,19.917,35.949,48.989,55156.1,1025.519,25.508,0.322,0.322,0.280,8.174,213.431,102.789,7.545,202.508,0,
1/05/2024 1:39:50 PM,2.407,19.915,35.946,48.982,55152.1,1025.516,25.506,0.315,0.315,0.310,8.174,213.469,102.686,7.537,209.076,0,
1/05/2024 1:39:50 PM,2.376,19.914,35.954,48.991,55163.9,1025.523,25.513,0.322,0.322,0.339,8.174,213.507,102.759,7.543,207.481,0,
1/05/2024 1:39:50 PM,2.370,19.914,35.955,48.992,55164.1,1025.523,25.513,0.322,0.322,0.295,8.174,213.507,102.845,7.550,205.698,0,
1/05/2024 1:39:51 PM,2.381,19.905,35.956,48.984,55168.4,1025.527,25.517,0.352,0.352,0.310,8.174,213.584,102.895,7.556,206.730,0,
1/05/2024 1:39:51 PM,2.407,19.900,35.956,48.979,55169.5,1025.529,25.518,0.352,0.352,0.310,8.174,213.584,102.844,7.554,207.575,0,
1/05/2024 1:39:51 PM,2.448,19.896,35.958,48.978,55173.0,1025.531,25.521,0.330,0.330,0.310,8.174,213.622,102.762,7.548,209.921,0,
1/05/2024 1:39:51 PM,2.494,19.895,35.960,48.978,55175.6,1025.533,25.522,0.300,0.300,0.339,8.174,213.698,102.768,7.549,205.604,0,
1/05/2024 1:39:51 PM,2.541,19.894,35.958,48.976,55172.8,1025.532,25.521,0.300,0.300,0.339,8.174,213.698,102.717,7.546,202.695,0,
1/05/2024 1:39:52 PM,2.582,19.894,35.959,48.977,55174.1,1025.533,25.521,0.315,0.315,0.413,8.174,213.736,102.669,7.542,206.167,0,
1/05/2024 1:39:52 PM,2.615,19.896,35.957,48.976,55170.5,1025.531,25.519,0.412,0.412,0.369,8.174,213.774,102.719,7.545,209.921,0,
1/05/2024 1:39:52 PM,2.639,19.896,35.965,48.986,55182.1,1025.537,25.526,0.345,0.345,0.369,8.174,213.812,102.707,7.544,214.050,0,
1/05/2024 1:39:52 PM,2.649,19.896,35.974,48.996,55193.8,1025.544,25.532,0.292,0.292,0.266,8.174,213.851,102.604,7.534,213.205,0,
1/05/2024 1:39:52 PM,2.643,19.897,35.967,48.989,55184.5,1025.538,25.527,0.285,0.285,0.295,8.174,213.927,102.740,7.544,211.047,0,
1/05/2024 1:39:53 PM,2.625,19.902,35.957,48.983,55170.5,1025.530,25.518,0.292,0.292,0.354,8.174,213.965,102.714,7.544,209.264,0,
1/05/2024 1:39:53 PM,2.593,19.905,35.952,48.980,55162.5,1025.525,25.513,0.300,0.300,0.325,8.174,213.965,102.676,7.541,211.985,0,
1/05/2024 1:39:53 PM,2.535,19.908,35.944,48.973,55150.8,1025.517,25.506,0.307,0.307,0.310,8.174,214.041,102.643,7.537,224.091,0,
1/05/2024 1:39:53 PM,2.483,19.909,35.942,48.971,55147.7,1025.515,25.504,0.292,0.292,0.251,8.175,214.079,102.625,7.535,226.155,0,
1/05/2024 1:39:53 PM,2.428,19.907,35.945,48.973,55152.6,1025.518,25.507,0.322,0.322,0.325,8.175,214.118,102.640,7.537,221.463,0,
1/05/2024 1:39:54 PM,2.387,19.909,35.948,48.979,55156.9,1025.520,25.510,0.330,0.330,0.339,8.175,214.156,102.610,7.535,219.493,0,
1/05/2024 1:39:54 PM,2.372,19.907,35.955,48.985,55166.5,1025.526,25.515,0.307,0.307,0.325,8.175,214.194,102.506,7.528,225.968,0,
1/05/2024 1:39:54 PM,2.379,19.905,35.951,48.978,55160.7,1025.523,25.512,0.337,0.337,0.295,8.175,214.194,102.563,7.533,233.756,0,
1/05/2024 1:39:54 PM,2.409,19.903,35.950,48.976,55160.5,1025.523,25.512,0.330,0.330,0.310,8.175,214.232,102.523,7.529,241.545,0,
1/05/2024 1:39:54 PM,2.459,19.901,35.951,48.974,55162.4,1025.525,25.514,0.315,0.315,0.369,8.175,214.270,102.466,7.527,242.577,0,
1/05/2024 1:39:55 PM,2.521,19.897,35.954,48.973,55167.1,1025.528,25.517,0.307,0.307,0.369,8.175,214.308,102.492,7.528,227.844,0,
1/05/2024 1:39:55 PM,2.580,19.897,35.958,48.978,55171.9,1025.531,25.520,0.300,0.300,0.369,8.175,214.346,102.479,7.526,220.243,0,
1/05/2024 1:39:55 PM,2.628,19.898,35.960,48.983,55175.3,1025.533,25.521,0.285,0.285,0.443,8.175,214.385,102.571,7.533,212.361,0,
1/05/2024 1:39:55 PM,2.666,19.900,35.964,48.988,55179.9,1025.535,25.524,0.322,0.322,0.354,8.175,214.423,102.527,7.531,205.698,0,
