// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:2025/10/18 15:36:28
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=Oct prof 3

PreHeat=1000
Interval=200
SampleCnt=358

StartTime=2025/10/18 15:36:28
EndTime=2025/10/18 15:37:40

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.182
StartDepthA=0.0690988810442387
StartDepthB=0.0682420944863738

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [µS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [µg/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [µmol/(m2*s)],Mark,
18/10/2025 3:36:28 PM,0.072,22.209,0.512,0.979,1042.6,998.114,0.000,4.007,4.007,4.107,8.838,29.062,116.508,10.095,626.854,0,
18/10/2025 3:36:28 PM,0.070,22.212,0.512,0.979,1042.7,998.113,0.000,4.037,4.037,4.107,8.835,29.520,116.491,10.094,782.160,0,
18/10/2025 3:36:28 PM,0.064,22.217,0.512,0.979,1042.4,998.112,0.000,3.947,3.947,3.855,8.835,29.024,116.458,10.092,782.160,0,
18/10/2025 3:36:28 PM,0.058,22.216,0.512,0.979,1042.5,998.112,0.000,3.962,3.962,3.885,8.834,29.100,116.416,10.089,1066.871,0,
18/10/2025 3:36:28 PM,0.062,22.212,0.512,0.979,1042.6,998.113,0.000,3.955,3.955,3.619,8.834,29.253,116.523,10.100,884.821,0,
18/10/2025 3:36:29 PM,0.089,22.206,0.512,0.979,1043.1,998.115,0.000,3.895,3.895,3.456,8.834,29.177,116.473,10.094,518.468,0,
18/10/2025 3:36:29 PM,0.104,22.206,0.512,0.979,1043.2,998.115,0.000,4.000,4.000,3.811,8.834,29.177,116.586,10.104,521.753,0,
18/10/2025 3:36:29 PM,0.116,22.214,0.512,0.979,1043.1,998.113,0.000,4.060,4.060,4.269,8.835,29.139,116.637,10.108,832.176,0,
18/10/2025 3:36:29 PM,0.133,22.218,0.512,0.979,1043.1,998.112,0.000,3.910,3.910,3.796,8.836,29.291,116.497,10.095,693.105,0,
18/10/2025 3:36:29 PM,0.148,22.220,0.512,0.979,1043.0,998.112,0.000,3.857,3.857,3.663,8.835,29.520,116.614,10.105,688.131,0,
18/10/2025 3:36:30 PM,0.175,22.222,0.512,0.979,1043.1,998.112,0.000,3.857,3.857,3.560,8.835,29.406,116.610,10.105,525.788,0,
18/10/2025 3:36:30 PM,0.221,22.228,0.512,0.979,1042.7,998.111,0.000,3.970,3.970,3.678,8.836,29.444,116.590,10.104,615.124,0,
18/10/2025 3:36:30 PM,0.261,22.230,0.512,0.980,1043.1,998.110,0.000,4.150,4.150,4.550,8.834,30.435,116.696,10.111,480.744,0,
18/10/2025 3:36:30 PM,0.284,22.229,0.513,0.980,1043.8,998.111,0.000,4.262,4.262,4.343,8.830,30.702,116.658,10.108,651.065,0,
18/10/2025 3:36:30 PM,0.295,22.227,0.513,0.980,1043.9,998.111,0.000,4.142,4.142,3.929,8.828,30.626,116.632,10.106,647.123,0,
18/10/2025 3:36:31 PM,0.309,22.225,0.513,0.980,1044.0,998.112,0.000,4.007,4.007,4.033,8.828,30.474,116.605,10.103,600.672,0,
18/10/2025 3:36:31 PM,0.331,22.225,0.513,0.980,1043.6,998.112,0.000,4.030,4.030,3.353,8.828,30.283,116.594,10.104,553.752,0,
18/10/2025 3:36:31 PM,0.354,22.224,0.513,0.980,1044.1,998.113,0.000,4.045,4.045,3.382,8.829,30.245,116.657,10.110,605.740,0,
18/10/2025 3:36:31 PM,0.374,22.222,0.513,0.981,1044.3,998.113,0.000,4.209,4.209,3.752,8.830,30.245,116.673,10.110,787.321,0,
