// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:1980/02/21 21:37:19
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=May Profile 8

PreHeat=1000
Interval=200
SampleCnt=184

StartTime=1980/02/21 21:37:19
EndTime=1980/02/21 21:37:56

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.076
StartDepthA=0.0783788920627595
StartDepthB=0.077746103261073

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [µS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [µg/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [µmol/(m2*s)],Mark,
21/02/1980 9:37:19 PM,0.081,19.745,0.533,0.965,1090.8,998.666,0.000,3.348,3.348,18.989,8.779,5.187,105.847,9.626,1341.917,0,
21/02/1980 9:37:19 PM,0.089,19.744,0.534,0.965,1091.2,998.667,0.000,3.078,3.078,13.375,8.778,5.263,105.843,9.625,1280.077,0,
21/02/1980 9:37:19 PM,0.091,19.745,0.533,0.965,1091.0,998.666,0.000,3.153,3.153,12.007,8.776,5.225,105.870,9.629,1243.573,0,
21/02/1980 9:37:20 PM,0.085,19.747,0.533,0.965,1090.8,998.666,0.000,3.258,3.258,13.092,8.776,5.187,105.804,9.623,1244.136,0,
21/02/1980 9:37:20 PM,0.085,19.747,0.534,0.965,1091.3,998.666,0.000,3.019,3.019,10.804,8.775,5.187,105.802,9.622,1228.277,0,
21/02/1980 9:37:20 PM,0.091,19.745,0.534,0.965,1091.1,998.666,0.000,2.951,2.951,12.067,8.775,5.301,105.827,9.624,1258.963,0,
21/02/1980 9:37:20 PM,0.092,19.747,0.534,0.965,1091.4,998.666,0.000,3.191,3.191,11.369,8.774,5.606,105.807,9.622,1228.652,0,
21/02/1980 9:37:20 PM,0.083,19.744,0.534,0.965,1091.2,998.666,0.000,3.078,3.078,10.789,8.773,5.568,105.821,9.624,1234.470,0,
21/02/1980 9:37:21 PM,0.073,19.747,0.533,0.965,1091.0,998.666,0.000,2.869,2.869,10.923,8.772,5.606,105.810,9.623,1227.620,0,
21/02/1980 9:37:21 PM,0.081,19.749,0.533,0.965,1091.0,998.665,0.000,2.936,2.936,12.052,8.771,5.644,105.751,9.617,1191.304,0,
21/02/1980 9:37:21 PM,0.075,19.751,0.533,0.965,1090.9,998.665,0.000,2.861,2.861,11.458,8.771,5.682,105.756,9.617,1195.902,0,
21/02/1980 9:37:21 PM,0.064,19.752,0.533,0.965,1091.0,998.665,0.000,2.876,2.876,11.874,8.771,5.530,105.835,9.626,1202.001,0,
21/02/1980 9:37:21 PM,0.077,19.748,0.534,0.965,1091.1,998.666,0.000,3.131,3.131,12.483,8.772,5.454,105.759,9.619,1248.546,0,
21/02/1980 9:37:22 PM,0.077,19.742,0.534,0.965,1091.3,998.667,0.000,2.944,2.944,12.661,8.771,5.911,105.725,9.618,1189.239,0,
21/02/1980 9:37:22 PM,0.066,19.740,0.534,0.965,1091.3,998.667,0.000,3.326,3.326,15.294,8.770,6.140,105.641,9.609,1316.956,0,
21/02/1980 9:37:22 PM,0.079,19.748,0.534,0.965,1091.1,998.665,0.000,3.266,3.266,12.691,8.768,6.445,105.617,9.606,1314.047,0,
21/02/1980 9:37:22 PM,0.085,19.752,0.533,0.965,1090.9,998.665,0.000,3.034,3.034,12.156,8.766,6.636,105.528,9.599,1269.566,0,
21/02/1980 9:37:22 PM,0.083,19.754,0.534,0.965,1091.1,998.664,0.000,2.884,2.884,10.893,8.765,6.636,105.502,9.594,1239.256,0,
21/02/1980 9:37:23 PM,0.094,19.757,0.534,0.965,1091.1,998.664,0.000,3.138,3.138,12.200,8.763,6.712,105.618,9.604,1199.655,0,
21/02/1980 9:37:23 PM,0.106,19.760,0.533,0.965,1090.9,998.663,0.000,3.026,3.026,11.562,8.762,6.636,105.574,9.598,1249.391,0,
21/02/1980 9:37:23 PM,0.100,19.758,0.533,0.965,1090.7,998.663,0.000,3.296,3.296,12.215,8.762,6.789,105.681,9.608,1337.038,0,
21/02/1980 9:37:23 PM,0.098,19.757,0.534,0.965,1091.0,998.664,0.000,3.123,3.123,12.260,8.761,6.865,105.625,9.603,1375.700,0,
21/02/1980 9:37:23 PM,0.110,19.753,0.533,0.965,1090.9,998.665,0.000,3.416,3.416,13.122,8.760,7.017,105.702,9.612,1397.189,0,
21/02/1980 9:37:24 PM,0.098,19.743,0.533,0.965,1091.0,998.667,0.000,3.078,3.078,12.602,8.759,7.094,105.629,9.608,1410.139,0,
21/02/1980 9:37:24 PM,0.106,19.740,0.533,0.965,1091.1,998.667,0.000,3.356,3.356,12.869,8.758,7.208,105.708,9.615,1398.222,0,
21/02/1980 9:37:24 PM,0.113,19.736,0.534,0.965,1091.4,998.668,0.000,2.989,2.989,11.784,8.757,7.361,105.658,9.611,1316.862,0,
