// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:1980/02/21 21:16:36
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=May Profile 3

PreHeat=1000
Interval=200
SampleCnt=314

StartTime=1980/02/21 21:16:36
EndTime=1980/02/21 21:17:39

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.076
StartDepthA=0.0560588946054951
StartDepthB=0.0557793685087937

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [µS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [µg/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [µmol/(m2*s)],Mark,
21/02/1980 9:16:36 PM,0.058,19.662,0.532,0.961,1089.2,998.682,0.000,3.138,3.138,12.884,8.828,20.900,108.293,9.867,1068.654,0,
21/02/1980 9:16:36 PM,0.065,19.661,0.533,0.961,1089.4,998.682,0.000,3.685,3.685,14.921,8.827,20.938,108.233,9.861,1073.252,0,
21/02/1980 9:16:36 PM,0.071,19.663,0.532,0.961,1089.1,998.682,0.000,3.296,3.296,12.780,8.826,21.129,108.285,9.864,1082.261,0,
21/02/1980 9:16:36 PM,0.065,19.663,0.532,0.961,1089.3,998.682,0.000,2.981,2.981,12.364,8.824,21.549,108.279,9.865,1071.657,0,
21/02/1980 9:16:37 PM,0.062,19.662,0.532,0.961,1089.3,998.682,0.000,3.303,3.303,13.300,8.824,21.472,108.292,9.866,1043.599,0,
21/02/1980 9:16:37 PM,0.075,19.664,0.532,0.961,1089.0,998.682,0.000,3.318,3.318,13.033,8.824,21.282,108.288,9.866,1042.285,0,
21/02/1980 9:16:37 PM,0.079,19.667,0.532,0.961,1089.0,998.681,0.000,3.341,3.341,14.877,8.824,21.472,108.334,9.868,1067.528,0,
21/02/1980 9:16:37 PM,0.081,19.666,0.532,0.961,1089.1,998.681,0.000,3.348,3.348,15.100,8.824,21.701,108.309,9.867,1038.907,0,
21/02/1980 9:16:37 PM,0.077,19.666,0.532,0.961,1089.2,998.682,0.000,3.498,3.498,13.479,8.824,21.778,108.347,9.870,1034.684,0,
21/02/1980 9:16:38 PM,0.065,19.666,0.533,0.962,1089.4,998.682,0.000,3.423,3.423,12.304,8.824,21.739,108.313,9.866,1087.047,0,
21/02/1980 9:16:38 PM,0.065,19.665,0.533,0.962,1089.4,998.682,0.000,3.520,3.520,13.746,8.824,21.854,108.279,9.863,1131.809,0,
21/02/1980 9:16:38 PM,0.052,19.666,0.533,0.962,1089.6,998.682,0.000,3.416,3.416,13.018,8.825,21.968,108.246,9.858,1119.422,0,
21/02/1980 9:16:38 PM,0.042,19.668,0.533,0.962,1089.7,998.681,0.000,3.221,3.221,12.795,8.825,22.083,108.292,9.864,1086.859,0,
21/02/1980 9:16:38 PM,0.060,19.672,0.533,0.962,1089.4,998.680,0.000,3.146,3.146,12.290,8.825,22.235,108.310,9.865,1048.760,0,
21/02/1980 9:16:39 PM,0.060,19.672,0.533,0.962,1089.4,998.680,0.000,3.281,3.281,13.612,8.823,22.960,108.358,9.869,1029.992,0,
21/02/1980 9:16:39 PM,0.058,19.673,0.533,0.962,1089.3,998.680,0.000,3.303,3.303,12.468,8.822,23.151,108.313,9.865,1041.347,0,
21/02/1980 9:16:39 PM,0.056,19.673,0.533,0.962,1089.4,998.680,0.000,3.101,3.101,13.389,8.822,22.769,108.240,9.858,1078.695,0,
21/02/1980 9:16:39 PM,0.060,19.674,0.532,0.961,1089.0,998.680,0.000,3.266,3.266,13.330,8.823,22.655,108.302,9.865,1091.082,0,
21/02/1980 9:16:39 PM,0.062,19.675,0.532,0.962,1089.2,998.680,0.000,3.146,3.146,12.988,8.822,23.036,108.282,9.862,1085.921,0,
21/02/1980 9:16:40 PM,0.060,19.676,0.533,0.962,1089.3,998.679,0.000,3.236,3.236,11.799,8.822,23.074,108.298,9.862,1073.440,0,
21/02/1980 9:16:40 PM,0.063,19.675,0.533,0.962,1089.5,998.680,0.000,3.670,3.670,13.181,8.822,23.151,108.309,9.863,1079.727,0,
21/02/1980 9:16:40 PM,0.065,19.674,0.533,0.962,1089.5,998.680,0.000,3.341,3.341,13.270,8.822,23.151,108.286,9.863,1072.689,0,
21/02/1980 9:16:40 PM,0.065,19.676,0.532,0.962,1089.3,998.679,0.000,3.341,3.341,12.007,8.823,22.922,108.246,9.858,1069.874,0,
21/02/1980 9:16:40 PM,0.069,19.676,0.532,0.962,1089.1,998.679,0.000,3.236,3.236,11.992,8.823,23.341,108.201,9.853,1089.487,0,
21/02/1980 9:16:41 PM,0.067,19.674,0.532,0.961,1089.1,998.680,0.000,3.505,3.505,14.029,8.822,23.608,108.219,9.856,1085.358,0,
21/02/1980 9:16:41 PM,0.067,19.673,0.532,0.962,1089.2,998.680,0.000,3.857,3.857,14.207,8.823,23.532,108.291,9.863,1076.818,0,
21/02/1980 9:16:41 PM,0.069,19.673,0.533,0.962,1089.3,998.680,0.000,3.371,3.371,12.706,8.823,23.570,108.217,9.855,1095.680,0,
21/02/1980 9:16:41 PM,0.069,19.674,0.533,0.962,1089.4,998.680,0.000,3.049,3.049,12.379,8.823,23.723,108.157,9.851,1103.469,0,
21/02/1980 9:16:41 PM,0.065,19.674,0.533,0.962,1089.5,998.680,0.000,3.071,3.071,13.612,8.823,23.837,108.168,9.852,1086.296,0,
21/02/1980 9:16:42 PM,0.073,19.672,0.533,0.962,1089.5,998.680,0.000,2.959,2.959,11.918,8.823,23.913,108.240,9.859,1063.587,0,
21/02/1980 9:16:42 PM,0.086,19.672,0.533,0.962,1089.4,998.680,0.000,3.498,3.498,12.067,8.822,23.990,108.171,9.853,1092.677,0,
21/02/1980 9:16:42 PM,0.094,19.672,0.533,0.962,1089.6,998.680,0.000,4.007,4.007,17.110,8.822,24.295,108.270,9.862,1128.524,0,
21/02/1980 9:16:42 PM,0.111,19.671,0.532,0.962,1089.3,998.681,0.000,3.880,3.880,13.657,8.821,24.295,108.225,9.857,1088.455,0,
21/02/1980 9:16:42 PM,0.142,19.671,0.533,0.962,1089.4,998.681,0.000,3.558,3.558,12.438,8.818,23.646,108.181,9.854,960.738,0,
21/02/1980 9:16:43 PM,0.165,19.669,0.532,0.962,1089.3,998.681,0.000,3.371,3.371,13.865,8.817,24.371,108.189,9.854,672.460,0,
21/02/1980 9:16:43 PM,0.184,19.668,0.532,0.961,1089.2,998.682,0.000,3.348,3.348,13.627,8.816,24.562,108.147,9.851,660.355,0,
21/02/1980 9:16:43 PM,0.207,19.664,0.532,0.961,1088.9,998.682,0.000,3.311,3.311,12.542,8.814,24.714,108.226,9.861,754.664,0,
21/02/1980 9:16:43 PM,0.230,19.658,0.532,0.961,1089.0,998.684,0.000,3.535,3.535,12.275,8.813,24.905,108.324,9.871,352.840,0,
21/02/1980 9:16:43 PM,0.260,19.648,0.532,0.961,1089.3,998.686,0.000,3.401,3.401,11.992,8.811,25.134,108.326,9.871,213.393,0,
21/02/1980 9:16:44 PM,0.296,19.645,0.533,0.961,1089.5,998.687,0.000,3.371,3.371,14.311,8.809,25.515,108.293,9.868,427.818,0,
21/02/1980 9:16:44 PM,0.348,19.650,0.532,0.961,1089.2,998.686,0.000,3.168,3.168,12.661,8.808,25.744,108.235,9.863,420.030,0,
21/02/1980 9:16:44 PM,0.396,19.643,0.532,0.961,1089.2,998.688,0.000,3.378,3.378,12.215,8.805,26.774,108.259,9.865,603.394,0,
21/02/1980 9:16:44 PM,0.434,19.647,0.532,0.961,1089.1,998.687,0.000,3.468,3.468,13.731,8.801,27.384,108.171,9.856,555.910,0,
21/02/1980 9:16:44 PM,0.474,19.651,0.532,0.961,1089.3,998.686,0.000,3.423,3.423,14.073,8.797,27.537,108.312,9.867,504.767,0,
21/02/1980 9:16:45 PM,0.548,19.664,0.533,0.962,1089.8,998.684,0.000,3.520,3.520,13.092,8.791,28.185,108.340,9.869,437.484,0,
21/02/1980 9:16:45 PM,0.598,19.670,0.533,0.962,1089.5,998.683,0.000,3.460,3.460,12.631,8.788,28.261,108.374,9.872,441.801,0,
21/02/1980 9:16:45 PM,0.648,19.671,0.532,0.962,1089.3,998.683,0.000,3.318,3.318,12.527,8.784,28.833,108.323,9.867,398.822,0,
21/02/1980 9:16:45 PM,0.693,19.669,0.533,0.962,1089.6,998.684,0.000,3.341,3.341,12.616,8.780,29.062,108.394,9.872,354.623,0,
21/02/1980 9:16:46 PM,0.728,19.657,0.533,0.962,1089.7,998.686,0.000,3.483,3.483,14.579,8.777,29.024,108.309,9.867,497.260,0,
21/02/1980 9:16:46 PM,0.751,19.639,0.533,0.961,1090.0,998.690,0.000,3.431,3.431,11.903,8.775,29.062,108.336,9.874,394.880,0,
21/02/1980 9:16:46 PM,0.783,19.632,0.533,0.961,1089.9,998.692,0.000,3.483,3.483,13.152,8.773,29.177,108.376,9.880,366.447,0,
21/02/1980 9:16:46 PM,0.825,19.629,0.533,0.961,1089.6,998.692,0.000,3.520,3.520,13.523,8.771,29.253,108.372,9.879,291.750,0,
21/02/1980 9:16:46 PM,0.869,19.629,0.533,0.961,1089.6,998.693,0.000,3.610,3.610,13.598,8.771,29.253,108.343,9.877,382.400,0,
21/02/1980 9:16:47 PM,0.913,19.630,0.533,0.961,1090.0,998.693,0.000,3.730,3.730,13.256,8.769,29.291,108.391,9.882,303.386,0,
21/02/1980 9:16:47 PM,0.959,19.634,0.533,0.961,1089.5,998.692,0.000,3.827,3.827,13.107,8.769,29.367,108.372,9.878,239.105,0,
21/02/1980 9:16:47 PM,1.022,19.631,0.533,0.961,1089.5,998.693,0.000,4.247,4.247,16.366,8.768,29.482,108.329,9.873,271.386,0,
21/02/1980 9:16:47 PM,1.094,19.621,0.533,0.961,1089.5,998.695,0.000,3.850,3.850,14.088,8.767,29.634,108.322,9.875,281.333,0,
21/02/1980 9:16:47 PM,1.154,19.619,0.532,0.960,1089.4,998.696,0.000,3.850,3.850,14.014,8.766,29.673,108.374,9.881,210.390,0,
21/02/1980 9:16:48 PM,1.199,19.612,0.533,0.960,1089.6,998.698,0.000,4.052,4.052,13.702,8.765,30.016,108.341,9.878,194.062,0,
21/02/1980 9:16:48 PM,1.236,19.606,0.533,0.961,1089.9,998.699,0.000,3.745,3.745,12.914,8.761,30.588,108.289,9.874,182.238,0,
21/02/1980 9:16:48 PM,1.253,19.607,0.533,0.960,1089.6,998.699,0.000,3.588,3.588,12.423,8.760,30.512,108.348,9.880,166.567,0,
21/02/1980 9:16:48 PM,1.281,19.613,0.532,0.960,1089.5,998.698,0.000,3.910,3.910,13.598,8.759,30.626,108.389,9.882,190.590,0,
