// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:1980/02/21 21:09:47
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=y Prifile 2

PreHeat=1000
Interval=200
SampleCnt=459

StartTime=1980/02/21 21:09:47
EndTime=1980/02/21 21:11:20

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.076
StartDepthA=0.0114188996909664
StartDepthB=0.0113808273716409

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [µS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [µg/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [µmol/(m2*s)],Mark,
21/02/1980 9:09:47 PM,0.012,19.027,0.042,0.072,83.4,998.434,0.000,0.000,0.000,0.000,7.953,89.743,100.762,9.420,1026.801,0,
21/02/1980 9:09:47 PM,0.010,19.350,0.535,0.959,1095.5,998.747,0.000,0.000,0.000,34.749,8.128,60.452,101.846,9.374,1094.554,0,
21/02/1980 9:09:47 PM,0.008,19.574,0.533,0.960,1089.8,998.700,0.000,2.959,2.959,17.393,8.247,38.750,102.582,9.374,1094.554,0,
21/02/1980 9:09:48 PM,0.010,19.635,0.532,0.959,1087.9,998.687,0.000,3.745,3.745,14.966,8.341,36.156,103.125,9.405,1143.445,0,
21/02/1980 9:09:48 PM,0.010,19.649,0.532,0.960,1087.8,998.684,0.000,4.397,4.397,14.192,8.418,35.661,103.709,9.456,1172.536,0,
21/02/1980 9:09:48 PM,0.010,19.645,0.532,0.960,1087.6,998.685,0.000,4.007,4.007,13.419,8.481,35.432,104.266,9.505,1152.548,0,
21/02/1980 9:09:48 PM,0.017,19.644,0.532,0.960,1087.9,998.685,0.000,3.970,3.970,12.929,8.535,34.669,104.742,9.548,1144.477,0,
21/02/1980 9:09:48 PM,0.023,19.650,0.532,0.960,1088.0,998.684,0.000,3.880,3.880,12.929,8.583,34.402,105.038,9.573,1185.204,0,
21/02/1980 9:09:49 PM,0.029,19.655,0.531,0.959,1087.1,998.683,0.000,3.700,3.700,13.434,8.641,34.364,105.503,9.616,1189.896,0,
21/02/1980 9:09:49 PM,0.035,19.655,0.531,0.959,1087.2,998.683,0.000,3.940,3.940,22.422,8.673,34.249,105.890,9.651,1159.210,0,
21/02/1980 9:09:49 PM,0.038,19.651,0.532,0.960,1087.7,998.684,0.000,3.655,3.655,14.639,8.700,34.364,106.055,9.665,1141.193,0,
21/02/1980 9:09:49 PM,0.038,19.652,0.531,0.959,1087.0,998.683,0.000,3.625,3.625,14.237,8.722,34.631,106.186,9.677,1141.287,0,
21/02/1980 9:09:49 PM,0.040,19.654,0.531,0.959,1087.1,998.683,0.000,3.408,3.408,12.408,8.742,34.478,106.466,9.702,1141.193,0,
21/02/1980 9:09:50 PM,0.038,19.657,0.531,0.959,1087.1,998.682,0.000,3.475,3.475,12.542,8.759,34.936,106.603,9.713,1149.169,0,
21/02/1980 9:09:50 PM,0.040,19.656,0.532,0.960,1087.6,998.683,0.000,3.505,3.505,14.430,8.771,35.355,106.806,9.732,1170.846,0,
21/02/1980 9:09:50 PM,0.038,19.652,0.531,0.959,1087.3,998.683,0.000,3.588,3.588,13.806,8.782,35.470,106.813,9.732,1177.978,0,
21/02/1980 9:09:50 PM,0.038,19.654,0.532,0.960,1087.5,998.683,0.000,3.783,3.783,15.174,8.792,35.432,106.956,9.745,1190.553,0,
21/02/1980 9:09:50 PM,0.042,19.651,0.531,0.959,1087.4,998.684,0.000,3.730,3.730,13.925,8.800,35.584,107.143,9.761,1152.172,0,
21/02/1980 9:09:51 PM,0.044,19.647,0.532,0.960,1087.8,998.685,0.000,3.723,3.723,15.844,8.808,35.432,107.241,9.771,1175.914,0,
21/02/1980 9:09:51 PM,0.059,19.647,0.532,0.960,1087.7,998.685,0.000,3.610,3.610,12.929,8.815,34.745,107.492,9.793,1171.409,0,
21/02/1980 9:09:51 PM,0.080,19.652,0.532,0.960,1088.2,998.684,0.000,3.595,3.595,11.190,8.821,34.326,107.474,9.792,1141.474,0,
21/02/1980 9:09:51 PM,0.105,19.653,0.532,0.960,1088.1,998.684,0.000,3.468,3.468,13.211,8.825,34.554,107.369,9.781,1158.929,0,
21/02/1980 9:09:51 PM,0.134,19.653,0.532,0.960,1088.2,998.684,0.000,3.236,3.236,14.386,8.830,34.364,107.404,9.785,1182.389,0,
21/02/1980 9:09:52 PM,0.172,19.657,0.532,0.960,1088.0,998.683,0.000,4.329,4.329,14.163,8.835,34.631,107.613,9.804,1175.069,0,
