// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:2024/05/01 14:32:47
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=stop 5

PreHeat=1000
Interval=200
SampleCnt=268

StartTime=2024/05/01 14:32:47
EndTime=2024/05/01 14:33:41

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.188
StartDepthA=-0.0968611007328195
StartDepthB=-0.0995364944564218

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [µS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [µg/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [µmol/(m2*s)],Mark,
1/05/2024 2:32:47 PM,0.000,19.202,36.726,49.172,56361.3,1026.288,26.289,435.840,435.840,127.634,8.177,241.769,103.418,7.658,225.498,0,
1/05/2024 2:32:47 PM,0.000,19.242,36.708,49.192,56328.1,1026.264,26.264,129.341,129.341,31.802,8.178,241.731,103.459,7.662,225.968,0,
1/05/2024 2:32:47 PM,0.000,19.251,36.684,49.173,56293.4,1026.244,26.244,37.908,37.908,9.365,8.177,241.731,103.388,7.658,230.472,0,
1/05/2024 2:32:48 PM,0.000,19.250,36.688,49.177,56299.0,1026.247,26.247,12.943,12.943,3.722,8.178,241.769,103.382,7.657,227.094,0,
1/05/2024 2:32:48 PM,0.000,19.248,36.688,49.175,56299.4,1026.247,26.248,5.910,5.910,2.126,8.178,241.769,103.423,7.661,230.003,0,
1/05/2024 2:32:48 PM,0.000,19.248,36.689,49.176,56301.4,1026.249,26.249,3.610,3.610,1.506,8.178,241.769,103.386,7.658,231.035,0,
1/05/2024 2:32:48 PM,0.009,19.248,36.682,49.168,56291.5,1026.243,26.243,3.191,3.191,1.343,8.177,241.769,103.334,7.654,227.938,0,
1/05/2024 2:32:48 PM,0.020,19.251,36.692,49.183,56304.3,1026.250,26.250,2.786,2.786,1.240,8.178,241.769,103.365,7.657,231.504,0,
1/05/2024 2:32:49 PM,0.030,19.255,36.689,49.184,56299.5,1026.247,26.247,2.524,2.524,1.240,8.177,241.807,103.339,7.655,231.786,0,
1/05/2024 2:32:49 PM,0.074,19.258,36.669,49.163,56271.5,1026.231,26.230,2.299,2.299,1.107,8.178,241.807,103.367,7.658,233.756,0,
1/05/2024 2:32:49 PM,0.108,19.251,36.665,49.151,56267.6,1026.230,26.229,2.217,2.217,1.048,8.178,241.807,103.315,7.654,190.402,0,
1/05/2024 2:32:49 PM,0.126,19.242,36.683,49.164,56295.0,1026.246,26.246,2.180,2.180,0.989,8.178,241.807,103.320,7.654,160.655,0,
1/05/2024 2:32:49 PM,0.167,19.241,36.677,49.155,56286.8,1026.242,26.241,2.210,2.210,1.004,8.178,241.845,103.363,7.658,148.925,0,
1/05/2024 2:32:50 PM,0.262,19.239,36.666,49.141,56272.3,1026.235,26.233,2.007,2.007,0.930,8.178,241.845,103.291,7.654,138.790,0,
1/05/2024 2:32:50 PM,0.346,19.238,36.668,49.141,56274.3,1026.236,26.235,1.790,1.790,0.797,8.178,241.845,103.285,7.653,139.353,0,
1/05/2024 2:32:50 PM,0.435,19.234,36.673,49.144,56283.1,1026.242,26.240,1.910,1.910,0.871,8.178,241.884,103.322,7.656,129.500,0,
1/05/2024 2:32:50 PM,0.516,19.234,36.670,49.140,56279.1,1026.240,26.238,1.805,1.805,0.841,8.178,241.884,103.305,7.655,129.031,0,
1/05/2024 2:32:50 PM,0.613,19.235,36.671,49.142,56279.2,1026.240,26.238,1.932,1.932,0.900,8.178,241.884,103.368,7.659,115.705,0,
