-14.5,-14,-13.5,-13,-12.5,-12,-11.5,-11,-10.5,-10,-9.5,-9,-8.5,-8,-7.5,-7,-6.5,-6,-5.5,-5,-4.5,-4,-3.5,-3,-2.5,-2,-1.5,-1,-0.5,0,0.5,1,1.5,2,2.9
2000,13427,19942,27315,35557,54024,65496,77549,90308,103928,111962,119997,127971,135913,143079,150279,157578,164983,172402,179995,187685,195552,204431,213626,223178,233426,248473,264150,280412,300984,393251,519293,571886,613093,650000
