time,temp,salt
2009-12-31 25:00:00,   24.515688,    0.859588
2010-01-01 25:00:00,   24.679085,    0.875187
2010-01-02 25:00:00,   25.173765,    0.876771
2010-01-03 25:00:00,   26.348281,    0.880101
2010-01-04 25:00:00,   26.047935,    0.883072
2010-01-05 25:00:00,   27.226590,    0.884420
2010-01-06 25:00:00,   27.884842,    0.888129
2010-01-07 25:00:00,   27.302017,    0.889943
2010-01-08 25:00:00,   27.395404,    0.892414
2010-01-09 25:00:00,   27.203807,    0.894415
2010-01-10 25:00:00,   26.012606,    0.895776
2010-01-11 25:00:00,   25.522373,    0.897868
2010-01-12 25:00:00,   25.469200,    0.899938
2010-01-13 25:00:00,   26.362889,    0.902253
2010-01-14 25:00:00,   26.523525,    0.904932
2010-01-15 25:00:00,   25.978382,    0.907390
2010-01-16 25:00:00,   26.737476,    0.910259
2010-01-17 25:00:00,   26.761007,    0.910017
2010-01-18 25:00:00,   28.156793,    0.915898
2010-01-19 25:00:00,   28.716531,    0.917346
2010-01-20 25:00:00,   28.040718,    0.920247
2010-01-21 25:00:00,   27.019283,    0.922895
2010-01-22 25:00:00,   27.216277,    0.924548
2010-01-23 25:00:00,   27.342501,    0.926693
2010-01-24 25:00:00,   28.123568,    0.929669
2010-01-25 25:00:00,   27.875386,    0.931687
2010-01-26 25:00:00,   27.981279,    0.933920
2010-01-27 25:00:00,   27.997201,    0.936283
2010-01-28 25:00:00,   28.153037,    0.939339
2010-01-29 25:00:00,   28.008139,    0.941956
2010-01-30 25:00:00,   26.754474,    0.943490
2010-01-31 25:00:00,   26.395814,    0.944814
2010-02-01 25:00:00,   26.432467,    0.947154
2010-02-02 25:00:00,   25.165089,    0.948419
2010-02-03 25:00:00,   24.560927,    0.950148
2010-02-04 25:00:00,   24.182847,    0.951776
2010-02-05 25:00:00,   24.495014,    0.952852
2010-02-06 25:00:00,   24.065039,    0.953740
2010-02-07 25:00:00,   25.048631,    0.954874
2010-02-08 25:00:00,   25.402103,    0.956361
2010-02-09 25:00:00,   26.666676,    0.958080
2010-02-10 25:00:00,   25.964903,    0.959860
2010-02-11 25:00:00,   26.673155,    0.961702
2010-02-12 25:00:00,   26.558692,    0.963928
2010-02-13 25:00:00,   26.966500,    0.966035
2010-02-14 25:00:00,   27.255369,    0.967498
2010-02-15 25:00:00,   26.827734,    0.968424
2010-02-16 25:00:00,   26.246494,    0.968262
2010-02-17 25:00:00,   27.240600,    0.970753
2010-02-18 25:00:00,   28.191375,    0.972888
2010-02-19 25:00:00,   26.551664,    0.973528
2010-02-20 25:00:00,   25.965881,    0.975026
2010-02-21 25:00:00,   25.463590,    0.975696
2010-02-22 25:00:00,   25.884007,    0.978143
2010-02-23 25:00:00,   25.519453,    0.979125
2010-02-24 25:00:00,   25.936525,    0.980556
2010-02-25 25:00:00,   26.772235,    0.983014
2010-02-26 25:00:00,   26.953945,    0.986699
2010-02-27 25:00:00,   27.168364,    0.989901
2010-02-28 25:00:00,   26.933751,    0.992414
2010-03-01 25:00:00,   27.097670,    0.994587
2010-03-02 25:00:00,   27.253797,    0.995794
2010-03-03 25:00:00,   26.489569,    0.997977
2010-03-04 25:00:00,   25.127904,    0.997192
2010-03-05 25:00:00,   24.740254,    0.997680
2010-03-06 25:00:00,   24.983627,    0.998537
2010-03-07 25:00:00,   25.252317,    1.000181
2010-03-08 25:00:00,   25.283093,    1.002329
2010-03-09 25:00:00,   25.395817,    1.003911
2010-03-10 25:00:00,   25.381613,    1.006204
2010-03-11 25:00:00,   25.474515,    1.005865
2010-03-12 25:00:00,   26.367633,    1.010651
2010-03-13 25:00:00,   26.018988,    1.011177
2010-03-14 25:00:00,   26.950844,    1.011676
2010-03-15 25:00:00,   26.207370,    1.013025
2010-03-16 25:00:00,   25.039695,    1.013832
2010-03-17 25:00:00,   24.651141,    1.014734
2010-03-18 25:00:00,   24.131837,    1.014395
2010-03-19 25:00:00,   23.426734,    1.012133
2010-03-20 25:00:00,   23.883735,    1.013353
2010-03-21 25:00:00,   24.854083,    1.015622
2010-03-22 25:00:00,   24.806696,    0.943398
2010-03-23 25:00:00,   25.582000,    0.943455
2010-03-24 25:00:00,   25.760858,    0.952383
2010-03-25 25:00:00,   25.202619,    0.953536
2010-03-26 25:00:00,   25.036150,    0.964979
2010-03-27 25:00:00,   24.154544,    0.970802
2010-03-28 25:00:00,   23.796777,    0.978437
2010-03-29 25:00:00,   23.902258,    0.981649
2010-03-30 25:00:00,   23.884342,    0.983177
2010-03-31 25:00:00,   23.585876,    0.984422
2010-04-01 25:00:00,   23.844061,    0.986271
2010-04-02 25:00:00,   23.906428,    0.987847
2010-04-03 25:00:00,   23.026347,    0.988715
2010-04-04 25:00:00,   22.463362,    0.989552
2010-04-05 25:00:00,   22.888777,    0.990278
2010-04-06 25:00:00,   22.289577,    0.990072
2010-04-07 25:00:00,   22.827889,    0.991193
2010-04-08 25:00:00,   22.938294,    0.992250
2010-04-09 25:00:00,   22.580230,    0.993689
2010-04-10 25:00:00,   22.231959,    0.993959
2010-04-11 25:00:00,   22.564800,    0.994233
2010-04-12 25:00:00,   21.212049,    0.993950
2010-04-13 25:00:00,   20.801433,    0.987335
2010-04-14 25:00:00,   20.365442,    0.986524
2010-04-15 25:00:00,   20.803775,    0.981755
2010-04-16 25:00:00,   21.335237,    0.972678
2010-04-17 25:00:00,   21.403126,    0.973581
2010-04-18 25:00:00,   22.018166,    0.974800
2010-04-19 25:00:00,   22.232272,    0.975890
2010-04-20 25:00:00,   22.644372,    0.976994
2010-04-21 25:00:00,   22.195220,    0.978227
2010-04-22 25:00:00,   21.134536,    0.979853
2010-04-23 25:00:00,   20.740692,    0.980928
2010-04-24 25:00:00,   20.594887,    0.982118
2010-04-25 25:00:00,   20.369168,    0.982487
2010-04-26 25:00:00,   20.484248,    0.983417
2010-04-27 25:00:00,   20.517012,    0.983986
2010-04-28 25:00:00,   20.638434,    0.984498
2010-04-29 25:00:00,   20.294128,    0.984685
2010-04-30 25:00:00,   20.349785,    0.985161
2010-05-01 25:00:00,   19.963687,    0.984997
2010-05-02 25:00:00,   20.017998,    0.985084
2010-05-03 25:00:00,   19.688438,    0.985542
2010-05-04 25:00:00,   19.513228,    0.985944
2010-05-05 25:00:00,   19.519779,    0.986353
2010-05-06 25:00:00,   19.381508,    0.986983
2010-05-07 25:00:00,   19.491429,    0.986863
2010-05-08 25:00:00,   19.522158,    0.987451
2010-05-09 25:00:00,   19.004752,    0.987635
2010-05-10 25:00:00,   18.701203,    0.987753
2010-05-11 25:00:00,   18.679212,    0.988307
2010-05-12 25:00:00,   18.867000,    0.988799
2010-05-13 25:00:00,   18.052350,    0.980642
2010-05-14 25:00:00,   17.885764,    0.981645
2010-05-15 25:00:00,   17.867129,    0.982284
2010-05-16 25:00:00,   17.676097,    0.982619
2010-05-17 25:00:00,   17.682120,    0.983688
2010-05-18 25:00:00,   17.378569,    0.983888
2010-05-19 25:00:00,   17.954869,    0.984481
2010-05-20 25:00:00,   18.083811,    0.984247
2010-05-21 25:00:00,   17.562424,    0.984927
2010-05-22 25:00:00,   17.680218,    0.965330
2010-05-23 25:00:00,   17.032967,    0.961461
2010-05-24 25:00:00,   17.258394,    0.954655
2010-05-25 25:00:00,   16.940671,    0.955129
2010-05-26 25:00:00,   16.785603,    0.950365
2010-05-27 25:00:00,   16.561960,    0.962650
2010-05-28 25:00:00,   17.021459,    0.967742
2010-05-29 25:00:00,   16.649761,    0.967984
2010-05-30 25:00:00,   16.904869,    0.968935
2010-05-31 25:00:00,   16.741433,    0.959180
2010-06-01 25:00:00,   16.820947,    0.967580
2010-06-02 25:00:00,   16.704669,    0.968796
2010-06-03 25:00:00,   16.893343,    0.969619
2010-06-04 25:00:00,   16.170013,    0.969956
2010-06-05 25:00:00,   16.265074,    0.972171
2010-06-06 25:00:00,   16.718400,    0.973395
2010-06-07 25:00:00,   16.359210,    0.973515
2010-06-08 25:00:00,   15.853040,    0.974652
2010-06-09 25:00:00,   15.641701,    0.985162
2010-06-10 25:00:00,   15.809294,    0.991808
2010-06-11 25:00:00,   15.331135,    0.992679
2010-06-12 25:00:00,   15.709286,    1.000376
2010-06-13 25:00:00,   15.542037,    1.001240
2010-06-14 25:00:00,   15.852776,    1.012561
2010-06-15 25:00:00,   15.314043,    1.003820
2010-06-16 25:00:00,   15.681233,    1.007232
2010-06-17 25:00:00,   15.444211,    1.006310
2010-06-18 25:00:00,   15.890578,    1.006481
2010-06-19 25:00:00,   16.060009,    1.007227
2010-06-20 25:00:00,   15.943664,    1.007575
2010-06-21 25:00:00,   16.100113,    1.007741
2010-06-22 25:00:00,   15.538607,    1.007250
2010-06-23 25:00:00,   15.403764,    0.996659
2010-06-24 25:00:00,   15.253599,    0.998345
2010-06-25 25:00:00,   15.131764,    0.999883
2010-06-26 25:00:00,   14.932164,    1.001476
2010-06-27 25:00:00,   14.472813,    1.000992
2010-06-28 25:00:00,   14.714572,    1.001586
2010-06-29 25:00:00,   14.368625,    1.001604
2010-06-30 25:00:00,   14.291963,    1.002205
2010-07-01 25:00:00,   14.132961,    1.002543
2010-07-02 25:00:00,   14.059399,    0.997704
2010-07-03 25:00:00,   14.014798,    0.999495
2010-07-04 25:00:00,   13.882431,    0.999764
2010-07-05 25:00:00,   14.015863,    1.001199
2010-07-06 25:00:00,   13.773783,    1.001386
2010-07-07 25:00:00,   13.677853,    1.002335
2010-07-08 25:00:00,   13.340382,    0.995406
2010-07-09 25:00:00,   12.951878,    0.990750
2010-07-10 25:00:00,   12.943416,    0.985705
2010-07-11 25:00:00,   13.045834,    0.979972
2010-07-12 25:00:00,   12.780255,    0.977175
2010-07-13 25:00:00,   13.313032,    0.975952
2010-07-14 25:00:00,   13.511483,    0.975840
2010-07-15 25:00:00,   12.927185,    0.976790
2010-07-16 25:00:00,   12.856726,    0.973929
2010-07-17 25:00:00,   12.981627,    0.973754
2010-07-18 25:00:00,   13.336488,    0.972825
2010-07-19 25:00:00,   13.372234,    0.974197
2010-07-20 25:00:00,   13.447792,    0.974877
2010-07-21 25:00:00,   13.816605,    0.975239
2010-07-22 25:00:00,   13.791934,    0.975611
2010-07-23 25:00:00,   13.883780,    0.976018
2010-07-24 25:00:00,   13.305420,    0.976160
2010-07-25 25:00:00,   13.096062,    0.975332
2010-07-26 25:00:00,   13.602252,    0.974633
2010-07-27 25:00:00,   14.063926,    0.971563
2010-07-28 25:00:00,   14.170220,    0.969519
2010-07-29 25:00:00,   13.769115,    0.967586
2010-07-30 25:00:00,   13.766886,    0.967983
2010-07-31 25:00:00,   14.464593,    0.968013
2010-08-01 25:00:00,   14.991174,    0.969052
2010-08-02 25:00:00,   14.633086,    0.969069
2010-08-03 25:00:00,   15.148396,    0.969740
2010-08-04 25:00:00,   15.179829,    0.969727
2010-08-05 25:00:00,   15.168292,    0.970221
2010-08-06 25:00:00,   15.260768,    0.971224
2010-08-07 25:00:00,   15.367016,    0.971964
2010-08-08 25:00:00,   15.087959,    0.972434
2010-08-09 25:00:00,   14.866518,    0.972615
2010-08-10 25:00:00,   14.273389,    0.972643
2010-08-11 25:00:00,   13.696029,    0.972872
2010-08-12 25:00:00,   13.658767,    0.956825
2010-08-13 25:00:00,   13.734119,    0.948972
2010-08-14 25:00:00,   14.462219,    0.939893
2010-08-15 25:00:00,   14.833074,    0.941168
2010-08-16 25:00:00,   14.223723,    0.940814
2010-08-17 25:00:00,   13.940401,    0.939598
2010-08-18 25:00:00,   13.728342,    0.938738
2010-08-19 25:00:00,   14.460676,    0.940264
2010-08-20 25:00:00,   14.167175,    0.928709
2010-08-21 25:00:00,   14.433403,    0.928978
2010-08-22 25:00:00,   14.716447,    0.927163
2010-08-23 25:00:00,   15.275169,    0.927848
