// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:1980/01/02 23:16:50
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=

PreHeat=1000
Interval=200
SampleCnt=2970

StartTime=1980/01/02 23:16:50
EndTime=1980/01/02 23:26:53

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.063
StartDepthA=14.0692772996746
StartDepthB=14.4317990877733

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [µS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [µg/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [µmol/(m2*s)],Mark,
2/01/1980 11:16:50 PM,14.059,22.855,37.520,54.088,56767.4,1025.950,25.889,2.996,2.996,4.728,7.774,152.827,86.972,6.008,0.000,0,
2/01/1980 11:16:51 PM,14.046,22.855,37.521,54.089,56768.2,1025.950,25.889,2.981,2.981,4.388,7.777,152.979,86.943,6.006,0.000,0,
2/01/1980 11:16:51 PM,14.018,22.855,37.519,54.087,56766.0,1025.949,25.888,2.899,2.899,4.151,7.780,153.132,86.994,6.010,0.000,0,
2/01/1980 11:16:51 PM,13.960,22.855,37.520,54.088,56766.9,1025.949,25.889,2.854,2.854,3.929,7.783,153.322,87.105,6.017,0.000,0,
2/01/1980 11:16:51 PM,13.910,22.854,37.522,54.089,56769.2,1025.951,25.890,2.876,2.876,4.048,7.786,153.513,87.125,6.019,0.000,0,
2/01/1980 11:16:51 PM,13.875,22.854,37.519,54.087,56766.2,1025.949,25.888,2.959,2.959,4.506,7.788,153.666,87.163,6.021,0.000,0,
2/01/1980 11:16:52 PM,13.873,22.855,37.520,54.087,56766.2,1025.949,25.888,3.071,3.071,4.669,7.790,153.780,87.127,6.019,0.000,0,
2/01/1980 11:16:52 PM,13.886,22.856,37.519,54.088,56765.4,1025.948,25.888,3.131,3.131,4.846,7.792,153.933,87.190,6.023,0.000,0,
2/01/1980 11:16:52 PM,13.862,22.856,37.519,54.088,56765.5,1025.948,25.888,3.108,3.108,4.654,7.794,154.085,87.333,6.033,0.000,0,
2/01/1980 11:16:52 PM,13.789,22.856,37.518,54.086,56763.9,1025.947,25.887,2.929,2.929,4.565,7.797,154.238,87.425,6.039,0.000,0,
2/01/1980 11:16:52 PM,13.704,22.856,37.519,54.087,56765.0,1025.947,25.887,3.004,3.004,4.610,7.799,154.352,87.406,6.038,0.000,0,
2/01/1980 11:16:53 PM,13.633,22.855,37.520,54.088,56766.3,1025.948,25.888,2.981,2.981,5.127,7.801,154.505,87.508,6.045,0.000,0,
2/01/1980 11:16:53 PM,13.574,22.854,37.520,54.086,56766.3,1025.947,25.888,2.944,2.944,5.483,7.804,154.695,87.555,6.048,0.000,0,
2/01/1980 11:16:53 PM,13.492,22.854,37.519,54.086,56765.2,1025.946,25.888,2.959,2.959,6.001,7.806,154.848,87.621,6.053,0.000,0,
2/01/1980 11:16:53 PM,13.388,22.854,37.520,54.086,56766.0,1025.947,25.888,2.959,2.959,5.512,7.809,154.962,87.599,6.051,0.000,0,
2/01/1980 11:16:53 PM,13.280,22.855,37.518,54.085,56763.8,1025.945,25.887,2.929,2.929,5.024,7.811,155.115,87.658,6.056,0.000,0,
2/01/1980 11:16:54 PM,13.176,22.855,37.519,54.086,56764.6,1025.945,25.887,2.906,2.906,4.417,7.813,155.268,87.684,6.057,0.000,0,
2/01/1980 11:16:54 PM,13.066,22.854,37.520,54.088,56767.1,1025.946,25.889,2.816,2.816,4.536,7.815,155.382,87.699,6.058,0.000,0,
2/01/1980 11:16:54 PM,12.923,22.854,37.520,54.087,56767.1,1025.945,25.889,2.876,2.876,4.521,7.818,155.611,87.722,6.060,0.000,0,
2/01/1980 11:16:54 PM,12.877,22.855,37.520,54.087,56766.2,1025.945,25.889,2.951,2.951,4.743,7.820,155.725,87.747,6.062,0.000,0,
2/01/1980 11:16:54 PM,12.868,22.854,37.519,54.085,56765.5,1025.944,25.888,3.063,3.063,5.601,7.821,155.840,87.806,6.066,0.000,0,
2/01/1980 11:16:55 PM,12.851,22.855,37.520,54.087,56766.0,1025.944,25.888,3.026,3.026,5.601,7.823,155.992,87.795,6.065,0.000,0,
2/01/1980 11:16:55 PM,12.843,22.855,37.521,54.089,56768.1,1025.945,25.890,3.176,3.176,5.187,7.824,156.107,87.736,6.061,0.000,0,
2/01/1980 11:16:55 PM,12.825,22.854,37.521,54.088,56767.5,1025.945,25.889,3.071,3.071,5.157,7.825,156.221,87.730,6.061,0.000,0,
2/01/1980 11:16:55 PM,12.765,22.854,37.520,54.087,56766.7,1025.944,25.889,3.019,3.019,5.483,7.826,156.335,87.743,6.061,0.000,0,
2/01/1980 11:16:56 PM,12.652,22.854,37.521,54.088,56767.4,1025.944,25.889,2.899,2.899,5.305,7.827,156.450,87.769,6.063,0.000,0,
2/01/1980 11:16:56 PM,12.528,22.854,37.522,54.089,56769.5,1025.945,25.891,2.929,2.929,4.846,7.828,156.564,87.791,6.065,0.000,0,
2/01/1980 11:16:56 PM,12.418,22.853,37.521,54.087,56767.6,1025.944,25.890,2.951,2.951,4.388,7.829,156.679,87.686,6.058,0.000,0,
2/01/1980 11:16:56 PM,12.318,22.853,37.521,54.086,56767.1,1025.943,25.889,2.906,2.906,4.373,7.830,156.793,87.622,6.053,0.094,0,
2/01/1980 11:16:56 PM,12.238,22.854,37.520,54.086,56766.1,1025.942,25.889,2.891,2.891,4.669,7.831,156.908,87.566,6.049,0.094,0,
2/01/1980 11:16:57 PM,12.186,22.854,37.518,54.084,56764.0,1025.941,25.888,2.876,2.876,5.364,7.831,156.984,87.571,6.049,0.094,0,
2/01/1980 11:16:57 PM,12.165,22.854,37.518,54.083,56763.9,1025.940,25.888,3.191,3.191,9.484,7.831,157.136,87.566,6.049,0.094,0,
2/01/1980 11:16:57 PM,12.122,22.854,37.517,54.082,56762.7,1025.940,25.887,3.146,3.146,6.845,7.832,157.213,87.487,6.044,0.094,0,
2/01/1980 11:16:57 PM,12.018,22.854,37.527,54.095,56775.7,1025.947,25.894,2.981,2.981,6.104,7.833,157.327,87.498,6.044,0.188,0,
2/01/1980 11:16:57 PM,11.851,22.858,37.521,54.092,56767.3,1025.940,25.889,2.996,2.996,5.719,7.833,157.403,87.541,6.047,0.188,0,
2/01/1980 11:16:58 PM,11.775,22.862,37.518,54.092,56762.4,1025.936,25.885,3.004,3.004,5.645,7.834,157.480,87.542,6.047,0.282,0,
2/01/1980 11:16:58 PM,11.766,22.863,37.514,54.089,56756.9,1025.933,25.882,3.131,3.131,5.231,7.835,157.556,87.668,6.055,0.282,0,
2/01/1980 11:16:58 PM,11.758,22.864,37.514,54.089,56755.7,1025.932,25.881,3.093,3.093,5.142,7.836,157.632,87.717,6.059,0.282,0,
2/01/1980 11:16:58 PM,11.762,22.864,37.514,54.089,56756.1,1025.932,25.881,3.266,3.266,5.719,7.837,157.747,87.805,6.065,0.282,0,
2/01/1980 11:16:58 PM,11.764,22.865,37.513,54.089,56755.1,1025.932,25.881,3.146,3.146,7.260,7.837,157.861,87.974,6.077,0.282,0,
2/01/1980 11:16:59 PM,11.766,22.865,37.514,54.090,56756.0,1025.932,25.881,3.371,3.371,6.712,7.838,157.899,88.041,6.081,0.282,0,
2/01/1980 11:16:59 PM,11.764,22.864,37.513,54.088,56755.0,1025.932,25.881,3.236,3.236,9.113,7.839,157.976,88.118,6.087,0.282,0,
2/01/1980 11:16:59 PM,11.762,22.864,37.513,54.088,56754.8,1025.932,25.880,3.191,3.191,6.223,7.839,158.052,88.200,6.092,0.375,0,
2/01/1980 11:16:59 PM,11.762,22.864,37.513,54.088,56755.0,1025.932,25.881,3.146,3.146,5.645,7.840,158.128,88.248,6.096,0.282,0,
2/01/1980 11:16:59 PM,11.762,22.863,37.513,54.087,56754.7,1025.932,25.881,3.116,3.116,4.965,7.840,158.204,88.297,6.099,0.282,0,
2/01/1980 11:17:00 PM,11.767,22.863,37.512,54.085,56754.0,1025.931,25.880,3.056,3.056,4.758,7.841,158.319,88.285,6.098,0.282,0,
2/01/1980 11:17:00 PM,11.773,22.861,37.514,54.086,56756.6,1025.933,25.882,3.153,3.153,4.550,7.841,158.395,88.397,6.106,0.282,0,
2/01/1980 11:17:00 PM,11.780,22.859,37.516,54.086,56759.0,1025.935,25.884,3.086,3.086,4.299,7.841,158.471,88.506,6.114,0.282,0,
2/01/1980 11:17:00 PM,11.784,22.858,37.517,54.086,56760.7,1025.936,25.885,2.966,2.966,5.053,7.842,158.586,88.533,6.116,0.282,0,
2/01/1980 11:17:00 PM,11.786,22.858,37.518,54.087,56762.1,1025.937,25.886,2.861,2.861,4.062,7.842,158.662,88.462,6.111,0.282,0,
2/01/1980 11:17:01 PM,11.788,22.858,37.518,54.088,56763.0,1025.938,25.886,2.906,2.906,4.284,7.842,158.776,88.411,6.107,0.282,0,
