// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:1980/01/04 21:20:24
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=

PreHeat=1000
Interval=200
SampleCnt=409

StartTime=1980/01/04 21:20:24
EndTime=1980/01/04 21:21:46

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.032
StartDepthA=0.0833188965125469
StartDepthB=0.0806216916501427

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [�S/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [�g/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [�mol/(m2*s)],Mark,
4/01/1980 9:20:51 PM,5.668,22.528,0.534,1.026,1085.2,998.082,0.000,3.131,3.131,4.965,8.843,-34.822,83.528,7.190,8.633,0,
4/01/1980 9:20:51 PM,5.723,22.528,0.534,1.026,1085.4,998.082,0.000,3.086,3.086,4.684,8.843,-34.746,83.293,7.170,8.164,0,
4/01/1980 9:20:51 PM,5.766,22.527,0.534,1.026,1085.5,998.083,0.000,3.063,3.063,3.796,8.842,-34.631,83.292,7.170,7.883,0,
4/01/1980 9:20:51 PM,5.783,22.527,0.534,1.026,1085.4,998.083,0.000,3.356,3.356,4.447,8.841,-34.555,83.276,7.169,7.695,0,
4/01/1980 9:20:52 PM,5.804,22.525,0.534,1.026,1085.5,998.083,0.000,3.161,3.161,4.210,8.841,-34.479,83.374,7.177,7.601,0,
4/01/1980 9:20:52 PM,5.830,22.524,0.534,1.026,1085.5,998.084,0.000,3.034,3.034,4.536,8.840,-34.403,83.264,7.168,7.507,0,
4/01/1980 9:20:52 PM,5.855,22.520,0.534,1.026,1085.6,998.085,0.000,2.951,2.951,4.358,8.840,-34.326,83.147,7.158,7.413,0,
4/01/1980 9:20:52 PM,5.897,22.518,0.534,1.026,1085.3,998.085,0.000,3.078,3.078,5.779,8.839,-34.288,83.079,7.153,7.226,0,
4/01/1980 9:20:52 PM,5.968,22.506,0.534,1.026,1085.4,998.089,0.000,3.093,3.093,5.187,8.839,-34.212,83.062,7.153,6.944,0,
4/01/1980 9:20:53 PM,6.054,22.497,0.534,1.026,1085.4,998.091,0.000,3.101,3.101,5.083,8.839,-34.098,82.976,7.147,6.756,0,
4/01/1980 9:20:53 PM,6.132,22.494,0.534,1.026,1085.6,998.092,0.000,3.086,3.086,4.772,8.839,-34.021,82.909,7.142,6.381,0,
4/01/1980 9:20:53 PM,6.193,22.492,0.535,1.026,1085.8,998.093,0.000,3.093,3.093,4.595,8.839,-33.945,82.962,7.146,6.100,0,
4/01/1980 9:20:53 PM,6.232,22.492,0.535,1.026,1086.0,998.093,0.000,3.371,3.371,5.705,8.839,-33.869,83.086,7.157,5.912,0,
4/01/1980 9:20:53 PM,6.260,22.493,0.534,1.026,1085.7,998.093,0.000,3.281,3.281,4.580,8.839,-33.792,83.087,7.157,5.818,0,
4/01/1980 9:20:54 PM,6.281,22.493,0.535,1.026,1086.0,998.093,0.000,3.138,3.138,4.639,8.839,-33.716,83.183,7.165,5.724,0,
4/01/1980 9:20:54 PM,6.302,22.494,0.535,1.026,1086.0,998.093,0.000,3.019,3.019,4.935,8.838,-33.640,83.254,7.171,5.630,0,
4/01/1980 9:20:54 PM,6.342,22.494,0.535,1.026,1085.9,998.093,0.000,2.936,2.936,4.758,8.838,-33.564,83.359,7.180,5.537,0,
4/01/1980 9:20:54 PM,6.404,22.492,0.535,1.026,1085.8,998.094,0.000,3.206,3.206,5.793,8.838,-33.487,83.393,7.183,5.349,0,
4/01/1980 9:20:54 PM,6.507,22.490,0.535,1.026,1085.9,998.095,0.000,3.266,3.266,5.039,8.838,-33.335,83.349,7.181,4.974,0,
4/01/1980 9:20:55 PM,6.587,22.488,0.535,1.026,1085.9,998.096,0.000,3.371,3.371,5.216,8.838,-33.220,83.283,7.175,4.692,0,
4/01/1980 9:20:55 PM,6.654,22.488,0.534,1.026,1085.6,998.096,0.000,3.176,3.176,5.201,8.838,-33.106,83.164,7.165,4.504,0,
4/01/1980 9:20:55 PM,6.703,22.487,0.535,1.026,1085.9,998.096,0.000,3.408,3.408,5.275,8.838,-33.068,83.029,7.153,4.317,0,
4/01/1980 9:20:55 PM,6.734,22.486,0.535,1.026,1086.0,998.097,0.000,3.258,3.258,4.935,8.838,-32.991,83.017,7.151,4.223,0,
4/01/1980 9:20:55 PM,6.753,22.485,0.535,1.026,1086.2,998.097,0.000,3.281,3.281,5.261,8.839,-32.915,83.127,7.161,4.129,0,
4/01/1980 9:20:56 PM,6.772,22.482,0.535,1.026,1086.2,998.098,0.000,3.191,3.191,6.149,8.840,-32.839,83.299,7.176,4.129,0,
4/01/1980 9:20:56 PM,6.786,22.484,0.535,1.026,1086.3,998.097,0.000,3.108,3.108,5.497,8.840,-32.801,83.458,7.190,4.035,0,
4/01/1980 9:20:56 PM,6.808,22.485,0.535,1.026,1086.0,998.097,0.000,3.101,3.101,5.068,8.841,-32.724,83.632,7.205,4.035,0,
4/01/1980 9:20:56 PM,6.841,22.485,0.534,1.025,1085.5,998.097,0.000,3.168,3.168,5.483,8.842,-32.686,83.935,7.232,3.941,0,
4/01/1980 9:20:56 PM,6.887,22.483,0.534,1.026,1085.7,998.098,0.000,3.101,3.101,5.882,8.843,-32.610,84.149,7.250,3.754,0,
4/01/1980 9:20:57 PM,6.948,22.482,0.535,1.026,1085.8,998.099,0.000,3.198,3.198,5.527,8.844,-32.534,84.432,7.275,3.660,0,
4/01/1980 9:20:57 PM,7.011,22.482,0.534,1.026,1085.7,998.099,0.000,3.221,3.221,6.090,8.845,-32.457,84.839,7.310,3.472,0,
4/01/1980 9:20:57 PM,7.068,22.482,0.535,1.026,1085.9,998.099,0.000,3.475,3.475,6.134,8.847,-32.381,85.577,7.373,3.284,0,
4/01/1980 9:20:57 PM,7.122,22.484,0.535,1.026,1086.0,998.099,0.000,3.281,3.281,5.379,8.848,-32.343,86.305,7.437,3.191,0,
4/01/1980 9:20:57 PM,7.175,22.486,0.535,1.026,1085.9,998.099,0.000,3.191,3.191,5.453,8.851,-32.267,87.294,7.521,3.003,0,
4/01/1980 9:20:58 PM,7.192,22.487,0.535,1.026,1086.1,998.099,0.000,3.341,3.341,5.660,8.852,-32.191,87.935,7.576,3.003,0,
4/01/1980 9:20:58 PM,7.206,22.487,0.535,1.026,1086.1,998.099,0.000,3.183,3.183,5.320,8.853,-32.114,88.523,7.626,2.909,0,
4/01/1980 9:20:58 PM,7.223,22.488,0.535,1.026,1085.9,998.098,0.000,3.123,3.123,5.261,8.853,-32.038,88.920,7.660,2.909,0,
4/01/1980 9:20:58 PM,7.248,22.488,0.535,1.026,1086.1,998.099,0.000,3.146,3.146,6.045,8.854,-32.000,89.318,7.695,2.909,0,
4/01/1980 9:20:59 PM,7.286,22.486,0.535,1.026,1086.2,998.099,0.000,3.243,3.243,5.409,8.855,-31.962,89.664,7.725,2.815,0,
4/01/1980 9:20:59 PM,7.347,22.486,0.534,1.026,1085.8,998.099,0.000,3.318,3.318,5.275,8.856,-31.885,89.573,7.717,2.721,0,
4/01/1980 9:20:59 PM,7.420,22.484,0.534,1.025,1085.1,998.100,0.000,3.513,3.513,5.527,8.857,-31.809,89.805,7.737,2.628,0,
4/01/1980 9:20:59 PM,7.494,22.487,0.535,1.026,1086.2,998.100,0.000,3.356,3.356,5.527,8.857,-31.733,89.869,7.744,2.440,0,
4/01/1980 9:20:59 PM,7.565,22.478,0.534,1.025,1085.7,998.102,0.000,3.288,3.288,5.734,8.858,-31.657,89.896,7.747,2.252,0,
4/01/1980 9:21:00 PM,7.624,22.462,0.535,1.025,1086.0,998.106,0.000,3.258,3.258,5.586,8.858,-31.542,90.074,7.763,2.158,0,
4/01/1980 9:21:00 PM,7.660,22.458,0.535,1.025,1086.0,998.107,0.000,3.243,3.243,6.682,8.859,-31.466,90.124,7.767,2.064,0,
4/01/1980 9:21:00 PM,7.681,22.456,0.535,1.025,1086.2,998.108,0.000,3.176,3.176,6.134,8.860,-31.390,90.330,7.786,2.064,0,
4/01/1980 9:21:00 PM,7.702,22.456,0.535,1.025,1086.2,998.108,0.000,3.206,3.206,7.097,8.861,-31.313,90.595,7.809,1.971,0,
4/01/1980 9:21:00 PM,7.721,22.458,0.535,1.026,1086.4,998.108,0.000,3.483,3.483,6.475,8.862,-31.237,90.782,7.825,1.971,0,
4/01/1980 9:21:01 PM,7.746,22.460,0.535,1.025,1086.0,998.107,0.000,3.363,3.363,6.786,8.862,-31.199,90.938,7.838,1.877,0,
4/01/1980 9:21:01 PM,7.819,22.457,0.535,1.025,1086.2,998.108,0.000,3.333,3.333,6.371,8.864,-31.123,91.278,7.868,1.877,0,
4/01/1980 9:21:01 PM,7.888,22.458,0.535,1.025,1086.2,998.108,0.000,3.168,3.168,5.201,8.865,-31.008,91.491,7.886,1.783,0,
4/01/1980 9:21:01 PM,7.951,22.463,0.534,1.025,1085.5,998.107,0.000,3.153,3.153,5.705,8.866,-30.970,91.755,7.909,1.689,0,
4/01/1980 9:21:01 PM,8.006,22.463,0.535,1.026,1086.4,998.108,0.000,3.416,3.416,6.993,8.866,-30.894,92.092,7.937,1.595,0,
4/01/1980 9:21:02 PM,8.061,22.461,0.535,1.025,1086.0,998.109,0.000,3.633,3.633,6.904,8.867,-30.779,92.320,7.957,1.501,0,
4/01/1980 9:21:02 PM,8.109,22.454,0.535,1.025,1086.1,998.110,0.000,3.827,3.827,11.027,8.868,-30.703,92.590,7.982,1.501,0,
