// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:1980/01/04 21:18:31
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=profile 9

PreHeat=1000
Interval=200
SampleCnt=198

StartTime=1980/01/04 21:18:31
EndTime=1980/01/04 21:19:11

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.032
StartDepthA=0.0107789047764377
StartDepthB=0.00831938311715271

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [�S/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [�g/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [�mol/(m2*s)],Mark,
4/01/1980 9:18:35 PM,0.013,20.900,0.028,0.045,49.5,998.037,0.000,0.000,0.000,615.244,8.624,-3.929,98.409,8.672,1703.578,0,
4/01/1980 9:18:35 PM,0.011,20.904,0.028,0.045,49.6,998.036,0.000,0.412,0.412,603.410,8.626,-3.891,98.292,8.662,1694.757,0,
4/01/1980 9:18:35 PM,0.000,20.925,0.028,0.045,49.4,998.032,0.000,22.695,22.695,427.124,8.629,-3.852,98.300,8.662,1534.103,0,
4/01/1980 9:18:36 PM,0.023,20.927,0.029,0.046,50.3,998.032,0.000,329.846,329.846,157.880,8.632,-3.776,98.308,8.665,1322.117,0,
4/01/1980 9:18:36 PM,0.027,20.872,0.029,0.046,50.5,998.044,0.000,100.676,100.676,70.031,8.621,-3.662,98.231,8.661,1299.877,0,
4/01/1980 9:18:36 PM,0.011,20.792,0.028,0.045,49.4,998.060,0.000,47.855,47.855,66.108,8.616,-3.624,97.972,8.642,1669.702,0,
4/01/1980 9:18:36 PM,0.018,20.732,0.028,0.045,49.9,998.073,0.000,56.229,56.229,125.862,8.612,-3.586,97.947,8.644,1817.219,0,
4/01/1980 9:18:37 PM,0.000,20.707,0.028,0.045,49.7,998.079,0.000,58.139,58.139,68.958,8.602,-3.471,98.030,8.657,1662.476,0,
4/01/1980 9:18:37 PM,0.013,20.649,0.028,0.045,49.6,998.091,0.000,27.272,27.272,19.720,8.595,-3.395,98.067,8.664,1515.241,0,
4/01/1980 9:18:37 PM,0.013,20.621,0.028,0.045,49.9,998.097,0.000,161.564,161.564,34.192,8.590,-3.395,98.048,8.662,1548.835,0,
4/01/1980 9:18:37 PM,0.000,20.615,0.028,0.045,49.7,998.098,0.000,294.222,294.222,21.197,8.597,-3.319,98.102,8.668,1619.591,0,
4/01/1980 9:18:37 PM,0.000,20.650,0.028,0.045,49.6,998.091,0.000,451.861,451.861,32.478,8.604,-3.280,98.187,8.676,1670.171,0,
4/01/1980 9:18:38 PM,0.000,20.667,0.028,0.045,49.7,998.087,0.000,352.549,352.549,33.395,8.611,-3.166,98.238,8.680,1669.233,0,
4/01/1980 9:18:38 PM,0.000,20.668,0.028,0.045,49.7,998.087,0.000,485.837,485.837,29.385,8.617,-3.128,98.130,8.671,1618.184,0,
4/01/1980 9:18:38 PM,0.000,20.673,0.028,0.045,49.5,998.086,0.000,234.144,234.144,23.902,8.611,-3.052,98.329,8.690,1551.838,0,
4/01/1980 9:18:38 PM,0.000,20.655,0.028,0.045,49.7,998.090,0.000,182.491,182.491,17.036,8.598,-2.975,98.284,8.688,1613.304,0,
4/01/1980 9:18:38 PM,0.000,20.661,0.028,0.045,49.5,998.088,0.000,285.361,285.361,21.601,8.599,-2.899,98.206,8.685,1665.761,0,
4/01/1980 9:18:39 PM,0.000,20.609,0.028,0.045,49.5,998.099,0.000,284.965,284.965,54.661,8.594,-2.785,98.322,8.697,1664.916,0,
4/01/1980 9:18:39 PM,0.000,20.528,0.028,0.045,49.7,998.117,0.000,155.107,155.107,30.886,8.583,-2.670,98.242,8.692,1639.391,0,
4/01/1980 9:18:39 PM,0.000,20.460,0.028,0.045,49.8,998.131,0.000,115.948,115.948,19.227,8.576,-2.556,98.097,8.679,1632.541,0,
4/01/1980 9:18:39 PM,0.000,20.415,0.028,0.045,50.0,998.140,0.000,178.446,178.446,34.207,8.570,-2.441,98.126,8.684,1646.805,0,
4/01/1980 9:18:39 PM,0.000,20.343,0.028,0.045,50.1,998.156,0.000,193.734,193.734,38.801,8.557,-2.365,98.051,8.678,1649.526,0,
4/01/1980 9:18:40 PM,0.000,20.286,0.029,0.045,50.3,998.168,0.000,151.242,151.242,30.015,8.547,-2.251,98.000,8.674,1649.902,0,
4/01/1980 9:18:40 PM,0.000,20.244,0.028,0.045,50.1,998.176,0.000,152.995,152.995,22.064,8.538,-2.174,97.950,8.671,1645.397,0,
4/01/1980 9:18:40 PM,0.000,20.220,0.028,0.045,50.2,998.181,0.000,141.048,141.048,36.330,8.531,-2.060,97.934,8.670,1642.113,0,
4/01/1980 9:18:40 PM,0.000,20.171,0.028,0.045,50.3,998.192,0.000,128.951,128.951,23.992,8.525,-1.946,98.012,8.680,1633.573,0,
4/01/1980 9:18:40 PM,0.000,20.064,0.028,0.045,50.3,998.214,0.000,175.083,175.083,32.057,8.516,-1.831,97.881,8.671,1653.843,0,
4/01/1980 9:18:41 PM,0.000,20.012,0.028,0.045,50.4,998.225,0.000,249.468,249.468,52.411,8.508,-1.755,97.793,8.665,1669.139,0,
4/01/1980 9:18:41 PM,0.000,19.976,0.028,0.045,50.4,998.232,0.000,235.297,235.297,40.265,8.503,-1.640,97.676,8.657,1627.098,0,
4/01/1980 9:18:41 PM,0.000,19.916,0.028,0.045,50.5,998.245,0.000,99.762,99.762,35.592,8.496,-1.564,98.125,8.699,1584.682,0,
4/01/1980 9:18:41 PM,0.000,19.914,0.028,0.045,50.4,998.245,0.000,182.746,182.746,33.545,8.489,-1.488,97.794,8.671,1601.761,0,
4/01/1980 9:18:41 PM,0.000,19.926,0.028,0.045,50.5,998.242,0.000,222.376,222.376,36.435,8.479,-1.412,97.840,8.675,1596.131,0,
4/01/1980 9:18:42 PM,0.000,19.902,0.029,0.045,50.6,998.247,0.000,195.397,195.397,32.418,8.469,-1.373,97.882,8.676,1560.002,0,
4/01/1980 9:18:42 PM,0.000,19.864,0.029,0.045,50.6,998.255,0.000,146.418,146.418,32.253,8.463,-1.297,97.974,8.683,1579.897,0,
4/01/1980 9:18:42 PM,0.000,19.892,0.028,0.045,50.5,998.249,0.000,313.862,313.862,67.241,8.456,-1.259,97.971,8.682,1621.656,0,
4/01/1980 9:18:42 PM,0.000,19.950,0.028,0.045,50.4,998.238,0.000,150.133,150.133,48.252,8.447,-1.183,98.051,8.688,1613.585,0,
4/01/1980 9:18:42 PM,0.000,19.984,0.029,0.045,50.5,998.231,0.000,92.579,92.579,22.960,8.444,-1.106,98.059,8.690,1634.606,0,
4/01/1980 9:18:43 PM,0.000,19.994,0.028,0.045,50.3,998.228,0.000,485.837,485.837,43.589,8.439,-1.030,97.986,8.684,1687.532,0,
4/01/1980 9:18:43 PM,0.010,20.021,0.028,0.045,50.3,998.223,0.000,237.791,237.791,41.654,8.437,-0.916,98.287,8.710,1606.641,0,
4/01/1980 9:18:43 PM,0.013,19.994,0.028,0.045,50.4,998.228,0.000,291.713,291.713,179.564,8.430,-0.839,98.387,8.722,1847.248,0,
4/01/1980 9:18:43 PM,0.000,19.957,0.028,0.045,50.5,998.236,0.000,127.386,127.386,143.583,8.431,-0.839,98.165,8.701,1922.602,0,
4/01/1980 9:18:43 PM,0.000,21.858,0.545,1.030,1106.9,998.218,0.000,0.000,0.000,15.576,8.573,-35.051,100.810,8.671,1718.124,0,
4/01/1980 9:18:44 PM,0.000,22.827,0.533,1.030,1081.8,997.985,0.000,1.775,1.775,9.573,8.657,-42.908,101.200,8.639,1695.696,0,
4/01/1980 9:18:44 PM,0.013,23.074,0.530,1.030,1075.8,997.925,0.000,2.532,2.532,8.401,8.723,-43.671,101.662,8.663,1716.153,0,
4/01/1980 9:18:44 PM,0.018,23.131,0.529,1.030,1074.4,997.911,0.000,2.584,2.584,7.630,8.777,-44.433,102.009,8.686,1776.117,0,
4/01/1980 9:18:44 PM,0.041,23.157,0.529,1.030,1073.8,997.904,0.000,2.592,2.592,7.941,8.818,-44.548,102.219,8.700,1889.007,0,
4/01/1980 9:18:44 PM,0.039,23.166,0.529,1.030,1073.7,997.902,0.000,2.681,2.681,7.630,8.853,-44.700,102.414,8.715,1586.465,0,
4/01/1980 9:18:45 PM,0.041,23.165,0.529,1.031,1073.8,997.902,0.000,2.696,2.696,7.541,8.881,-43.976,102.451,8.719,1460.438,0,
4/01/1980 9:18:45 PM,0.042,23.162,0.529,1.031,1074.0,997.903,0.000,2.577,2.577,7.600,8.903,-43.899,102.527,8.726,1577.644,0,
4/01/1980 9:18:45 PM,0.058,23.153,0.529,1.030,1073.9,997.905,0.000,3.423,3.423,8.312,8.920,-43.594,102.568,8.732,1713.713,0,
4/01/1980 9:18:45 PM,0.079,23.142,0.529,1.030,1073.9,997.908,0.000,2.681,2.681,7.734,8.934,-43.671,102.755,8.751,1735.859,0,
4/01/1980 9:18:45 PM,0.088,23.131,0.529,1.030,1074.4,997.911,0.000,2.479,2.479,9.335,8.946,-43.518,102.963,8.768,1783.343,0,
4/01/1980 9:18:46 PM,0.094,23.128,0.529,1.030,1074.3,997.912,0.000,2.472,2.472,9.202,8.955,-43.480,103.001,8.772,1738.112,0,
4/01/1980 9:18:46 PM,0.096,23.127,0.529,1.030,1074.3,997.912,0.000,2.532,2.532,8.164,8.963,-43.404,102.935,8.767,1707.144,0,
4/01/1980 9:18:46 PM,0.092,23.131,0.530,1.030,1074.7,997.911,0.000,2.359,2.359,7.452,8.970,-43.327,102.940,8.767,1716.997,0,
4/01/1980 9:18:46 PM,0.096,23.133,0.530,1.031,1074.8,997.911,0.000,2.427,2.427,7.793,8.975,-43.213,102.910,8.764,1742.897,0,
4/01/1980 9:18:46 PM,0.102,23.135,0.530,1.031,1074.8,997.910,0.000,2.419,2.419,7.704,8.979,-43.289,103.008,8.772,1736.610,0,
4/01/1980 9:18:47 PM,0.113,23.132,0.530,1.031,1074.9,997.911,0.000,2.412,2.412,8.727,8.985,-43.175,103.088,8.778,1745.713,0,
4/01/1980 9:18:47 PM,0.128,23.136,0.530,1.031,1074.6,997.910,0.000,2.285,2.285,7.319,8.987,-43.137,102.980,8.766,1762.698,0,
4/01/1980 9:18:47 PM,0.147,23.146,0.529,1.030,1074.3,997.908,0.000,2.329,2.329,7.200,8.989,-42.984,103.177,8.783,1759.695,0,
4/01/1980 9:18:47 PM,0.168,23.155,0.529,1.030,1073.9,997.905,0.000,2.262,2.262,6.993,8.990,-42.717,103.173,8.779,1751.249,0,
4/01/1980 9:18:47 PM,0.207,23.163,0.530,1.031,1074.8,997.904,0.000,2.479,2.479,9.142,8.992,-42.450,103.136,8.778,1666.136,0,
4/01/1980 9:18:48 PM,0.249,23.149,0.529,1.031,1074.3,997.908,0.000,2.397,2.397,8.134,8.991,-42.107,103.012,8.768,1118.483,0,
4/01/1980 9:18:48 PM,0.268,23.138,0.529,1.030,1074.4,997.910,0.000,2.547,2.547,9.305,8.990,-41.687,103.021,8.770,518.562,0,
4/01/1980 9:18:48 PM,0.277,23.138,0.530,1.031,1074.6,997.910,0.000,2.629,2.629,8.223,8.989,-41.459,103.199,8.786,796.892,0,
4/01/1980 9:18:48 PM,0.312,23.142,0.529,1.030,1074.0,997.909,0.000,2.524,2.524,7.749,8.988,-41.420,103.141,8.781,277.298,0,
4/01/1980 9:18:48 PM,0.369,23.117,0.529,1.030,1074.1,997.916,0.000,2.464,2.464,8.490,8.987,-41.115,103.145,8.785,155.494,0,
4/01/1980 9:18:49 PM,0.424,23.099,0.529,1.029,1074.3,997.920,0.000,2.554,2.554,8.416,8.986,-40.886,103.102,8.783,129.500,0,
4/01/1980 9:18:49 PM,0.489,23.096,0.529,1.029,1074.3,997.921,0.000,2.629,2.629,9.424,8.985,-40.619,103.056,8.780,112.608,0,
4/01/1980 9:18:49 PM,0.566,23.088,0.529,1.029,1074.2,997.923,0.000,2.674,2.674,8.579,8.983,-40.314,103.149,8.789,103.881,0,
4/01/1980 9:18:49 PM,0.646,23.052,0.528,1.027,1072.7,997.932,0.000,2.809,2.809,7.600,8.981,-40.085,103.048,8.788,97.500,0,
4/01/1980 9:18:49 PM,0.736,22.969,0.528,1.025,1072.7,997.952,0.000,2.734,2.734,7.171,8.980,-39.742,103.016,8.799,88.867,0,
4/01/1980 9:18:50 PM,0.806,22.913,0.529,1.024,1073.6,997.966,0.000,2.891,2.891,7.467,8.977,-39.437,103.008,8.807,80.515,0,
4/01/1980 9:18:50 PM,0.841,22.875,0.529,1.024,1074.7,997.975,0.000,2.959,2.959,7.467,8.974,-39.018,103.007,8.813,73.665,0,
4/01/1980 9:18:50 PM,0.852,22.874,0.529,1.024,1074.8,997.976,0.000,2.839,2.839,7.126,8.972,-38.903,102.954,8.810,73.477,0,
4/01/1980 9:18:50 PM,0.856,22.879,0.530,1.025,1075.1,997.975,0.000,2.966,2.966,7.067,8.971,-38.789,102.956,8.808,71.413,0,
4/01/1980 9:18:51 PM,0.864,22.873,0.529,1.025,1074.8,997.976,0.000,2.861,2.861,7.512,8.969,-38.751,103.093,8.819,69.536,0,
4/01/1980 9:18:51 PM,0.879,22.864,0.529,1.025,1075.1,997.978,0.000,2.839,2.839,6.889,8.968,-38.598,103.281,8.836,69.723,0,
4/01/1980 9:18:51 PM,0.910,22.850,0.529,1.024,1074.7,997.981,0.000,3.026,3.026,7.319,8.968,-38.522,103.247,8.833,68.691,0,
4/01/1980 9:18:51 PM,0.963,22.836,0.529,1.023,1074.6,997.985,0.000,3.138,3.138,7.215,8.967,-38.369,103.030,8.818,67.471,0,
4/01/1980 9:18:51 PM,1.043,22.821,0.529,1.023,1074.4,997.989,0.000,3.243,3.243,6.682,8.966,-38.217,103.001,8.820,65.688,0,
4/01/1980 9:18:52 PM,1.122,22.797,0.529,1.022,1074.5,997.995,0.000,3.191,3.191,6.860,8.966,-38.026,103.150,8.838,63.530,0,
4/01/1980 9:18:52 PM,1.190,22.741,0.529,1.021,1074.4,998.008,0.000,2.989,2.989,6.904,8.965,-37.835,103.056,8.840,61.653,0,
4/01/1980 9:18:52 PM,1.236,22.677,0.530,1.021,1076.1,998.024,0.000,3.019,3.019,7.230,8.964,-37.568,102.865,8.834,60.246,0,
4/01/1980 9:18:52 PM,1.255,22.648,0.530,1.021,1077.1,998.031,0.000,3.266,3.266,7.052,8.962,-37.378,102.990,8.850,59.589,0,
4/01/1980 9:18:52 PM,1.257,22.631,0.531,1.021,1077.6,998.036,0.000,2.801,2.801,6.578,8.960,-37.187,102.832,8.839,59.401,0,
4/01/1980 9:18:53 PM,1.259,22.628,0.531,1.022,1077.8,998.036,0.000,2.696,2.696,6.134,8.959,-37.034,102.721,8.827,59.401,0,
4/01/1980 9:18:53 PM,1.284,22.630,0.530,1.021,1076.9,998.036,0.000,2.899,2.899,6.223,8.958,-36.882,102.421,8.803,59.776,0,
4/01/1980 9:18:53 PM,1.376,22.585,0.530,1.020,1077.0,998.046,0.000,2.914,2.914,6.889,8.956,-36.691,101.939,8.767,60.058,0,
4/01/1980 9:18:53 PM,1.446,22.568,0.530,1.020,1077.7,998.051,0.000,3.093,3.093,6.578,8.955,-36.577,101.580,8.740,59.401,0,
4/01/1980 9:18:53 PM,1.521,22.553,0.530,1.020,1077.7,998.055,0.000,2.996,2.996,6.815,8.953,-36.386,101.063,8.698,59.401,0,
4/01/1980 9:18:54 PM,1.599,22.534,0.530,1.019,1077.6,998.059,0.000,3.101,3.101,6.697,8.951,-36.195,100.642,8.665,59.870,0,
4/01/1980 9:18:54 PM,1.678,22.490,0.530,1.018,1077.8,998.070,0.000,3.011,3.011,6.401,8.949,-35.966,100.338,8.646,59.964,0,
4/01/1980 9:18:54 PM,1.733,22.450,0.531,1.018,1078.6,998.080,0.000,2.996,2.996,6.608,8.947,-35.738,99.824,8.608,59.964,0,
4/01/1980 9:18:54 PM,1.752,22.420,0.531,1.018,1079.8,998.087,0.000,2.899,2.899,6.401,8.944,-35.547,99.483,8.582,59.964,0,
4/01/1980 9:18:54 PM,1.756,22.409,0.532,1.019,1080.4,998.090,0.000,3.168,3.168,6.193,8.942,-35.394,99.082,8.551,59.682,0,
4/01/1980 9:18:55 PM,1.771,22.413,0.531,1.018,1079.9,998.089,0.000,3.341,3.341,6.430,8.941,-35.318,98.820,8.528,59.495,0,
4/01/1980 9:18:55 PM,1.802,22.407,0.531,1.018,1079.9,998.091,0.000,3.438,3.438,6.874,8.939,-35.204,98.403,8.492,59.589,0,
4/01/1980 9:18:55 PM,1.842,22.402,0.531,1.018,1079.9,998.092,0.000,3.460,3.460,6.593,8.938,-35.051,98.010,8.460,59.401,0,
4/01/1980 9:18:55 PM,1.899,22.391,0.532,1.018,1080.2,998.095,0.000,3.700,3.700,7.215,8.936,-34.937,97.741,8.438,59.026,0,
4/01/1980 9:18:55 PM,1.960,22.380,0.531,1.017,1079.1,998.097,0.000,8.134,8.134,22.990,8.935,-34.784,97.406,8.411,58.932,0,
4/01/1980 9:18:56 PM,2.029,22.366,0.531,1.017,1080.1,998.101,0.000,55.877,55.877,121.552,8.934,-34.631,97.089,8.387,59.026,0,
4/01/1980 9:18:56 PM,2.079,22.349,0.532,1.018,1080.6,998.106,0.000,91.643,91.643,163.899,8.932,-34.441,96.682,8.354,58.650,0,
4/01/1980 9:18:56 PM,2.107,22.338,0.532,1.018,1081.5,998.109,0.000,66.408,66.408,126.795,8.931,-34.288,96.321,8.325,58.369,0,
4/01/1980 9:18:56 PM,2.111,22.338,0.532,1.018,1081.5,998.109,0.000,24.635,24.635,43.014,8.929,-34.098,95.834,8.284,58.087,0,
4/01/1980 9:18:56 PM,2.113,22.339,0.532,1.018,1081.6,998.108,0.000,16.306,16.306,30.240,8.928,-34.021,95.579,8.261,57.806,0,
4/01/1980 9:18:57 PM,2.140,22.337,0.532,1.018,1081.3,998.109,0.000,24.575,24.575,44.466,8.927,-33.945,95.393,8.246,57.336,0,
4/01/1980 9:18:57 PM,2.199,22.317,0.532,1.017,1081.0,998.114,0.000,54.903,54.903,72.104,8.926,-33.869,95.146,8.227,56.586,0,
4/01/1980 9:18:57 PM,2.273,22.293,0.532,1.017,1081.8,998.120,0.000,47.892,47.892,67.333,8.926,-33.716,94.910,8.208,55.272,0,
4/01/1980 9:18:57 PM,2.350,22.275,0.533,1.018,1082.6,998.125,0.000,33.256,33.256,63.262,8.924,-33.602,94.761,8.198,53.207,0,
4/01/1980 9:18:57 PM,2.436,22.266,0.533,1.017,1082.5,998.127,0.000,27.467,27.467,50.801,8.923,-33.449,94.576,8.184,48.891,0,
4/01/1980 9:18:58 PM,2.489,22.257,0.533,1.018,1082.9,998.130,0.000,17.961,17.961,28.110,8.921,-33.258,94.304,8.161,42.134,0,
4/01/1980 9:18:58 PM,2.512,22.251,0.533,1.018,1083.5,998.131,0.000,10.344,10.344,13.196,8.919,-33.182,93.817,8.120,38.475,0,
4/01/1980 9:18:58 PM,2.522,22.249,0.533,1.018,1083.5,998.132,0.000,6.157,6.157,8.564,8.918,-33.068,93.244,8.071,35.941,0,
4/01/1980 9:18:58 PM,2.541,22.248,0.533,1.018,1083.8,998.132,0.000,5.468,5.468,8.045,8.916,-32.991,92.696,8.024,33.313,0,
4/01/1980 9:18:58 PM,2.577,22.246,0.533,1.018,1083.8,998.133,0.000,7.827,7.827,8.431,8.915,-32.953,92.126,7.974,30.686,0,
