// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:1980/01/04 20:54:08
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=

PreHeat=1000
Interval=200
SampleCnt=322

StartTime=1980/01/04 20:54:08
EndTime=1980/01/04 20:55:13

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.032
StartDepthA=0.113078893122233
StartDepthB=0.112438312625687

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [�S/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [�g/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [�mol/(m2*s)],Mark,
4/01/1980 8:54:12 PM,0.145,23.319,0.531,1.037,1077.0,997.868,0.000,2.554,2.554,7.319,9.061,-7.171,104.039,8.827,1682.840,0,
4/01/1980 8:54:12 PM,0.147,23.321,0.531,1.037,1077.2,997.867,0.000,2.464,2.464,7.526,9.062,-7.056,104.086,8.831,1691.942,0,
4/01/1980 8:54:12 PM,0.149,23.324,0.531,1.038,1077.3,997.866,0.000,2.329,2.329,7.660,9.061,-6.522,104.036,8.827,1675.426,0,
4/01/1980 8:54:12 PM,0.155,23.323,0.531,1.038,1077.4,997.867,0.000,2.457,2.457,7.793,9.061,-6.637,104.183,8.838,1646.242,0,
4/01/1980 8:54:12 PM,0.155,23.321,0.531,1.038,1077.6,997.867,0.000,2.592,2.592,6.978,9.062,-6.789,104.038,8.826,1598.477,0,
4/01/1980 8:54:13 PM,0.159,23.326,0.531,1.038,1077.4,997.866,0.000,2.607,2.607,6.445,9.064,-7.018,104.071,8.828,1549.023,0,
4/01/1980 8:54:13 PM,0.157,23.330,0.531,1.038,1077.2,997.865,0.000,2.374,2.374,7.482,9.066,-6.942,104.067,8.827,1503.135,0,
4/01/1980 8:54:13 PM,0.159,23.328,0.531,1.038,1077.3,997.865,0.000,2.404,2.404,7.067,9.066,-6.675,104.047,8.826,1469.165,0,
4/01/1980 8:54:13 PM,0.161,23.329,0.531,1.038,1077.3,997.865,0.000,2.599,2.599,7.378,9.066,-6.446,103.999,8.822,1460.532,0,
4/01/1980 8:54:13 PM,0.168,23.334,0.531,1.038,1077.0,997.864,0.000,2.569,2.569,7.778,9.068,-6.789,104.027,8.824,1473.763,0,
4/01/1980 8:54:14 PM,0.180,23.336,0.531,1.038,1077.2,997.864,0.000,2.374,2.374,7.437,9.069,-6.713,104.137,8.833,1483.992,0,
4/01/1980 8:54:14 PM,0.199,23.333,0.531,1.038,1077.6,997.865,0.000,2.329,2.329,7.408,9.070,-6.637,104.106,8.831,1511.018,0,
4/01/1980 8:54:14 PM,0.227,23.327,0.531,1.038,1077.9,997.866,0.000,2.494,2.494,7.867,9.071,-6.293,104.156,8.835,1259.150,0,
4/01/1980 8:54:14 PM,0.256,23.329,0.531,1.038,1078.0,997.866,0.000,2.509,2.509,7.675,9.070,-6.293,104.093,8.830,959.799,0,
4/01/1980 8:54:14 PM,0.290,23.323,0.532,1.039,1078.3,997.868,0.000,2.562,2.562,8.179,9.070,-6.026,104.109,8.831,1049.135,0,
4/01/1980 8:54:15 PM,0.325,23.322,0.532,1.039,1078.3,997.868,0.000,2.569,2.569,7.571,9.070,-5.912,104.052,8.826,824.388,0,
4/01/1980 8:54:15 PM,0.365,23.322,0.532,1.039,1078.8,997.868,0.000,2.479,2.479,7.349,9.069,-5.645,104.118,8.833,752.788,0,
4/01/1980 8:54:15 PM,0.407,23.320,0.532,1.039,1078.7,997.869,0.000,2.359,2.359,7.586,9.069,-5.569,104.051,8.827,810.499,0,
4/01/1980 8:54:15 PM,0.460,23.316,0.532,1.039,1078.5,997.870,0.000,2.427,2.427,8.267,9.068,-5.493,104.059,8.829,826.358,0,
4/01/1980 8:54:15 PM,0.520,23.304,0.532,1.039,1078.9,997.873,0.000,2.404,2.404,7.260,9.068,-5.493,104.120,8.835,704.741,0,
4/01/1980 8:54:16 PM,0.579,23.284,0.532,1.038,1078.2,997.878,0.000,2.434,2.434,6.889,9.068,-5.340,104.129,8.841,728.858,0,
4/01/1980 8:54:16 PM,0.640,23.259,0.532,1.037,1078.6,997.885,0.000,2.659,2.659,7.230,9.066,-4.920,103.983,8.833,557.881,0,
4/01/1980 8:54:16 PM,0.705,23.235,0.532,1.037,1078.5,997.891,0.000,2.689,2.689,7.793,9.066,-4.920,103.980,8.837,594.666,0,
4/01/1980 8:54:16 PM,0.760,23.203,0.532,1.037,1079.5,997.899,0.000,2.637,2.637,7.171,9.063,-4.081,103.861,8.832,558.350,0,
4/01/1980 8:54:16 PM,0.783,23.175,0.532,1.037,1080.0,997.906,0.000,2.652,2.652,6.652,9.061,-3.929,103.856,8.836,602.080,0,
4/01/1980 8:54:17 PM,0.785,23.149,0.532,1.036,1079.8,997.912,0.000,2.614,2.614,6.475,9.058,-3.700,103.748,8.831,564.638,0,
4/01/1980 8:54:17 PM,0.793,23.144,0.532,1.036,1079.8,997.913,0.000,2.547,2.547,6.475,9.056,-3.624,103.750,8.834,610.338,0,
4/01/1980 8:54:17 PM,0.848,23.130,0.532,1.035,1079.8,997.917,0.000,2.861,2.861,7.274,9.056,-4.005,103.577,8.820,588.098,0,
4/01/1980 8:54:17 PM,0.892,23.095,0.532,1.034,1079.7,997.925,0.000,2.794,2.794,6.919,9.055,-3.738,103.498,8.816,602.455,0,
4/01/1980 8:54:18 PM,0.932,23.073,0.532,1.034,1080.2,997.931,0.000,2.749,2.749,7.556,9.054,-3.547,103.390,8.810,487.970,0,
4/01/1980 8:54:18 PM,0.972,23.064,0.533,1.035,1080.6,997.933,0.000,2.794,2.794,6.371,9.052,-3.280,103.069,8.785,520.814,0,
4/01/1980 8:54:18 PM,1.043,23.058,0.533,1.035,1081.1,997.935,0.000,2.839,2.839,6.460,9.051,-3.128,102.978,8.778,438.891,0,
4/01/1980 8:54:18 PM,1.135,23.047,0.533,1.035,1081.1,997.938,0.000,2.839,2.839,6.519,9.049,-2.937,103.003,8.781,432.416,0,
4/01/1980 8:54:18 PM,1.228,23.031,0.533,1.035,1081.5,997.943,0.000,2.944,2.944,6.919,9.046,-2.518,102.709,8.759,388.687,0,
4/01/1980 8:54:19 PM,1.320,23.013,0.533,1.034,1081.7,997.948,0.000,3.101,3.101,7.023,9.043,-2.136,102.328,8.730,322.811,0,
4/01/1980 8:54:19 PM,1.362,23.002,0.533,1.035,1082.3,997.950,0.000,3.408,3.408,6.993,9.039,-1.793,102.151,8.717,323.374,0,
4/01/1980 8:54:19 PM,1.381,22.997,0.533,1.035,1082.3,997.952,0.000,3.326,3.326,7.319,9.035,-1.450,101.944,8.699,295.691,0,
4/01/1980 8:54:19 PM,1.402,22.995,0.533,1.035,1082.4,997.952,0.000,3.281,3.281,7.082,9.031,-1.145,101.692,8.677,306.013,0,
4/01/1980 8:54:19 PM,1.435,22.993,0.534,1.035,1082.7,997.953,0.000,3.236,3.236,6.860,9.028,-1.221,101.376,8.651,289.685,0,
4/01/1980 8:54:20 PM,1.481,22.992,0.534,1.035,1082.9,997.954,0.000,3.243,3.243,6.919,9.027,-1.297,101.140,8.632,306.577,0,
4/01/1980 8:54:20 PM,1.542,22.991,0.534,1.035,1082.8,997.954,0.000,3.363,3.363,6.874,9.025,-1.221,101.113,8.631,263.128,0,
4/01/1980 8:54:20 PM,1.622,22.989,0.534,1.035,1082.8,997.955,0.000,3.288,3.288,7.037,9.024,-1.030,100.992,8.621,262.847,0,
4/01/1980 8:54:20 PM,1.712,22.984,0.534,1.035,1082.9,997.956,0.000,3.393,3.393,7.482,9.021,-0.725,100.776,8.603,222.026,0,
4/01/1980 8:54:20 PM,1.838,22.969,0.534,1.035,1083.1,997.961,0.000,3.371,3.371,6.800,9.018,-0.458,100.637,8.593,203.071,0,
4/01/1980 8:54:21 PM,1.882,22.956,0.534,1.035,1083.9,997.964,0.000,3.386,3.386,6.475,9.017,-0.344,100.604,8.593,195.845,0,
4/01/1980 8:54:21 PM,1.901,22.952,0.534,1.035,1083.8,997.965,0.000,3.386,3.386,6.845,9.015,-0.191,100.237,8.562,191.904,0,
4/01/1980 8:54:21 PM,1.907,22.950,0.534,1.035,1084.0,997.966,0.000,3.468,3.468,6.934,9.013,-0.115,100.158,8.556,182.050,0,
4/01/1980 8:54:21 PM,1.916,22.951,0.534,1.035,1083.8,997.966,0.000,3.393,3.393,6.075,9.012,-0.229,99.994,8.541,188.244,0,
4/01/1980 8:54:21 PM,1.928,22.950,0.534,1.035,1083.9,997.966,0.000,3.296,3.296,6.371,9.012,-0.267,99.899,8.534,180.737,0,
4/01/1980 8:54:22 PM,1.941,22.950,0.534,1.035,1084.2,997.966,0.000,3.326,3.326,5.749,9.012,-0.267,99.803,8.526,180.267,0,
4/01/1980 8:54:22 PM,1.958,22.948,0.534,1.035,1083.9,997.967,0.000,3.281,3.281,5.764,9.013,-0.229,99.747,8.521,178.015,0,
4/01/1980 8:54:22 PM,1.995,22.944,0.534,1.034,1083.4,997.967,0.000,3.273,3.273,6.608,9.013,-0.229,99.622,8.511,167.224,0,
4/01/1980 8:54:22 PM,2.033,22.940,0.534,1.035,1083.9,997.969,0.000,3.288,3.288,6.889,9.013,-0.077,99.374,8.490,176.420,0,
4/01/1980 8:54:22 PM,2.065,22.937,0.534,1.034,1083.5,997.970,0.000,3.198,3.198,6.563,9.013,0.038,99.255,8.481,157.933,0,
4/01/1980 8:54:23 PM,2.107,22.933,0.534,1.035,1084.1,997.971,0.000,3.183,3.183,5.912,9.013,0.114,99.151,8.472,158.309,0,
4/01/1980 8:54:23 PM,2.180,22.929,0.534,1.034,1083.6,997.972,0.000,3.191,3.191,6.090,9.013,0.190,99.216,8.479,141.042,0,
4/01/1980 8:54:23 PM,2.283,22.914,0.534,1.033,1082.9,997.976,0.000,3.438,3.438,7.052,9.012,0.381,99.089,8.471,135.787,0,
4/01/1980 8:54:23 PM,2.365,22.883,0.534,1.033,1083.2,997.983,0.000,3.386,3.386,6.164,9.011,0.610,99.106,8.478,121.805,0,
4/01/1980 8:54:23 PM,2.440,22.842,0.534,1.032,1083.8,997.994,0.000,3.341,3.341,5.542,9.010,0.801,99.157,8.487,114.298,0,
4/01/1980 8:54:24 PM,2.461,22.830,0.534,1.033,1084.5,997.997,0.000,3.281,3.281,6.356,9.009,0.877,99.074,8.482,107.072,0,
4/01/1980 8:54:24 PM,2.472,22.824,0.534,1.033,1084.7,997.998,0.000,3.213,3.213,5.838,9.008,0.953,98.984,8.474,107.823,0,
4/01/1980 8:54:24 PM,2.480,22.820,0.534,1.033,1084.7,997.999,0.000,3.393,3.393,5.438,9.007,0.991,98.978,8.474,106.790,0,
4/01/1980 8:54:24 PM,2.489,22.814,0.534,1.033,1084.8,998.001,0.000,3.475,3.475,6.652,9.007,0.991,98.822,8.462,108.010,0,
4/01/1980 8:54:24 PM,2.503,22.811,0.535,1.033,1085.0,998.002,0.000,3.333,3.333,6.356,9.007,0.839,98.686,8.451,107.353,0,
4/01/1980 8:54:25 PM,2.528,22.810,0.534,1.032,1084.6,998.002,0.000,3.438,3.438,6.593,9.008,0.839,98.741,8.457,102.192,0,
4/01/1980 8:54:25 PM,2.564,22.804,0.534,1.032,1084.3,998.003,0.000,3.386,3.386,6.193,9.008,0.801,98.544,8.441,101.066,0,
4/01/1980 8:54:25 PM,2.621,22.796,0.534,1.032,1084.2,998.005,0.000,3.288,3.288,6.223,9.009,0.915,98.355,8.425,95.154,0,
4/01/1980 8:54:25 PM,2.696,22.789,0.534,1.032,1084.2,998.007,0.000,3.378,3.378,6.327,9.009,1.106,98.287,8.420,91.213,0,
4/01/1980 8:54:25 PM,2.782,22.785,0.534,1.032,1084.6,998.009,0.000,3.363,3.363,5.971,9.008,1.296,98.254,8.419,84.362,0,
4/01/1980 8:54:26 PM,2.848,22.783,0.534,1.031,1084.4,998.010,0.000,3.363,3.363,6.341,9.007,1.487,98.274,8.421,79.201,0,
4/01/1980 8:54:26 PM,2.889,22.782,0.534,1.032,1084.5,998.010,0.000,3.303,3.303,6.593,9.007,1.602,98.247,8.418,75.260,0,
4/01/1980 8:54:26 PM,2.910,22.781,0.534,1.032,1084.5,998.010,0.000,3.296,3.296,5.912,9.006,1.678,98.207,8.415,73.477,0,
4/01/1980 8:54:26 PM,2.921,22.780,0.534,1.032,1084.9,998.011,0.000,3.423,3.423,5.882,9.005,1.754,98.129,8.409,72.351,0,
4/01/1980 8:54:26 PM,2.936,22.780,0.534,1.032,1084.7,998.011,0.000,3.386,3.386,5.675,9.005,1.754,98.177,8.413,70.662,0,
4/01/1980 8:54:27 PM,2.976,22.776,0.534,1.031,1084.5,998.012,0.000,3.378,3.378,6.045,9.005,1.754,98.164,8.412,69.160,0,
4/01/1980 8:54:27 PM,3.024,22.772,0.534,1.031,1084.6,998.013,0.000,3.423,3.423,6.549,9.006,1.792,98.216,8.418,67.471,0,
4/01/1980 8:54:27 PM,3.072,22.769,0.534,1.031,1084.7,998.014,0.000,3.356,3.356,6.223,9.006,1.869,98.130,8.410,65.031,0,
4/01/1980 8:54:27 PM,3.120,22.766,0.534,1.032,1084.8,998.015,0.000,3.445,3.445,6.504,9.006,1.945,98.108,8.409,61.747,0,
4/01/1980 8:54:27 PM,3.173,22.763,0.534,1.031,1084.7,998.016,0.000,3.528,3.528,6.874,9.005,2.059,98.127,8.412,59.682,0,
4/01/1980 8:54:28 PM,3.231,22.753,0.534,1.031,1084.6,998.018,0.000,3.371,3.371,5.823,9.005,2.212,98.096,8.410,56.398,0,
4/01/1980 8:54:28 PM,3.269,22.738,0.535,1.031,1085.5,998.022,0.000,3.528,3.528,5.364,9.004,2.326,98.114,8.414,54.521,0,
4/01/1980 8:54:28 PM,3.288,22.725,0.535,1.032,1086.0,998.026,0.000,3.386,3.386,5.453,9.003,2.441,98.015,8.408,53.301,0,
4/01/1980 8:54:28 PM,3.295,22.718,0.535,1.032,1086.1,998.027,0.000,3.588,3.588,6.178,9.002,2.517,97.974,8.405,52.926,0,
4/01/1980 8:54:28 PM,3.297,22.715,0.535,1.031,1086.0,998.028,0.000,3.520,3.520,6.623,9.001,2.593,97.837,8.393,52.551,0,
4/01/1980 8:54:29 PM,3.303,22.714,0.535,1.032,1086.6,998.029,0.000,3.543,3.543,6.341,9.000,2.593,97.803,8.390,52.644,0,
4/01/1980 8:54:29 PM,3.320,22.713,0.535,1.032,1086.4,998.029,0.000,3.528,3.528,5.705,9.000,2.593,97.534,8.367,51.988,0,
4/01/1980 8:54:29 PM,3.355,22.712,0.535,1.031,1086.1,998.029,0.000,3.790,3.790,5.853,9.000,2.631,97.535,8.367,50.955,0,
4/01/1980 8:54:29 PM,3.425,22.708,0.535,1.031,1086.1,998.030,0.000,3.505,3.505,5.616,9.000,2.593,97.340,8.351,48.515,0,
4/01/1980 8:54:29 PM,3.519,22.699,0.535,1.031,1085.7,998.033,0.000,3.490,3.490,5.275,8.999,2.860,97.233,8.345,45.231,0,
4/01/1980 8:54:30 PM,3.632,22.677,0.535,1.030,1085.8,998.038,0.000,3.513,3.513,5.423,8.997,3.127,96.823,8.314,40.633,0,
4/01/1980 8:54:30 PM,3.666,22.665,0.535,1.030,1086.1,998.042,0.000,3.438,3.438,5.275,8.996,3.203,96.538,8.291,38.944,0,
4/01/1980 8:54:30 PM,3.681,22.658,0.535,1.030,1086.2,998.043,0.000,3.618,3.618,5.113,8.995,3.356,96.446,8.284,38.193,0,
4/01/1980 8:54:30 PM,3.693,22.655,0.535,1.031,1086.7,998.044,0.000,3.408,3.408,5.098,8.994,3.394,96.322,8.273,37.818,0,
4/01/1980 8:54:30 PM,3.706,22.654,0.535,1.031,1086.9,998.044,0.000,3.438,3.438,5.364,8.994,3.356,96.215,8.264,37.536,0,
4/01/1980 8:54:31 PM,3.725,22.653,0.535,1.031,1086.8,998.045,0.000,3.558,3.558,5.557,8.994,3.356,96.178,8.261,36.973,0,
4/01/1980 8:54:31 PM,3.752,22.650,0.535,1.031,1086.9,998.046,0.000,3.386,3.386,5.394,8.994,3.394,96.075,8.253,36.222,0,
4/01/1980 8:54:31 PM,3.783,22.647,0.535,1.030,1086.8,998.047,0.000,3.378,3.378,5.172,8.994,3.432,96.049,8.251,35.378,0,
4/01/1980 8:54:31 PM,3.840,22.644,0.535,1.030,1086.8,998.047,0.000,3.445,3.445,6.252,8.994,3.394,95.978,8.245,34.158,0,
4/01/1980 8:54:32 PM,3.934,22.640,0.535,1.030,1086.6,998.049,0.000,3.423,3.423,5.645,8.994,3.585,95.938,8.242,32.000,0,
4/01/1980 8:54:32 PM,4.025,22.631,0.535,1.030,1086.6,998.051,0.000,3.206,3.206,5.305,8.993,3.737,95.813,8.233,29.747,0,
4/01/1980 8:54:32 PM,4.096,22.619,0.535,1.030,1086.9,998.054,0.000,3.213,3.213,5.379,8.991,3.966,95.620,8.219,27.777,0,
4/01/1980 8:54:32 PM,4.144,22.609,0.535,1.030,1087.4,998.057,0.000,3.311,3.311,5.083,8.989,4.119,95.236,8.187,26.463,0,
4/01/1980 8:54:32 PM,4.184,22.603,0.536,1.030,1087.5,998.059,0.000,3.153,3.153,4.713,8.987,4.195,95.022,8.170,25.525,0,
4/01/1980 8:54:33 PM,4.214,22.597,0.536,1.030,1087.8,998.060,0.000,3.153,3.153,4.684,8.986,4.233,94.592,8.133,24.868,0,
4/01/1980 8:54:33 PM,4.266,22.590,0.536,1.030,1087.9,998.062,0.000,3.258,3.258,4.832,8.983,4.309,94.223,8.103,24.023,0,
4/01/1980 8:54:33 PM,4.314,22.585,0.536,1.030,1087.8,998.064,0.000,3.228,3.228,5.127,8.982,4.309,93.848,8.071,23.085,0,
4/01/1980 8:54:33 PM,4.375,22.578,0.535,1.030,1087.5,998.065,0.000,3.221,3.221,5.690,8.980,4.424,93.601,8.051,22.146,0,
4/01/1980 8:54:33 PM,4.430,22.568,0.536,1.030,1087.7,998.068,0.000,3.251,3.251,5.187,8.977,4.576,93.104,8.010,21.114,0,
4/01/1980 8:54:34 PM,4.491,22.559,0.536,1.029,1087.8,998.071,0.000,3.401,3.401,5.364,8.975,4.691,92.546,7.963,20.176,0,
4/01/1980 8:54:34 PM,4.549,22.551,0.536,1.029,1087.9,998.073,0.000,3.273,3.273,5.231,8.974,4.805,91.840,7.904,19.237,0,
4/01/1980 8:54:34 PM,4.589,22.543,0.536,1.030,1088.4,998.075,0.000,3.206,3.206,5.216,8.972,4.805,91.119,7.843,18.487,0,
4/01/1980 8:54:34 PM,4.614,22.538,0.536,1.029,1088.1,998.076,0.000,3.408,3.408,4.698,8.971,4.843,90.781,7.814,18.111,0,
4/01/1980 8:54:34 PM,4.636,22.533,0.536,1.030,1088.6,998.077,0.000,3.221,3.221,5.453,8.970,4.843,90.360,7.779,17.830,0,
4/01/1980 8:54:35 PM,4.663,22.530,0.536,1.029,1088.6,998.078,0.000,3.236,3.236,5.009,8.969,4.882,90.214,7.766,17.548,0,
4/01/1980 8:54:35 PM,4.707,22.527,0.536,1.030,1088.8,998.079,0.000,3.505,3.505,5.468,8.968,4.920,89.930,7.742,17.079,0,
4/01/1980 8:54:35 PM,4.778,22.522,0.536,1.029,1088.5,998.081,0.000,3.363,3.363,5.601,8.967,4.920,89.630,7.717,16.328,0,
4/01/1980 8:54:35 PM,4.883,22.514,0.536,1.029,1088.5,998.083,0.000,3.176,3.176,5.083,8.966,5.072,89.240,7.685,15.296,0,
