// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:1980/01/04 20:54:08
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=

PreHeat=1000
Interval=200
SampleCnt=322

StartTime=1980/01/04 20:54:08
EndTime=1980/01/04 20:55:13

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.032
StartDepthA=0.113078893122233
StartDepthB=0.112438312625687

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [�S/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [�g/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [�mol/(m2*s)],Mark,
4/01/1980 8:54:35 PM,5.009,22.505,0.536,1.029,1088.6,998.086,0.000,3.146,3.146,5.275,8.964,5.377,88.770,7.646,13.982,0,
4/01/1980 8:54:36 PM,5.108,22.496,0.536,1.029,1088.9,998.088,0.000,3.168,3.168,5.098,8.962,5.568,88.478,7.622,12.856,0,
4/01/1980 8:54:36 PM,5.171,22.491,0.536,1.029,1089.1,998.090,0.000,3.123,3.123,4.684,8.960,5.682,88.174,7.597,12.012,0,
4/01/1980 8:54:36 PM,5.204,22.487,0.536,1.029,1089.6,998.091,0.000,3.318,3.318,4.048,8.958,5.759,87.843,7.569,11.542,0,
4/01/1980 8:54:36 PM,5.215,22.486,0.537,1.030,1090.0,998.092,0.000,3.296,3.296,3.959,8.958,5.682,87.724,7.558,11.449,0,
4/01/1980 8:54:36 PM,5.252,22.487,0.537,1.029,1089.7,998.091,0.000,3.116,3.116,4.092,8.958,5.644,87.618,7.550,11.261,0,
4/01/1980 8:54:37 PM,5.320,22.486,0.537,1.030,1090.1,998.092,0.000,3.138,3.138,4.654,8.957,5.606,87.533,7.542,10.698,0,
4/01/1980 8:54:37 PM,5.404,22.483,0.537,1.030,1090.0,998.093,0.000,3.108,3.108,4.151,8.957,5.759,87.476,7.538,10.229,0,
4/01/1980 8:54:37 PM,5.490,22.480,0.537,1.030,1090.2,998.094,0.000,3.026,3.026,4.506,8.955,5.911,87.254,7.519,9.572,0,
4/01/1980 8:54:37 PM,5.565,22.476,0.537,1.030,1090.2,998.096,0.000,2.996,2.996,4.432,8.955,6.064,87.095,7.506,9.009,0,
4/01/1980 8:54:37 PM,5.614,22.473,0.537,1.030,1090.3,998.096,0.000,3.019,3.019,4.166,8.954,6.102,86.923,7.491,8.539,0,
4/01/1980 8:54:38 PM,5.641,22.472,0.537,1.030,1090.6,998.097,0.000,3.146,3.146,4.491,8.953,6.140,86.779,7.479,8.352,0,
4/01/1980 8:54:38 PM,5.658,22.470,0.537,1.030,1090.8,998.098,0.000,3.251,3.251,4.610,8.952,6.178,86.527,7.457,8.164,0,
4/01/1980 8:54:38 PM,5.677,22.470,0.537,1.030,1090.9,998.098,0.000,3.341,3.341,4.521,8.952,6.178,86.404,7.448,8.070,0,
4/01/1980 8:54:38 PM,5.700,22.469,0.537,1.030,1090.9,998.098,0.000,3.221,3.221,4.965,8.952,6.102,86.246,7.433,7.976,0,
4/01/1980 8:54:38 PM,5.725,22.468,0.537,1.030,1091.1,998.099,0.000,3.168,3.168,5.157,8.951,6.140,86.117,7.423,7.789,0,
4/01/1980 8:54:39 PM,5.762,22.466,0.537,1.030,1090.8,998.099,0.000,3.183,3.183,4.698,8.952,6.140,86.090,7.420,7.695,0,
4/01/1980 8:54:39 PM,5.811,22.465,0.537,1.030,1091.1,998.100,0.000,3.011,3.011,4.299,8.952,6.178,85.982,7.411,7.413,0,
4/01/1980 8:54:39 PM,5.891,22.463,0.537,1.030,1091.2,998.100,0.000,3.004,3.004,4.240,8.951,6.331,85.891,7.404,7.038,0,
4/01/1980 8:54:39 PM,5.933,22.461,0.537,1.030,1091.4,998.101,0.000,3.093,3.093,4.358,8.950,6.407,85.791,7.395,6.850,0,
4/01/1980 8:54:39 PM,5.964,22.460,0.537,1.030,1091.4,998.101,0.000,3.108,3.108,4.550,8.949,6.445,85.736,7.391,6.756,0,
4/01/1980 8:54:40 PM,5.985,22.459,0.537,1.031,1091.6,998.102,0.000,3.213,3.213,4.639,8.948,6.522,85.594,7.379,6.663,0,
4/01/1980 8:54:40 PM,5.989,22.459,0.537,1.031,1091.6,998.102,0.000,3.176,3.176,4.181,8.947,6.598,85.452,7.367,6.569,0,
4/01/1980 8:54:40 PM,5.993,22.458,0.537,1.031,1091.6,998.102,0.000,3.041,3.041,3.929,8.946,6.598,85.239,7.349,6.569,0,
4/01/1980 8:54:40 PM,6.012,22.459,0.537,1.031,1091.7,998.102,0.000,3.176,3.176,4.388,8.946,6.560,85.017,7.329,6.569,0,
4/01/1980 8:54:40 PM,6.054,22.460,0.538,1.031,1091.8,998.102,0.000,3.131,3.131,4.491,8.946,6.560,84.879,7.317,6.381,0,
4/01/1980 8:54:41 PM,6.121,22.459,0.537,1.031,1091.7,998.103,0.000,3.123,3.123,4.639,8.945,6.560,84.579,7.291,6.193,0,
4/01/1980 8:54:41 PM,6.205,22.456,0.537,1.031,1091.6,998.104,0.000,3.056,3.056,4.240,8.944,6.712,84.408,7.277,5.912,0,
4/01/1980 8:54:41 PM,6.279,22.454,0.538,1.031,1091.8,998.104,0.000,3.049,3.049,4.121,8.943,6.827,84.151,7.255,5.537,0,
4/01/1980 8:54:41 PM,6.346,22.452,0.538,1.031,1092.0,998.105,0.000,2.989,2.989,4.610,8.941,6.903,83.818,7.226,5.255,0,
4/01/1980 8:54:41 PM,6.401,22.450,0.537,1.030,1091.6,998.106,0.000,3.034,3.034,4.107,8.940,7.017,83.576,7.206,4.974,0,
4/01/1980 8:54:42 PM,6.438,22.447,0.538,1.030,1091.8,998.107,0.000,3.041,3.041,4.284,8.939,7.056,83.208,7.175,4.880,0,
4/01/1980 8:54:42 PM,6.453,22.446,0.538,1.031,1092.0,998.107,0.000,3.019,3.019,4.136,8.937,7.094,82.964,7.154,4.786,0,
4/01/1980 8:54:42 PM,6.464,22.445,0.538,1.031,1092.0,998.107,0.000,3.086,3.086,3.988,8.936,7.132,82.699,7.131,4.786,0,
4/01/1980 8:54:42 PM,6.487,22.444,0.538,1.031,1092.3,998.108,0.000,3.408,3.408,4.373,8.935,7.094,82.401,7.106,4.692,0,
4/01/1980 8:54:42 PM,6.522,22.443,0.538,1.031,1092.1,998.108,0.000,3.393,3.393,4.048,8.935,7.017,82.173,7.086,4.598,0,
4/01/1980 8:54:43 PM,6.579,22.443,0.538,1.031,1092.2,998.108,0.000,3.161,3.161,4.181,8.934,7.017,82.048,7.075,4.504,0,
4/01/1980 8:54:43 PM,6.652,22.442,0.538,1.031,1092.2,998.109,0.000,3.123,3.123,4.358,8.933,7.170,81.884,7.061,4.317,0,
4/01/1980 8:54:43 PM,6.717,22.441,0.538,1.031,1092.1,998.109,0.000,3.123,3.123,4.772,8.932,7.284,81.636,7.040,4.035,0,
4/01/1980 8:54:43 PM,6.762,22.438,0.538,1.031,1092.4,998.110,0.000,3.258,3.258,4.610,8.931,7.361,81.295,7.011,3.941,0,
4/01/1980 8:54:43 PM,6.793,22.437,0.538,1.031,1092.3,998.111,0.000,3.303,3.303,4.329,8.930,7.399,81.024,6.988,3.847,0,
4/01/1980 8:54:44 PM,6.818,22.436,0.538,1.031,1092.5,998.111,0.000,3.168,3.168,4.092,8.929,7.399,80.896,6.977,3.660,0,
4/01/1980 8:54:44 PM,6.843,22.435,0.538,1.031,1092.2,998.111,0.000,3.176,3.176,4.402,8.929,7.399,80.658,6.956,3.660,0,
4/01/1980 8:54:44 PM,6.867,22.435,0.538,1.031,1092.4,998.112,0.000,3.258,3.258,4.758,8.928,7.437,80.600,6.952,3.566,0,
4/01/1980 8:54:44 PM,6.885,22.434,0.538,1.031,1092.7,998.112,0.000,3.236,3.236,4.624,8.928,7.475,80.419,6.936,3.566,0,
4/01/1980 8:54:44 PM,6.904,22.433,0.538,1.031,1092.5,998.112,0.000,3.176,3.176,4.388,8.927,7.513,80.362,6.931,3.472,0,
4/01/1980 8:54:45 PM,6.944,22.432,0.538,1.031,1092.6,998.113,0.000,3.296,3.296,4.624,8.928,7.399,80.329,6.928,3.472,0,
4/01/1980 8:54:45 PM,7.011,22.431,0.538,1.031,1092.6,998.113,0.000,3.221,3.221,4.595,8.928,7.399,80.248,6.922,3.284,0,
4/01/1980 8:54:45 PM,7.083,22.427,0.538,1.031,1092.5,998.114,0.000,3.138,3.138,4.388,8.928,7.513,80.236,6.921,3.191,0,
4/01/1980 8:54:45 PM,7.181,22.422,0.538,1.031,1092.7,998.116,0.000,3.191,3.191,4.905,8.927,7.666,80.031,6.904,2.909,0,
4/01/1980 8:54:45 PM,7.229,22.420,0.538,1.030,1092.4,998.117,0.000,3.161,3.161,4.550,8.926,7.704,79.981,6.900,2.815,0,
4/01/1980 8:54:46 PM,7.261,22.419,0.538,1.030,1092.4,998.117,0.000,3.191,3.191,3.781,8.926,7.780,79.889,6.892,2.721,0,
4/01/1980 8:54:46 PM,7.297,22.417,0.538,1.030,1092.4,998.118,0.000,3.161,3.161,3.855,8.926,7.780,79.766,6.882,2.721,0,
4/01/1980 8:54:46 PM,7.324,22.416,0.538,1.030,1092.4,998.118,0.000,3.243,3.243,3.737,8.926,7.780,79.694,6.876,2.628,0,
4/01/1980 8:54:46 PM,7.332,22.416,0.538,1.030,1092.6,998.118,0.000,3.056,3.056,3.589,8.927,7.818,79.748,6.880,2.628,0,
4/01/1980 8:54:47 PM,7.345,22.415,0.538,1.031,1092.7,998.119,0.000,3.326,3.326,3.530,8.928,7.818,79.830,6.888,2.628,0,
4/01/1980 8:54:47 PM,7.383,22.415,0.538,1.030,1092.5,998.119,0.000,3.348,3.348,3.707,8.928,7.704,79.969,6.900,2.534,0,
4/01/1980 8:54:47 PM,7.452,22.412,0.538,1.031,1092.9,998.120,0.000,3.198,3.198,3.693,8.930,7.704,80.067,6.908,2.440,0,
4/01/1980 8:54:47 PM,7.526,22.406,0.538,1.031,1093.2,998.122,0.000,2.936,2.936,3.619,8.929,7.856,80.242,6.924,2.252,0,
4/01/1980 8:54:47 PM,7.584,22.398,0.538,1.031,1093.2,998.124,0.000,2.989,2.989,3.900,8.928,7.895,80.429,6.942,2.158,0,
4/01/1980 8:54:48 PM,7.620,22.392,0.538,1.030,1093.2,998.125,0.000,3.146,3.146,4.033,8.926,7.971,80.318,6.933,2.064,0,
4/01/1980 8:54:48 PM,7.628,22.390,0.538,1.031,1093.6,998.126,0.000,3.004,3.004,3.545,8.924,8.085,79.822,6.890,2.064,0,
4/01/1980 8:54:48 PM,7.624,22.389,0.538,1.031,1093.5,998.126,0.000,2.921,2.921,3.367,8.922,8.162,79.253,6.841,2.064,0,
4/01/1980 8:54:48 PM,7.633,22.388,0.538,1.031,1093.6,998.126,0.000,2.951,2.951,3.323,8.921,8.123,78.770,6.800,2.064,0,
4/01/1980 8:54:48 PM,7.660,22.389,0.538,1.031,1093.5,998.126,0.000,3.093,3.093,3.249,8.920,8.123,78.227,6.752,2.064,0,
4/01/1980 8:54:49 PM,7.733,22.388,0.538,1.031,1093.8,998.127,0.000,3.034,3.034,3.205,8.920,8.085,77.502,6.690,1.971,0,
4/01/1980 8:54:49 PM,7.809,22.384,0.538,1.031,1093.6,998.128,0.000,2.974,2.974,3.338,8.919,8.123,76.966,6.644,1.877,0,
4/01/1980 8:54:49 PM,7.880,22.382,0.538,1.031,1093.6,998.129,0.000,2.869,2.869,3.249,8.917,8.314,76.615,6.614,1.783,0,
4/01/1980 8:54:49 PM,7.941,22.379,0.538,1.030,1093.4,998.130,0.000,2.846,2.846,3.456,8.916,8.390,76.269,6.585,1.689,0,
4/01/1980 8:54:49 PM,7.983,22.372,0.538,1.030,1093.4,998.131,0.000,2.914,2.914,3.589,8.914,8.467,75.798,6.545,1.595,0,
4/01/1980 8:54:50 PM,8.006,22.367,0.538,1.030,1093.8,998.133,0.000,3.273,3.273,3.619,8.913,8.505,75.384,6.510,1.595,0,
4/01/1980 8:54:50 PM,8.015,22.365,0.538,1.030,1093.9,998.133,0.000,3.176,3.176,3.249,8.912,8.543,75.206,6.495,1.595,0,
4/01/1980 8:54:50 PM,8.017,22.364,0.539,1.031,1094.2,998.134,0.000,3.078,3.078,2.732,8.912,8.543,75.022,6.480,1.595,0,
4/01/1980 8:54:50 PM,8.023,22.363,0.539,1.031,1094.2,998.134,0.000,3.198,3.198,2.791,8.912,8.543,74.905,6.469,1.595,0,
4/01/1980 8:54:50 PM,8.044,22.361,0.538,1.030,1093.9,998.135,0.000,3.131,3.131,3.190,8.912,8.467,74.872,6.466,1.595,0,
4/01/1980 8:54:51 PM,8.069,22.360,0.539,1.031,1094.2,998.135,0.000,2.914,2.914,2.998,8.912,8.467,74.853,6.464,1.595,0,
4/01/1980 8:54:51 PM,8.130,22.359,0.539,1.031,1094.1,998.135,0.000,2.944,2.944,3.057,8.913,8.352,74.917,6.470,1.501,0,
4/01/1980 8:54:51 PM,8.233,22.354,0.539,1.030,1094.0,998.137,0.000,2.876,2.876,3.160,8.913,8.467,74.935,6.472,1.408,0,
4/01/1980 8:54:51 PM,8.321,22.345,0.538,1.030,1093.9,998.140,0.000,2.914,2.914,3.249,8.913,8.581,75.007,6.480,1.314,0,
4/01/1980 8:54:51 PM,8.375,22.333,0.539,1.030,1094.1,998.142,0.000,2.996,2.996,3.367,8.912,8.772,75.062,6.486,1.314,0,
4/01/1980 8:54:52 PM,8.415,22.327,0.539,1.030,1094.6,998.144,0.000,3.303,3.303,3.116,8.910,8.810,75.086,6.489,1.220,0,
4/01/1980 8:54:52 PM,8.426,22.326,0.539,1.030,1094.7,998.145,0.000,3.266,3.266,3.220,8.910,8.848,74.995,6.481,1.220,0,
4/01/1980 8:54:52 PM,8.436,22.325,0.539,1.031,1095.0,998.145,0.000,3.228,3.228,3.293,8.909,8.810,74.994,6.480,1.220,0,
4/01/1980 8:54:52 PM,8.451,22.325,0.539,1.030,1094.9,998.145,0.000,3.371,3.371,2.835,8.909,8.810,74.931,6.475,1.220,0,
4/01/1980 8:54:52 PM,8.491,22.324,0.539,1.030,1094.6,998.145,0.000,3.341,3.341,2.983,8.908,8.772,74.864,6.470,1.126,0,
4/01/1980 8:54:53 PM,8.560,22.324,0.539,1.030,1094.6,998.146,0.000,3.138,3.138,2.953,8.908,8.810,74.837,6.468,1.126,0,
4/01/1980 8:54:53 PM,8.640,22.317,0.539,1.030,1094.6,998.148,0.000,2.906,2.906,2.880,8.907,8.924,74.792,6.465,1.032,0,
4/01/1980 8:54:53 PM,8.711,22.301,0.539,1.030,1095.3,998.152,0.000,2.831,2.831,2.806,8.906,8.963,74.622,6.452,1.032,0,
4/01/1980 8:54:53 PM,8.776,22.290,0.539,1.030,1095.6,998.155,0.000,2.831,2.831,2.702,8.904,9.077,74.454,6.439,0.938,0,
4/01/1980 8:54:53 PM,8.827,22.284,0.539,1.030,1095.7,998.156,0.000,2.936,2.936,2.673,8.901,9.115,74.077,6.407,0.938,0,
4/01/1980 8:54:54 PM,8.867,22.276,0.540,1.030,1096.1,998.159,0.000,3.011,3.011,2.643,8.898,9.191,73.608,6.367,0.845,0,
4/01/1980 8:54:54 PM,8.906,22.270,0.539,1.030,1096.0,998.160,0.000,3.063,3.063,2.732,8.895,9.230,73.079,6.322,0.845,0,
4/01/1980 8:54:54 PM,8.940,22.262,0.540,1.030,1096.4,998.162,0.000,2.989,2.989,2.791,8.892,9.268,72.430,6.267,0.845,0,
4/01/1980 8:54:54 PM,8.965,22.255,0.540,1.030,1096.5,998.164,0.000,2.996,2.996,3.042,8.889,9.344,71.778,6.211,0.845,0,
4/01/1980 8:54:54 PM,8.993,22.251,0.540,1.030,1096.8,998.165,0.000,2.959,2.959,2.791,8.885,9.382,71.053,6.149,0.845,0,
4/01/1980 8:54:55 PM,9.047,22.247,0.540,1.031,1097.0,998.166,0.000,3.071,3.071,2.747,8.882,9.344,70.377,6.091,0.751,0,
4/01/1980 8:54:55 PM,9.169,22.229,0.540,1.031,1097.6,998.171,0.000,2.966,2.966,2.850,8.876,9.496,69.168,5.988,0.657,0,
4/01/1980 8:54:55 PM,9.246,22.216,0.541,1.031,1098.3,998.175,0.000,2.809,2.809,2.584,8.869,9.687,68.034,5.892,0.657,0,
4/01/1980 8:54:55 PM,9.305,22.206,0.541,1.031,1098.7,998.178,0.000,2.831,2.831,2.392,8.860,9.916,66.283,5.741,0.657,0,
4/01/1980 8:54:55 PM,9.341,22.200,0.541,1.031,1098.5,998.179,0.000,2.936,2.936,2.318,8.851,10.145,63.988,5.543,0.563,0,
4/01/1980 8:54:56 PM,9.368,22.197,0.541,1.031,1099.1,998.180,0.000,2.974,2.974,2.540,8.842,10.297,61.641,5.339,0.563,0,
4/01/1980 8:54:56 PM,9.394,22.194,0.541,1.031,1099.0,998.181,0.000,2.861,2.861,2.658,8.834,10.374,59.391,5.145,0.563,0,
4/01/1980 8:54:56 PM,9.419,22.192,0.541,1.031,1098.9,998.181,0.000,2.854,2.854,2.481,8.826,10.450,57.431,4.975,0.563,0,
4/01/1980 8:54:56 PM,9.448,22.190,0.541,1.031,1098.9,998.182,0.000,2.876,2.876,2.466,8.818,10.526,55.642,4.820,0.563,0,
4/01/1980 8:54:56 PM,9.492,22.186,0.541,1.031,1098.9,998.183,0.000,2.824,2.824,2.362,8.810,10.526,53.987,4.677,0.563,0,
4/01/1980 8:54:57 PM,9.555,22.179,0.541,1.031,1099.0,998.185,0.000,2.824,2.824,2.717,8.803,10.603,52.401,4.541,0.563,0,
4/01/1980 8:54:57 PM,9.629,22.167,0.541,1.031,1099.1,998.188,0.000,2.779,2.779,2.820,8.794,10.793,50.665,4.392,0.469,0,
4/01/1980 8:54:57 PM,9.696,22.155,0.541,1.031,1099.5,998.191,0.000,2.831,2.831,3.072,8.785,10.984,48.691,4.221,0.469,0,
4/01/1980 8:54:57 PM,9.750,22.146,0.541,1.031,1099.8,998.194,0.000,2.876,2.876,3.323,8.776,11.175,46.547,4.037,0.469,0,
4/01/1980 8:54:57 PM,9.784,22.140,0.541,1.031,1100.3,998.195,0.000,2.899,2.899,3.619,8.767,11.365,44.509,3.860,0.375,0,
4/01/1980 8:54:58 PM,9.815,22.136,0.541,1.031,1100.2,998.197,0.000,3.101,3.101,5.349,8.759,11.480,42.753,3.708,0.375,0,
4/01/1980 8:54:58 PM,9.864,22.130,0.542,1.031,1100.5,998.198,0.000,2.884,2.884,3.929,8.748,11.518,40.577,3.519,0.375,0,
4/01/1980 8:54:58 PM,9.891,22.126,0.542,1.031,1100.7,998.199,0.000,2.966,2.966,4.048,8.740,11.632,39.364,3.414,0.375,0,
4/01/1980 8:54:58 PM,9.908,22.123,0.542,1.031,1100.4,998.200,0.000,2.929,2.929,4.018,8.734,11.632,38.249,3.318,0.375,0,
4/01/1980 8:54:58 PM,9.937,22.118,0.542,1.031,1100.6,998.201,0.000,2.929,2.929,4.092,8.728,11.632,37.212,3.228,0.375,0,
4/01/1980 8:54:59 PM,10.002,22.115,0.542,1.031,1100.9,998.202,0.000,2.786,2.786,4.314,8.722,11.594,36.275,3.147,0.375,0,
4/01/1980 8:54:59 PM,10.090,22.109,0.542,1.031,1101.2,998.204,0.000,2.831,2.831,5.024,8.715,11.747,35.295,3.063,0.375,0,
4/01/1980 8:54:59 PM,10.151,22.103,0.542,1.031,1101.4,998.206,0.000,3.086,3.086,6.178,8.707,11.937,34.004,2.951,0.282,0,
4/01/1980 8:54:59 PM,10.181,22.096,0.542,1.031,1101.6,998.208,0.000,3.168,3.168,7.037,8.699,12.204,32.387,2.811,0.282,0,
4/01/1980 8:54:59 PM,10.204,22.088,0.542,1.031,1101.8,998.210,0.000,3.183,3.183,7.393,8.691,12.357,30.717,2.666,0.282,0,
4/01/1980 8:55:00 PM,10.231,22.084,0.542,1.031,1101.9,998.211,0.000,3.243,3.243,7.927,8.683,12.395,29.222,2.536,0.282,0,
4/01/1980 8:55:00 PM,10.262,22.079,0.542,1.031,1101.7,998.212,0.000,3.565,3.565,10.686,8.676,12.471,27.846,2.418,0.282,0,
4/01/1980 8:55:00 PM,10.306,22.061,0.542,1.030,1101.2,998.216,0.000,4.322,4.322,11.695,8.669,12.471,26.584,2.309,0.282,0,
4/01/1980 8:55:00 PM,10.357,21.994,0.542,1.030,1102.4,998.232,0.000,3.783,3.783,7.230,8.662,12.510,25.390,2.207,0.282,0,
4/01/1980 8:55:01 PM,10.420,21.908,0.543,1.028,1103.5,998.252,0.000,3.333,3.333,4.920,8.653,12.128,24.155,2.103,0.188,0,
4/01/1980 8:55:01 PM,10.487,21.816,0.543,1.027,1104.5,998.274,0.000,3.311,3.311,3.264,8.639,6.712,22.699,1.980,0.188,0,
4/01/1980 8:55:01 PM,10.537,21.706,0.544,1.026,1106.0,998.299,0.000,3.423,3.423,2.377,8.615,-19.223,20.925,1.829,0.188,0,
4/01/1980 8:55:01 PM,10.577,21.565,0.545,1.025,1109.1,998.332,0.000,3.670,3.670,1.949,8.575,-84.480,18.065,1.583,0.188,0,
4/01/1980 8:55:01 PM,10.590,21.513,0.546,1.025,1110.3,998.344,0.000,3.895,3.895,3.205,8.552,-120.218,16.408,1.439,0.188,0,
4/01/1980 8:55:02 PM,10.602,21.500,0.546,1.026,1111.2,998.348,0.000,3.940,3.940,2.481,8.529,-146.954,14.993,1.315,0.188,0,
4/01/1980 8:55:02 PM,10.624,21.468,0.545,1.023,1109.2,998.354,0.000,4.022,4.022,2.096,8.509,-167.397,13.811,1.212,0.094,0,
4/01/1980 8:55:02 PM,10.645,21.414,0.546,1.023,1110.4,998.367,0.000,4.187,4.187,1.934,8.488,-183.873,12.770,1.122,0.094,0,
4/01/1980 8:55:02 PM,10.691,21.392,0.544,1.019,1106.4,998.370,0.000,4.292,4.292,1.919,8.469,-197.680,11.851,1.044,0.188,0,
4/01/1980 8:55:02 PM,10.770,21.189,0.544,1.015,1107.9,998.415,0.000,4.487,4.487,2.096,8.446,-209.427,10.967,0.969,0.094,0,
4/01/1980 8:55:03 PM,10.857,21.017,0.546,1.014,1111.9,998.455,0.000,4.569,4.569,2.156,8.415,-221.212,10.038,0.889,0.094,0,
4/01/1980 8:55:03 PM,10.911,20.938,0.547,1.014,1113.4,998.473,0.000,4.674,4.674,2.170,8.379,-235.362,9.042,0.802,0.094,0,
4/01/1980 8:55:03 PM,10.932,20.889,0.548,1.015,1116.0,998.484,0.000,4.764,4.764,2.067,8.342,-248.597,8.126,0.721,0.094,0,
4/01/1980 8:55:03 PM,10.934,20.867,0.548,1.016,1117.1,998.490,0.000,4.696,4.696,1.978,8.307,-259.352,7.355,0.653,0.094,0,
4/01/1980 8:55:03 PM,10.940,20.863,0.548,1.015,1117.1,998.491,0.000,4.591,4.591,1.860,8.276,-268.010,6.725,0.597,0.094,0,
4/01/1980 8:55:04 PM,10.949,20.860,0.549,1.016,1117.7,998.492,0.000,4.599,4.599,1.919,8.247,-274.875,6.203,0.551,0.094,0,
4/01/1980 8:55:04 PM,10.974,20.868,0.547,1.014,1115.3,998.489,0.000,4.614,4.614,1.949,8.221,-280.673,5.781,0.513,0.094,0,
4/01/1980 8:55:04 PM,11.012,20.859,0.547,1.013,1114.6,998.491,0.000,4.681,4.681,1.993,8.195,-285.555,5.420,0.481,0.094,0,
4/01/1980 8:55:04 PM,11.108,20.798,0.547,1.012,1114.7,998.504,0.000,4.891,4.891,2.170,8.157,-291.657,4.919,0.437,0.000,0,
4/01/1980 8:55:04 PM,11.184,20.764,0.547,1.011,1115.3,998.512,0.000,5.311,5.311,2.584,8.130,-294.861,4.589,0.408,0.000,0,
4/01/1980 8:55:05 PM,11.249,20.734,0.548,1.011,1116.0,998.519,0.000,5.887,5.887,3.678,8.101,-297.721,4.238,0.377,0.000,0,
4/01/1980 8:55:05 PM,11.295,20.716,0.548,1.012,1117.1,998.524,0.000,8.501,8.501,8.356,8.073,-300.200,3.912,0.348,0.000,0,

