// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:1980/01/04 20:38:12
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=

PreHeat=1000
Interval=200
SampleCnt=261

StartTime=1980/01/04 20:38:12
EndTime=1980/01/04 20:39:05

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=-0.009
StartDepthA=0.327058873416032
StartDepthB=0.326043606129104

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [�S/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [�g/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [�mol/(m2*s)],Mark,
4/01/1980 8:38:16 PM,0.963,23.261,0.526,1.026,1066.7,997.881,0.000,4.097,4.097,9.157,8.328,40.962,104.089,8.837,392.440,0,
4/01/1980 8:38:16 PM,0.976,23.259,0.526,1.026,1066.6,997.882,0.000,4.015,4.015,8.757,8.325,41.191,104.149,8.843,378.834,0,
4/01/1980 8:38:16 PM,1.016,23.259,0.526,1.026,1066.7,997.882,0.000,4.292,4.292,8.742,8.322,41.343,104.186,8.846,365.696,0,
4/01/1980 8:38:16 PM,1.066,23.259,0.526,1.026,1066.7,997.882,0.000,4.120,4.120,8.608,8.319,41.420,104.195,8.846,397.696,0,
4/01/1980 8:38:16 PM,1.095,23.257,0.526,1.026,1067.1,997.883,0.000,4.000,4.000,8.534,8.315,41.458,104.240,8.851,334.259,0,
4/01/1980 8:38:17 PM,1.104,23.257,0.526,1.027,1067.5,997.883,0.000,3.947,3.947,9.869,8.312,41.534,104.313,8.857,331.257,0,
4/01/1980 8:38:17 PM,1.131,23.258,0.526,1.027,1067.7,997.883,0.000,3.917,3.917,9.810,8.310,41.763,104.409,8.865,317.368,0,
4/01/1980 8:38:17 PM,1.158,23.257,0.526,1.027,1067.7,997.883,0.000,4.060,4.060,8.757,8.307,41.954,104.460,8.870,318.213,0,
4/01/1980 8:38:17 PM,1.198,23.257,0.526,1.027,1067.9,997.883,0.000,4.165,4.165,9.810,8.305,42.106,104.503,8.873,294.565,0,
4/01/1980 8:38:17 PM,1.244,23.259,0.526,1.027,1067.8,997.883,0.000,4.165,4.165,9.380,8.301,42.221,104.510,8.873,272.325,0,
4/01/1980 8:38:18 PM,1.269,23.259,0.526,1.027,1067.9,997.883,0.000,4.209,4.209,9.825,8.299,42.297,104.552,8.877,257.967,0,
4/01/1980 8:38:18 PM,1.284,23.255,0.526,1.027,1068.0,997.884,0.000,4.127,4.127,9.291,8.296,42.526,104.562,8.879,260.970,0,
4/01/1980 8:38:18 PM,1.316,23.254,0.526,1.027,1067.8,997.885,0.000,4.052,4.052,9.276,8.293,42.716,104.631,8.885,247.363,0,
4/01/1980 8:38:18 PM,1.362,23.252,0.526,1.027,1068.1,997.885,0.000,3.880,3.880,9.439,8.291,42.793,104.599,8.882,242.484,0,
4/01/1980 8:38:18 PM,1.425,23.247,0.526,1.027,1068.0,997.887,0.000,4.037,4.037,9.454,8.289,42.449,104.558,8.879,203.821,0,
4/01/1980 8:38:19 PM,1.431,23.243,0.526,1.027,1067.8,997.888,0.000,3.625,3.625,8.757,8.289,42.449,104.567,8.881,222.214,0,
4/01/1980 8:38:19 PM,1.441,23.243,0.526,1.026,1067.7,997.888,0.000,3.580,3.580,8.519,8.288,42.678,104.615,8.885,205.135,0,
4/01/1980 8:38:19 PM,1.469,23.243,0.526,1.027,1067.8,997.888,0.000,3.872,3.872,8.579,8.287,42.869,104.679,8.890,195.657,0,
4/01/1980 8:38:19 PM,1.513,23.243,0.526,1.027,1067.9,997.888,0.000,3.603,3.603,8.282,8.287,42.869,104.608,8.885,184.490,0,
4/01/1980 8:38:19 PM,1.546,23.243,0.526,1.027,1068.0,997.888,0.000,3.872,3.872,9.647,8.286,42.755,104.650,8.889,181.487,0,
4/01/1980 8:38:20 PM,1.567,23.244,0.526,1.027,1067.8,997.888,0.000,3.850,3.850,9.424,8.286,42.831,104.609,8.885,170.039,0,
4/01/1980 8:38:20 PM,1.592,23.244,0.526,1.027,1068.0,997.888,0.000,3.932,3.932,9.632,8.287,42.907,104.665,8.890,168.631,0,
4/01/1980 8:38:20 PM,1.624,23.244,0.526,1.027,1067.9,997.888,0.000,3.708,3.708,9.365,8.287,42.945,104.620,8.885,166.942,0,
4/01/1980 8:38:20 PM,1.658,23.243,0.526,1.026,1067.4,997.889,0.000,3.550,3.550,9.142,8.287,43.022,104.656,8.889,161.593,0,
4/01/1980 8:38:21 PM,1.700,23.242,0.526,1.026,1067.7,997.889,0.000,3.865,3.865,9.810,8.287,42.983,104.694,8.892,149.769,0,
4/01/1980 8:38:21 PM,1.729,23.236,0.526,1.026,1067.8,997.891,0.000,3.850,3.850,10.804,8.288,42.907,104.690,8.893,144.608,0,
4/01/1980 8:38:21 PM,1.750,23.231,0.526,1.027,1068.1,997.892,0.000,4.307,4.307,11.487,8.289,42.983,104.615,8.887,143.857,0,
4/01/1980 8:38:21 PM,1.790,23.223,0.526,1.026,1067.5,997.894,0.000,4.202,4.202,10.225,8.290,42.983,104.596,8.887,144.608,0,
4/01/1980 8:38:21 PM,1.844,23.204,0.526,1.025,1067.6,997.899,0.000,4.127,4.127,11.027,8.292,42.945,104.742,8.902,126.591,0,
4/01/1980 8:38:22 PM,1.882,23.187,0.526,1.025,1067.5,997.903,0.000,3.970,3.970,9.914,8.291,42.869,104.727,8.903,128.186,0,
4/01/1980 8:38:22 PM,1.897,23.173,0.526,1.025,1068.1,997.907,0.000,3.813,3.813,9.291,8.292,42.983,104.687,8.902,117.957,0,
4/01/1980 8:38:22 PM,1.914,23.171,0.526,1.025,1067.7,997.907,0.000,3.902,3.902,10.448,8.292,43.250,104.718,8.905,119.365,0,
4/01/1980 8:38:22 PM,1.956,23.169,0.526,1.025,1067.8,997.908,0.000,3.857,3.857,9.765,8.292,43.327,104.824,8.916,117.207,0,
4/01/1980 8:38:22 PM,2.018,23.158,0.525,1.023,1066.6,997.910,0.000,3.857,3.857,9.231,8.292,43.212,104.957,8.928,109.136,0,
4/01/1980 8:38:23 PM,2.065,23.103,0.525,1.022,1066.3,997.923,0.000,4.097,4.097,9.528,8.292,42.945,104.926,8.934,100.785,0,
4/01/1980 8:38:23 PM,2.084,23.041,0.526,1.022,1067.6,997.939,0.000,4.135,4.135,9.127,8.293,42.983,104.806,8.936,97.876,0,
4/01/1980 8:38:23 PM,2.098,23.005,0.526,1.020,1067.1,997.947,0.000,3.977,3.977,9.617,8.294,43.174,104.974,8.954,98.720,0,
4/01/1980 8:38:23 PM,2.128,22.979,0.525,1.020,1067.0,997.953,0.000,3.970,3.970,9.365,8.296,42.983,105.299,8.985,93.277,0,
4/01/1980 8:38:23 PM,2.176,22.953,0.526,1.019,1067.4,997.960,0.000,4.090,4.090,9.973,8.297,42.869,105.754,9.032,89.055,0,
4/01/1980 8:38:24 PM,2.224,22.907,0.525,1.018,1067.2,997.971,0.000,3.970,3.970,8.668,8.298,42.793,105.945,9.054,86.896,0,
4/01/1980 8:38:24 PM,2.251,22.858,0.526,1.018,1068.7,997.983,0.000,3.910,3.910,8.104,8.300,42.793,106.098,9.074,81.266,0,
4/01/1980 8:38:24 PM,2.274,22.839,0.526,1.018,1069.1,997.988,0.000,3.947,3.947,8.534,8.300,43.060,106.079,9.077,77.981,0,
4/01/1980 8:38:24 PM,2.312,22.825,0.526,1.018,1069.3,997.991,0.000,3.985,3.985,7.778,8.300,43.136,105.774,9.053,77.043,0,
4/01/1980 8:38:24 PM,2.377,22.798,0.526,1.017,1069.2,997.998,0.000,4.120,4.120,9.291,8.300,43.174,105.435,9.028,72.820,0,
4/01/1980 8:38:25 PM,2.430,22.767,0.527,1.017,1069.7,998.006,0.000,4.329,4.329,9.988,8.301,43.136,104.715,8.971,66.814,0,
4/01/1980 8:38:25 PM,2.489,22.743,0.527,1.017,1070.0,998.012,0.000,3.857,3.857,7.363,8.300,43.441,103.579,8.878,63.718,0,
4/01/1980 8:38:25 PM,2.524,22.737,0.527,1.017,1070.4,998.013,0.000,3.723,3.723,6.815,8.299,43.822,102.755,8.808,59.213,0,
4/01/1980 8:38:25 PM,2.566,22.734,0.527,1.017,1069.9,998.014,0.000,3.640,3.640,6.149,8.297,44.204,101.918,8.738,57.712,0,
4/01/1980 8:38:25 PM,2.612,22.726,0.526,1.016,1069.2,998.016,0.000,3.535,3.535,5.601,8.296,44.433,101.001,8.660,54.709,0,
4/01/1980 8:38:26 PM,2.633,22.715,0.527,1.016,1070.0,998.019,0.000,3.401,3.401,6.030,8.294,44.738,99.989,8.575,53.395,0,
4/01/1980 8:38:26 PM,2.646,22.712,0.527,1.016,1069.9,998.020,0.000,3.363,3.363,6.060,8.291,45.234,98.964,8.488,52.551,0,
4/01/1980 8:38:26 PM,2.677,22.713,0.526,1.016,1069.6,998.020,0.000,3.348,3.348,6.386,8.288,45.577,97.823,8.390,51.049,0,
4/01/1980 8:38:26 PM,2.728,22.704,0.526,1.015,1068.9,998.022,0.000,3.528,3.528,6.401,8.286,45.806,96.877,8.312,49.266,0,
4/01/1980 8:38:26 PM,2.789,22.688,0.526,1.014,1068.5,998.025,0.000,3.258,3.258,5.660,8.283,45.806,95.885,8.229,46.545,0,
4/01/1980 8:38:27 PM,2.835,22.676,0.526,1.014,1068.7,998.028,0.000,3.311,3.311,5.512,8.285,44.547,94.989,8.153,43.448,0,
4/01/1980 8:38:27 PM,2.858,22.672,0.526,1.014,1069.1,998.030,0.000,3.273,3.273,6.075,8.285,45.310,94.258,8.090,42.510,0,
4/01/1980 8:38:27 PM,2.883,22.671,0.526,1.014,1069.0,998.030,0.000,3.386,3.386,5.764,8.282,45.844,93.605,8.034,42.040,0,
4/01/1980 8:38:27 PM,2.921,22.670,0.526,1.014,1068.4,998.030,0.000,3.236,3.236,5.275,8.280,46.302,93.076,7.989,40.539,0,
4/01/1980 8:38:27 PM,2.967,22.665,0.526,1.014,1068.5,998.032,0.000,3.198,3.198,5.320,8.276,46.797,92.658,7.954,39.507,0,
4/01/1980 8:38:28 PM,2.996,22.660,0.526,1.014,1068.6,998.033,0.000,3.236,3.236,4.802,8.273,47.255,92.202,7.916,38.099,0,
4/01/1980 8:38:28 PM,3.015,22.659,0.526,1.014,1068.9,998.033,0.000,3.191,3.191,5.349,8.270,47.446,91.876,7.888,37.348,0,
4/01/1980 8:38:28 PM,3.063,22.657,0.526,1.014,1068.7,998.034,0.000,3.490,3.490,6.178,8.266,48.056,91.543,7.860,36.316,0,
4/01/1980 8:38:28 PM,3.103,22.652,0.526,1.013,1068.6,998.035,0.000,3.093,3.093,5.394,8.262,48.514,91.340,7.843,35.190,0,
4/01/1980 8:38:28 PM,3.143,22.643,0.526,1.013,1068.9,998.038,0.000,3.116,3.116,6.445,8.258,48.895,91.159,7.830,34.064,0,
4/01/1980 8:38:29 PM,3.183,22.636,0.526,1.013,1069.0,998.039,0.000,3.071,3.071,5.349,8.255,49.200,91.008,7.817,33.126,0,
4/01/1980 8:38:29 PM,3.212,22.633,0.526,1.014,1069.4,998.040,0.000,3.161,3.161,5.823,8.251,49.429,90.744,7.795,32.093,0,
4/01/1980 8:38:29 PM,3.242,22.634,0.526,1.014,1069.2,998.040,0.000,3.416,3.416,5.764,8.249,49.734,90.581,7.781,31.718,0,
4/01/1980 8:38:29 PM,3.282,22.634,0.526,1.013,1069.1,998.040,0.000,3.296,3.296,6.845,8.246,50.039,90.324,7.759,30.873,0,
4/01/1980 8:38:29 PM,3.334,22.634,0.526,1.013,1069.0,998.041,0.000,3.326,3.326,6.371,8.243,50.306,90.051,7.735,29.654,0,
4/01/1980 8:38:30 PM,3.366,22.633,0.526,1.014,1069.3,998.041,0.000,3.341,3.341,6.845,8.241,50.421,89.783,7.713,28.621,0,
4/01/1980 8:38:30 PM,3.387,22.633,0.526,1.013,1069.2,998.041,0.000,3.438,3.438,7.497,8.239,50.611,89.532,7.691,28.246,0,
4/01/1980 8:38:30 PM,3.416,22.634,0.526,1.013,1069.0,998.041,0.000,3.393,3.393,6.252,8.237,50.917,89.321,7.673,27.683,0,
4/01/1980 8:38:30 PM,3.458,22.633,0.526,1.014,1069.4,998.042,0.000,3.153,3.153,5.601,8.235,51.184,89.127,7.656,26.932,0,
4/01/1980 8:38:30 PM,3.504,22.633,0.526,1.013,1069.2,998.042,0.000,3.258,3.258,5.660,8.233,51.527,89.015,7.647,25.994,0,
4/01/1980 8:38:31 PM,3.544,22.633,0.526,1.014,1069.2,998.042,0.000,3.640,3.640,6.327,8.231,51.756,88.772,7.626,25.243,0,
4/01/1980 8:38:31 PM,3.573,22.633,0.526,1.014,1069.5,998.042,0.000,3.573,3.573,6.815,8.230,51.832,88.557,7.607,24.586,0,
4/01/1980 8:38:31 PM,3.607,22.634,0.526,1.014,1069.6,998.042,0.000,3.543,3.543,6.312,8.228,52.023,88.357,7.590,23.929,0,
4/01/1980 8:38:31 PM,3.666,22.627,0.527,1.014,1070.0,998.044,0.000,3.655,3.655,6.786,8.225,52.785,88.153,7.573,22.991,0,
4/01/1980 8:38:31 PM,3.718,22.624,0.527,1.015,1071.3,998.046,0.000,3.618,3.618,6.830,8.222,52.938,88.202,7.578,22.146,0,
4/01/1980 8:38:32 PM,3.756,22.621,0.528,1.016,1072.1,998.047,0.000,3.528,3.528,5.719,8.221,52.976,88.376,7.593,21.208,0,
4/01/1980 8:38:32 PM,3.779,22.618,0.528,1.016,1071.9,998.047,0.000,3.431,3.431,5.068,8.221,52.938,88.384,7.595,20.833,0,
4/01/1980 8:38:32 PM,3.813,22.617,0.527,1.015,1070.9,998.048,0.000,3.408,3.408,5.024,8.221,53.091,88.038,7.565,20.457,0,
4/01/1980 8:38:32 PM,3.851,22.607,0.527,1.014,1070.3,998.050,0.000,3.093,3.093,4.639,8.220,53.281,87.325,7.505,19.706,0,
4/01/1980 8:38:32 PM,3.892,22.600,0.527,1.014,1070.1,998.052,0.000,2.989,2.989,4.565,8.219,53.510,86.643,7.448,19.050,0,
4/01/1980 8:38:33 PM,3.928,22.597,0.527,1.014,1070.4,998.052,0.000,3.176,3.176,5.335,8.219,53.624,85.923,7.386,18.487,0,
4/01/1980 8:38:33 PM,3.949,22.591,0.527,1.014,1070.4,998.054,0.000,3.101,3.101,4.979,8.219,53.663,85.317,7.335,18.111,0,
4/01/1980 8:38:33 PM,3.972,22.589,0.527,1.014,1070.4,998.055,0.000,3.123,3.123,5.261,8.220,53.777,84.834,7.294,17.736,0,
4/01/1980 8:38:33 PM,4.018,22.583,0.527,1.013,1070.0,998.056,0.000,3.078,3.078,4.447,8.219,54.044,84.341,7.252,17.173,0,
4/01/1980 8:38:33 PM,4.067,22.576,0.526,1.013,1069.8,998.058,0.000,2.981,2.981,4.846,8.219,54.273,83.883,7.213,16.516,0,
4/01/1980 8:38:34 PM,4.104,22.571,0.527,1.013,1070.4,998.059,0.000,2.996,2.996,5.631,8.219,54.349,83.488,7.180,15.953,0,
4/01/1980 8:38:34 PM,4.138,22.570,0.527,1.013,1070.5,998.060,0.000,3.011,3.011,4.876,8.219,54.425,83.197,7.155,15.577,0,
4/01/1980 8:38:34 PM,4.174,22.568,0.527,1.013,1070.4,998.060,0.000,2.884,2.884,4.166,8.219,54.616,82.979,7.136,15.202,0,
4/01/1980 8:38:34 PM,4.233,22.566,0.527,1.013,1070.0,998.061,0.000,2.869,2.869,4.299,8.218,54.921,82.590,7.103,14.545,0,
4/01/1980 8:38:35 PM,4.272,22.566,0.527,1.013,1070.3,998.061,0.000,2.891,2.891,4.447,8.218,54.998,82.295,7.079,14.076,0,
4/01/1980 8:38:35 PM,4.310,22.565,0.526,1.013,1069.9,998.061,0.000,2.869,2.869,4.462,8.218,55.226,82.058,7.058,13.701,0,
4/01/1980 8:38:35 PM,4.339,22.562,0.527,1.013,1070.0,998.062,0.000,2.959,2.959,4.565,8.217,55.379,81.865,7.042,13.419,0,
4/01/1980 8:38:35 PM,4.361,22.561,0.527,1.013,1070.3,998.063,0.000,2.996,2.996,4.772,8.217,55.493,81.805,7.037,13.138,0,
4/01/1980 8:38:35 PM,4.388,22.560,0.527,1.013,1070.2,998.063,0.000,2.929,2.929,4.462,8.217,55.646,81.639,7.023,12.950,0,
4/01/1980 8:38:36 PM,4.426,22.559,0.526,1.012,1069.7,998.063,0.000,2.959,2.959,4.462,8.216,55.875,81.519,7.013,12.575,0,
4/01/1980 8:38:36 PM,4.465,22.554,0.527,1.012,1070.0,998.065,0.000,2.981,2.981,4.669,8.215,56.104,81.550,7.016,12.199,0,
4/01/1980 8:38:36 PM,4.505,22.551,0.527,1.013,1070.3,998.066,0.000,3.034,3.034,4.536,8.214,56.180,81.488,7.011,11.918,0,
4/01/1980 8:38:36 PM,4.547,22.550,0.527,1.013,1070.4,998.066,0.000,2.989,2.989,4.299,8.213,56.332,81.454,7.008,11.542,0,
4/01/1980 8:38:36 PM,4.595,22.547,0.527,1.013,1070.7,998.067,0.000,2.996,2.996,4.432,8.212,56.523,81.394,7.003,11.073,0,
4/01/1980 8:38:37 PM,4.640,22.546,0.527,1.013,1070.7,998.068,0.000,3.034,3.034,4.905,8.212,56.714,81.384,7.003,10.698,0,
4/01/1980 8:38:37 PM,4.673,22.545,0.527,1.013,1070.6,998.068,0.000,2.981,2.981,4.388,8.212,56.676,81.257,6.992,10.510,0,
4/01/1980 8:38:37 PM,4.705,22.544,0.527,1.013,1070.8,998.068,0.000,2.951,2.951,4.343,8.211,57.171,81.082,6.977,10.229,0,
4/01/1980 8:38:37 PM,4.753,22.545,0.527,1.013,1070.5,998.068,0.000,2.996,2.996,4.432,8.210,57.095,80.930,6.964,9.947,0,
4/01/1980 8:38:37 PM,4.803,22.542,0.527,1.013,1070.5,998.069,0.000,2.981,2.981,4.506,8.210,57.324,80.797,6.953,9.572,0,
4/01/1980 8:38:38 PM,4.850,22.537,0.527,1.012,1070.3,998.070,0.000,3.011,3.011,4.728,8.210,57.362,80.493,6.927,9.103,0,
4/01/1980 8:38:38 PM,4.875,22.537,0.527,1.012,1070.5,998.071,0.000,2.944,2.944,4.417,8.211,57.438,80.428,6.921,8.915,0,
4/01/1980 8:38:38 PM,4.912,22.537,0.527,1.013,1070.8,998.071,0.000,3.004,3.004,5.231,8.211,57.667,80.348,6.915,8.821,0,
4/01/1980 8:38:38 PM,4.954,22.535,0.527,1.013,1070.8,998.071,0.000,3.198,3.198,6.549,8.211,57.896,80.238,6.906,8.446,0,
