Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [�S/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [�g/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [�mol/(m2*s)],Depth [m],,,
4/1/1980 21:07,4.299,22.587,0.533,1.025,1082.4,998.061,0,3.371,3.371,5.438,8.943,-4.081,95.665,8.227,24.117,4.299,,,
4/1/1980 21:07,4.353,22.584,0.533,1.025,1082.3,998.062,0,3.153,3.153,5.275,8.942,-3.967,95.636,8.225,23.085,4.353,,,
4/1/1980 21:07,4.408,22.582,0.533,1.025,1082.6,998.063,0,3.116,3.116,6.297,8.942,-3.891,95.516,8.215,22.146,4.408,,,
4/1/1980 21:07,4.458,22.582,0.533,1.025,1082.5,998.063,0,3.138,3.138,5.897,8.941,-3.738,95.416,8.207,21.208,4.458,,,
4/1/1980 21:07,4.487,22.581,0.533,1.025,1082.6,998.063,0,3.138,3.138,5.379,8.94,-3.662,95.391,8.205,20.551,4.487,,,
4/1/1980 21:07,4.504,22.582,0.533,1.025,1082.8,998.063,0,3.198,3.198,5.039,8.94,-3.624,95.377,8.204,20.27,4.504,,,
4/1/1980 21:07,4.523,22.582,0.533,1.025,1082.9,998.063,0,3.131,3.131,5.098,8.939,-3.586,95.251,8.193,19.988,4.523,,,
4/1/1980 21:07,4.548,22.581,0.533,1.025,1082.9,998.064,0,3.093,3.093,5.32,8.938,-3.547,95.003,8.171,19.706,4.548,,,
4/1/1980 21:07,4.582,22.582,0.533,1.025,1082.7,998.064,0,3.303,3.303,5.527,8.938,-3.509,94.933,8.165,19.237,4.582,,,
4/1/1980 21:07,4.624,22.581,0.533,1.025,1082.7,998.064,0,3.168,3.168,5.734,8.938,-3.471,94.756,8.15,18.768,4.624,,,
4/1/1980 21:07,4.674,22.58,0.533,1.025,1082.7,998.064,0,3.153,3.153,6.075,8.937,-3.395,94.585,8.136,18.017,4.674,,,
4/1/1980 21:07,4.725,22.58,0.533,1.025,1083,998.065,0,3.273,3.273,6.016,8.936,-3.28,94.419,8.121,17.36,4.725,,,
4/1/1980 21:07,4.783,22.578,0.533,1.025,1083.1,998.066,0,3.431,3.431,5.172,8.936,-3.204,94.237,8.106,16.704,4.783,,,
4/1/1980 21:07,4.84,22.568,0.533,1.025,1083,998.068,0,3.221,3.221,5.231,8.935,-3.128,94.083,8.094,15.953,4.84,,,
4/1/1980 21:07,4.884,22.55,0.533,1.025,1083.3,998.073,0,3.101,3.101,5.527,8.934,-3.052,93.992,8.089,15.296,4.884,,,
4/1/1980 21:07,4.918,22.535,0.533,1.025,1083.5,998.076,0,3.176,3.176,5.571,8.933,-2.937,93.759,8.071,14.827,4.918,,,
4/1/1980 21:07,4.932,22.531,0.534,1.025,1083.8,998.077,0,3.423,3.423,5.024,8.932,-2.861,93.6,8.058,14.639,4.932,,,
4/1/1980 21:07,4.947,22.53,0.533,1.025,1083.6,998.078,0,3.221,3.221,5.231,8.931,-2.861,93.392,8.041,14.545,4.947,,,
4/1/1980 21:07,4.966,22.529,0.533,1.025,1083.6,998.078,0,3.093,3.093,5.231,8.931,-2.823,93.37,8.039,14.264,4.966,,,
4/1/1980 21:07,4.993,22.526,0.533,1.025,1083.6,998.079,0,3.093,3.093,4.743,8.931,-2.823,93.25,8.029,13.982,4.993,,,
4/1/1980 21:07,5.014,22.519,0.534,1.025,1083.9,998.081,0,3.101,3.101,4.891,8.93,-2.746,93.122,8.019,13.795,5.014,,,
4/1/1980 21:07,5.035,22.515,0.534,1.025,1084.3,998.082,0,3.138,3.138,5.379,8.93,-2.708,93.006,8.009,13.607,5.035,,,
4/1/1980 21:07,5.073,22.515,0.534,1.025,1083.9,998.082,0,3.078,3.078,4.846,8.929,-2.67,92.931,8.003,13.325,5.073,,,
4/1/1980 21:07,5.128,22.511,0.534,1.025,1084,998.083,0,3.071,3.071,5.053,8.929,-2.632,92.895,8.001,12.856,5.128,,,
4/1/1980 21:07,5.186,22.508,0.534,1.025,1084.1,998.084,0,3.011,3.011,4.876,8.928,-2.479,92.66,7.98,12.293,5.186,,,
4/1/1980 21:07,5.22,22.505,0.534,1.025,1084.1,998.085,0,3.049,3.049,4.758,8.927,-2.441,92.393,7.958,11.918,5.22,,,
4/1/1980 21:07,5.234,22.503,0.534,1.025,1084.2,998.085,0,3.273,3.273,5.172,8.926,-2.327,92.245,7.946,11.73,5.234,,,
4/1/1980 21:07,5.234,22.502,0.534,1.025,1084.3,998.086,0,3.168,3.168,4.787,8.925,-2.289,92.039,7.928,11.73,5.234,,,
4/1/1980 21:07,5.237,22.504,0.534,1.025,1084.3,998.085,0,3.011,3.011,4.284,8.924,-2.251,91.872,7.913,11.73,5.237,,,
4/1/1980 21:07,5.247,22.505,0.534,1.025,1084.5,998.085,0,3.034,3.034,4.639,8.924,-2.251,91.707,7.9,11.636,5.247,,,
4/1/1980 21:07,5.285,22.504,0.534,1.025,1084.2,998.085,0,3.041,3.041,5.113,8.923,-2.289,91.53,7.886,11.261,5.285,,,
4/1/1980 21:07,5.308,22.497,0.534,1.025,1084.4,998.087,0,3.108,3.108,5.305,8.923,-2.251,91.399,7.875,11.073,5.308,,,
4/1/1980 21:07,5.335,22.495,0.534,1.025,1084.7,998.088,0,3.251,3.251,5.779,8.923,-2.289,91.2,7.858,10.885,5.335,,,
4/1/1980 21:07,5.384,22.487,0.534,1.025,1084.5,998.09,0,3.146,3.146,5.009,8.923,-2.289,91.041,7.844,10.604,5.384,,,
4/1/1980 21:07,5.447,22.474,0.534,1.025,1084.8,998.093,0,3.056,3.056,4.876,8.922,-2.174,90.797,7.824,10.135,5.447,,,
4/1/1980 21:07,5.509,22.47,0.534,1.025,1084.9,998.095,0,2.966,2.966,4.388,8.922,-2.06,90.637,7.812,9.666,5.509,,,
4/1/1980 21:07,5.558,22.466,0.534,1.025,1085.2,998.096,0,2.846,2.846,4.151,8.92,-1.984,90.256,7.78,9.29,5.558,,,
4/1/1980 21:07,5.589,22.463,0.534,1.025,1085.3,998.097,0,2.869,2.869,4.048,8.918,-1.869,89.909,7.751,8.915,5.589,,,
4/1/1980 21:07,5.604,22.462,0.534,1.025,1085.6,998.097,0,2.801,2.801,3.87,8.916,-1.793,89.438,7.71,8.821,5.604,,,
4/1/1980 21:07,5.616,22.462,0.534,1.025,1085.5,998.097,0,2.809,2.809,3.471,8.914,-1.755,88.872,7.661,8.727,5.616,,,
4/1/1980 21:07,5.629,22.463,0.534,1.025,1085.7,998.097,0,2.816,2.816,3.249,8.912,-1.755,88.17,7.601,8.727,5.629,,,
4/1/1980 21:07,5.644,22.463,0.534,1.025,1085.5,998.097,0,2.816,2.816,3.471,8.91,-1.717,87.522,7.545,8.539,5.644,,,
4/1/1980 21:07,5.665,22.463,0.534,1.025,1085.7,998.097,0,2.749,2.749,3.53,8.908,-1.717,86.786,7.482,8.446,5.665,,,
4/1/1980 21:07,5.707,22.462,0.535,1.025,1085.9,998.098,0,2.764,2.764,3.56,8.907,-1.717,86.115,7.424,8.258,5.707,,,
4/1/1980 21:07,5.774,22.459,0.535,1.025,1086,998.099,0,2.801,2.801,3.456,8.905,-1.564,85.424,7.365,7.976,5.774,,,
4/1/1980 21:07,5.847,22.457,0.535,1.025,1086,998.099,0,2.719,2.719,3.397,8.902,-1.412,84.716,7.303,7.507,5.847,,,
4/1/1980 21:07,5.931,22.457,0.535,1.025,1086.1,998.1,0,2.667,2.667,3.471,8.897,-1.259,83.085,7.163,7.038,5.931,,,
4/1/1980 21:07,5.959,22.456,0.535,1.026,1086.3,998.1,0,2.771,2.771,3.619,8.893,-1.145,81.872,7.058,6.85,5.959,,,
4/1/1980 21:07,5.977,22.456,0.535,1.026,1086.3,998.1,0,2.719,2.719,3.486,8.89,-1.068,80.771,6.964,6.85,5.977,,,
4/1/1980 21:07,5.996,22.457,0.535,1.025,1086,998.1,0,2.667,2.667,3.338,8.887,-1.106,79.709,6.872,6.756,5.996,,,
4/1/1980 21:07,6.021,22.458,0.535,1.026,1086.3,998.1,0,2.674,2.674,3.412,8.884,-1.068,78.78,6.792,6.756,6.021,,,
4/1/1980 21:07,6.043,22.456,0.535,1.025,1086.1,998.101,0,2.644,2.644,3.5,8.882,-1.068,78.011,6.725,6.569,6.043,,,
4/1/1980 21:07,6.07,22.456,0.535,1.026,1086.4,998.101,0,2.659,2.659,3.323,8.88,-1.03,77.37,6.67,6.569,6.07,,,
4/1/1980 21:07,6.12,22.455,0.535,1.025,1086.2,998.101,0,2.629,2.629,3.426,8.878,-0.992,76.723,6.615,6.381,6.12,,,
4/1/1980 21:07,6.185,22.452,0.535,1.025,1086.4,998.102,0,2.659,2.659,3.693,8.876,-0.839,76.11,6.562,6.1,6.185,,,
4/1/1980 21:07,6.238,22.449,0.535,1.025,1086.2,998.103,0,2.614,2.614,3.175,8.873,-0.725,75.563,6.515,5.912,6.238,,,
4/1/1980 21:07,6.284,22.447,0.535,1.025,1086.4,998.104,0,2.681,2.681,3.131,8.871,-0.649,74.948,6.463,5.724,6.284,,,
4/1/1980 21:07,6.326,22.444,0.535,1.026,1086.7,998.105,0,2.637,2.637,3.16,8.868,-0.611,74.475,6.422,5.63,6.326,,,
4/1/1980 21:07,6.351,22.441,0.535,1.026,1086.7,998.106,0,2.667,2.667,3.308,8.866,-0.534,74.039,6.385,5.443,6.351,,,
4/1/1980 21:07,6.368,22.44,0.535,1.026,1086.8,998.106,0,2.569,2.569,2.865,8.864,-0.496,73.688,6.354,5.349,6.368,,,
4/1/1980 21:07,6.383,22.44,0.535,1.025,1086.7,998.106,0,2.614,2.614,2.968,8.863,-0.496,73.395,6.33,5.349,6.383,,,
4/1/1980 21:07,6.404,22.439,0.535,1.026,1086.8,998.107,0,2.644,2.644,3.205,8.861,-0.496,73.16,6.31,5.255,6.404,,,
4/1/1980 21:07,6.448,22.435,0.535,1.025,1086.8,998.107,0,2.652,2.652,3.175,8.86,-0.496,72.838,6.282,5.067,6.448,,,
4/1/1980 21:07,6.479,22.434,0.535,1.026,1087.2,998.108,0,2.629,2.629,3.308,8.859,-0.534,72.618,6.263,4.974,6.479,,,
4/1/1980 21:07,6.496,22.434,0.535,1.026,1087,998.108,0,2.569,2.569,3.146,8.857,-0.42,72.386,6.243,4.974,6.496,,,
4/1/1980 21:07,6.519,22.433,0.535,1.026,1087.1,998.108,0,2.659,2.659,3.22,8.856,-0.42,72.136,6.222,4.88,6.519,,,
4/1/1980 21:07,6.565,22.434,0.535,1.026,1086.9,998.108,0,2.726,2.726,3.027,8.855,-0.42,71.823,6.195,4.786,6.565,,,
4/1/1980 21:07,6.628,22.43,0.535,1.025,1086.8,998.109,0,2.599,2.599,3.441,8.854,-0.382,71.547,6.172,4.598,6.628,,,
4/1/1980 21:07,6.68,22.429,0.535,1.025,1086.8,998.11,0,2.629,2.629,3.633,8.853,-0.305,71.406,6.159,4.41,6.68,,,
4/1/1980 21:07,6.712,22.429,0.535,1.025,1086.9,998.11,0,2.726,2.726,3.515,8.852,-0.229,71.212,6.143,4.317,6.712,,,
4/1/1980 21:07,6.733,22.426,0.535,1.026,1087.1,998.111,0,2.831,2.831,3.663,8.852,-0.229,71.151,6.137,4.317,6.733,,,
4/1/1980 21:07,6.756,22.425,0.535,1.026,1087.2,998.111,0,2.659,2.659,3.308,8.852,-0.267,71.13,6.136,4.223,6.756,,,
4/1/1980 21:07,6.779,22.425,0.535,1.026,1087.4,998.112,0,2.704,2.704,3.56,8.852,-0.305,71.314,6.152,4.129,6.779,,,
4/1/1980 21:07,6.806,22.424,0.535,1.026,1087.6,998.112,0,2.764,2.764,3.397,8.851,-0.267,71.479,6.166,4.129,6.806,,,
4/1/1980 21:07,6.832,22.422,0.535,1.026,1087.7,998.113,0,2.667,2.667,3.367,8.85,-0.267,71.554,6.173,4.035,6.832,,,
4/1/1980 21:07,6.85,22.421,0.535,1.026,1087.3,998.113,0,2.711,2.711,3.338,8.85,-0.305,71.458,6.165,4.035,6.85,,,
4/1/1980 21:07,6.871,22.421,0.535,1.026,1087.9,998.113,0,2.696,2.696,3.353,8.849,-0.305,71.346,6.155,3.941,6.871,,,
4/1/1980 21:07,6.924,22.417,0.536,1.026,1087.9,998.114,0,2.674,2.674,3.175,8.848,-0.267,70.888,6.116,3.754,6.924,,,
4/1/1980 21:07,6.966,22.415,0.535,1.026,1087.9,998.115,0,2.637,2.637,3.116,8.847,-0.191,70.573,6.089,3.66,6.966,,,
4/1/1980 21:07,7.008,22.413,0.536,1.026,1088,998.116,0,2.569,2.569,3.116,8.845,-0.115,70.184,6.055,3.566,7.008,,,
4/1/1980 21:07,7.035,22.412,0.536,1.026,1088.3,998.116,0,2.741,2.741,3.456,8.844,0,69.751,6.019,3.472,7.035,,,
4/1/1980 21:07,7.046,22.413,0.536,1.026,1088,998.116,0,2.644,2.644,3.426,8.842,0.038,69.322,5.981,3.472,7.046,,,
4/1/1980 21:07,7.056,22.413,0.536,1.026,1088,998.116,0,2.644,2.644,3.53,8.84,0.038,68.943,5.949,3.472,7.056,,,
4/1/1980 21:07,7.05,22.414,0.536,1.026,1088.2,998.116,0,2.629,2.629,3.353,8.839,0.076,68.529,5.913,3.378,7.05,,,
4/1/1980 21:07,7.021,22.415,0.536,1.026,1088.3,998.115,0,2.614,2.614,3.19,8.837,0.19,68.211,5.885,3.472,7.021,,,
4/1/1980 21:07,7.016,22.415,0.536,1.026,1088.1,998.115,0,2.584,2.584,2.88,8.836,0.114,67.901,5.859,3.566,7.016,,,
4/1/1980 21:07,7.054,22.415,0.536,1.026,1088,998.115,0,2.584,2.584,3.027,8.836,0.076,67.604,5.833,3.566,7.054,,,
4/1/1980 21:07,7.134,22.413,0.536,1.026,1088.1,998.116,0,2.629,2.629,3.249,8.835,0.076,67.329,5.81,3.378,7.134,,,
4/1/1980 21:07,7.226,22.41,0.536,1.026,1088.4,998.117,0,2.659,2.659,3.471,8.833,0.228,67.013,5.782,3.191,7.226,,,
4/1/1980 21:07,7.304,22.407,0.536,1.027,1088.7,998.119,0,2.637,2.637,3.914,8.832,0.305,66.766,5.761,3.003,7.304,,,
4/1/1980 21:07,7.346,22.405,0.536,1.027,1089.1,998.119,0,2.532,2.532,3.116,8.83,0.419,66.46,5.735,2.909,7.346,,,
4/1/1980 21:07,7.352,22.404,0.536,1.027,1089,998.12,0,2.577,2.577,2.998,8.827,0.457,66.13,5.707,2.909,7.352,,,
4/1/1980 21:07,7.344,22.405,0.536,1.027,1089,998.119,0,2.719,2.719,3.16,8.825,0.495,65.782,5.677,2.909,7.344,,,
4/1/1980 21:07,7.333,22.405,0.536,1.027,1089,998.119,0,2.749,2.749,3.9,8.822,0.495,65.111,5.619,2.909,7.333,,,
4/1/1980 21:07,7.342,22.404,0.536,1.027,1088.8,998.119,0,2.644,2.644,3.338,8.821,0.495,64.71,5.584,2.909,7.342,,,
4/1/1980 21:08,7.398,22.405,0.536,1.027,1089.3,998.12,0,2.584,2.584,3.323,8.82,0.419,64.229,5.543,2.909,7.398,,,
4/1/1980 21:08,7.487,22.402,0.536,1.027,1088.9,998.121,0,2.584,2.584,3.234,8.818,0.495,63.69,5.496,2.721,7.487,,,
4/1/1980 21:08,7.579,22.4,0.536,1.027,1088.9,998.122,0,2.667,2.667,3.264,8.817,0.572,63.181,5.453,2.628,7.579,,,
4/1/1980 21:08,7.657,22.398,0.536,1.026,1088.8,998.122,0,2.659,2.659,3.456,8.814,0.801,62.728,5.414,2.44,7.657,,,
4/1/1980 21:08,7.713,22.395,0.536,1.027,1089.5,998.124,0,2.674,2.674,3.353,8.811,0.953,62.261,5.374,2.346,7.713,,,
4/1/1980 21:08,7.749,22.393,0.536,1.027,1089.2,998.124,0,2.711,2.711,3.619,8.809,1.029,61.903,5.343,2.252,7.749,,,
4/1/1980 21:08,7.78,22.393,0.536,1.027,1089.2,998.124,0,2.569,2.569,3.22,8.807,1.068,61.634,5.32,2.158,7.78,,,
4/1/1980 21:08,7.799,22.392,0.536,1.027,1089.6,998.125,0,2.584,2.584,3.264,8.805,1.144,61.36,5.297,2.158,7.799,,,
4/1/1980 21:08,7.814,22.392,0.536,1.027,1089.9,998.125,0,2.614,2.614,3.116,8.803,1.068,61.159,5.279,2.064,7.814,,,
4/1/1980 21:08,7.839,22.392,0.536,1.027,1089.8,998.125,0,2.681,2.681,3.264,8.802,1.029,60.93,5.259,2.064,7.839,,,
4/1/1980 21:08,7.894,22.391,0.536,1.027,1089.8,998.125,0,2.816,2.816,4.033,8.801,1.029,60.791,5.248,1.971,7.894,,,
4/1/1980 21:08,7.975,22.389,0.536,1.027,1089.8,998.126,0,2.667,2.667,3.441,8.8,1.182,60.634,5.234,1.971,7.975,,,
4/1/1980 21:08,8.053,22.388,0.536,1.027,1089.8,998.127,0,2.629,2.629,3.382,8.798,1.258,60.531,5.225,1.877,8.053,,,
4/1/1980 21:08,8.15,22.384,0.536,1.027,1090,998.128,0,2.554,2.554,2.968,8.796,1.373,60.43,5.217,1.689,8.15,,,
4/1/1980 21:08,8.194,22.382,0.536,1.027,1089.8,998.129,0,2.547,2.547,2.894,8.794,1.411,60.453,5.219,1.689,8.194,,,
4/1/1980 21:08,8.211,22.381,0.537,1.027,1090.1,998.129,0,2.569,2.569,2.835,8.793,1.449,60.364,5.211,1.595,8.211,,,
4/1/1980 21:08,8.221,22.38,0.537,1.027,1090,998.129,0,2.667,2.667,3.264,8.792,1.449,60.255,5.202,1.595,8.221,,,
4/1/1980 21:08,8.232,22.38,0.536,1.027,1089.9,998.129,0,2.599,2.599,3.101,8.791,1.487,60.131,5.192,1.595,8.232,,,
4/1/1980 21:08,8.257,22.379,0.537,1.027,1090.2,998.13,0,2.577,2.577,3.101,8.791,1.335,60.075,5.187,1.595,8.257,,,
4/1/1980 21:08,8.288,22.378,0.537,1.027,1090.1,998.13,0,2.539,2.539,2.998,8.791,1.22,60.111,5.19,1.501,8.288,,,
4/1/1980 21:08,8.332,22.378,0.537,1.027,1090.1,998.131,0,2.569,2.569,3.116,8.791,1.22,60.039,5.184,1.501,8.332,,,
4/1/1980 21:08,8.395,22.375,0.537,1.027,1090.1,998.131,0,2.464,2.464,2.806,8.79,1.296,59.881,5.17,1.501,8.395,,,
4/1/1980 21:08,8.469,22.372,0.537,1.027,1090.3,998.132,0,2.404,2.404,2.939,8.789,1.449,59.653,5.151,1.408,8.469,,,
4/1/1980 21:08,8.53,22.367,0.537,1.027,1090.4,998.134,0,2.449,2.449,2.85,8.787,1.487,59.316,5.122,1.408,8.53,,,
4/1/1980 21:08,8.578,22.36,0.537,1.028,1091,998.136,0,2.532,2.532,2.835,8.785,1.411,58.875,5.085,1.314,8.578,,,
4/1/1980 21:08,8.609,22.351,0.537,1.027,1091,998.138,0,2.644,2.644,3.663,8.782,1.602,58.322,5.037,1.314,8.609,,,
4/1/1980 21:08,8.628,22.346,0.537,1.027,1091.2,998.139,0,2.584,2.584,3.264,8.779,1.792,57.709,4.986,1.22,8.628,,,
4/1/1980 21:08,8.649,22.345,0.537,1.028,1091.4,998.14,0,2.644,2.644,3.367,8.776,1.869,56.911,4.917,1.22,8.649,,,
4/1/1980 21:08,8.679,22.342,0.537,1.028,1091.3,998.141,0,2.689,2.689,3.441,8.773,1.869,56.147,4.851,1.22,8.679,,,
4/1/1980 21:08,8.767,22.336,0.537,1.027,1090.8,998.142,0,2.801,2.801,3.574,8.77,1.754,55.059,4.757,1.126,8.767,,,
4/1/1980 21:08,8.838,22.334,0.537,1.026,1090.2,998.143,0,2.869,2.869,3.885,8.769,1.907,54.354,4.697,1.126,8.838,,,
4/1/1980 21:08,8.903,22.33,0.537,1.026,1090.1,998.144,0,2.869,2.869,3.885,8.768,1.983,53.997,4.666,1.032,8.903,,,
4/1/1980 21:08,8.949,22.326,0.537,1.026,1090.5,998.145,0,2.876,2.876,3.604,8.77,2.021,54.458,4.706,1.032,8.949,,,
4/1/1980 21:08,8.975,22.321,0.537,1.026,1090.7,998.147,0,2.899,2.899,3.633,8.771,2.059,55.627,4.808,0.938,8.975,,,
4/1/1980 21:08,8.993,22.32,0.537,1.027,1090.9,998.147,0,2.899,2.899,3.707,8.772,1.983,57.03,4.929,0.938,8.993,,,
4/1/1980 21:08,9.012,22.32,0.537,1.026,1090.7,998.147,0,2.936,2.936,3.811,8.773,1.869,58.388,5.047,0.938,9.012,,,
4/1/1980 21:08,9.046,22.316,0.537,1.026,1090.4,998.148,0,2.966,2.966,3.959,8.775,1.83,59.432,5.138,0.938,9.046,,,
4/1/1980 21:08,9.096,22.312,0.537,1.026,1090.4,998.149,0,3.011,3.011,3.9,8.776,1.792,60.004,5.187,0.938,9.096,,,
4/1/1980 21:08,9.157,22.306,0.537,1.026,1090.5,998.151,0,3.056,3.056,3.944,8.778,1.83,60.689,5.247,0.845,9.157,,,
4/1/1980 21:08,9.22,22.301,0.537,1.026,1090.3,998.152,0,2.846,2.846,3.279,8.781,1.869,61.471,5.315,0.845,9.22,,,
4/1/1980 21:08,9.271,22.295,0.537,1.026,1090.8,998.154,0,2.756,2.756,2.835,8.783,1.869,62.425,5.398,0.751,9.271,,,
4/1/1980 21:08,9.3,22.29,0.537,1.026,1091.5,998.156,0,2.674,2.674,2.673,8.785,1.869,63.51,5.492,0.751,9.3,,,
4/1/1980 21:08,9.321,22.288,0.537,1.026,1091.4,998.156,0,2.667,2.667,2.51,8.787,1.716,64.389,5.568,0.751,9.321,,,
4/1/1980 21:08,9.365,22.284,0.537,1.026,1091.7,998.157,0,2.711,2.711,2.673,8.788,1.678,65.11,5.631,0.751,9.365,,,
4/1/1980 21:08,9.403,22.266,0.537,1.026,1092,998.162,0,2.989,2.989,2.614,8.787,1.983,65.339,5.653,0.657,9.403,,,
4/1/1980 21:08,9.42,22.261,0.537,1.026,1092.2,998.163,0,2.996,2.996,2.481,8.785,2.059,64.828,5.61,0.657,9.42,,,
4/1/1980 21:08,9.468,22.256,0.537,1.026,1092.2,998.164,0,3.221,3.221,2.554,8.783,2.021,63.892,5.529,0.657,9.468,,,
4/1/1980 21:08,9.533,22.232,0.538,1.026,1093,998.171,0,2.854,2.854,2.732,8.779,2.135,62.798,5.435,0.563,9.533,,,
4/1/1980 21:08,9.575,22.206,0.538,1.026,1093.6,998.177,0,2.719,2.719,2.983,8.774,2.288,61.324,5.311,0.563,9.575,,,
4/1/1980 21:08,9.592,22.191,0.538,1.026,1093.7,998.18,0,2.704,2.704,2.924,8.768,2.326,59.613,5.165,0.563,9.592,,,
4/1/1980 21:08,9.617,22.186,0.538,1.026,1094.2,998.182,0,2.696,2.696,2.998,8.761,2.25,57.705,5,0.563,9.617,,,
4/1/1980 21:08,9.65,22.183,0.538,1.026,1094.3,998.183,0,2.711,2.711,3.116,8.754,2.25,55.643,4.822,0.563,9.65,,,
4/1/1980 21:08,9.69,22.165,0.539,1.026,1094.7,998.187,0,2.629,2.629,3.086,8.746,2.288,53.194,4.611,0.563,9.69,,,
4/1/1980 21:08,9.745,22.153,0.539,1.026,1095,998.19,0,2.592,2.592,3.175,8.737,2.364,50.537,4.381,0.563,9.745,,,
4/1/1980 21:08,9.825,22.142,0.539,1.026,1095.1,998.193,0,2.644,2.644,3.752,8.726,2.517,47.848,4.149,0.469,9.825,,,
4/1/1980 21:08,9.894,22.132,0.539,1.026,1095.4,998.196,0,2.652,2.652,3.5,8.715,2.746,45.046,3.907,0.469,9.894,,,
4/1/1980 21:08,9.948,22.124,0.539,1.026,1095.5,998.198,0,2.599,2.599,3.426,8.702,3.013,42.075,3.65,0.375,9.948,,,
4/1/1980 21:08,9.984,22.118,0.539,1.026,1095.6,998.2,0,2.674,2.674,3.604,8.69,3.051,39.266,3.406,0.375,9.984,,,
4/1/1980 21:08,10.007,22.113,0.539,1.026,1096,998.201,0,2.644,2.644,3.767,8.679,2.631,36.669,3.182,0.375,10.007,,,
4/1/1980 21:08,10.024,22.112,0.539,1.027,1096.2,998.201,0,2.689,2.689,3.722,8.668,1.525,34.392,2.984,0.375,10.024,,,
4/1/1980 21:08,10.051,22.105,0.539,1.027,1096.3,998.203,0,2.681,2.681,3.959,8.654,-0.344,31.606,2.743,0.375,10.051,,,
4/1/1980 21:08,10.083,22.103,0.539,1.026,1096,998.203,0,2.696,2.696,3.988,8.645,-1.717,30.131,2.615,0.375,10.083,,,
4/1/1980 21:08,10.141,22.09,0.539,1.026,1095.9,998.207,0,2.637,2.637,4.121,8.638,-3.09,28.893,2.508,0.375,10.141,,,
4/1/1980 21:08,10.207,22.078,0.539,1.026,1096.3,998.21,0,2.674,2.674,4.905,8.629,-4.615,27.724,2.407,0.375,10.207,,,
4/1/1980 21:08,10.272,22.06,0.54,1.026,1096.8,998.215,0,2.929,2.929,6.682,8.621,-6.408,26.439,2.296,0.282,10.272,,,
4/1/1980 21:08,10.316,22.034,0.54,1.026,1097.2,998.221,0,3.371,3.371,10.359,8.611,-8.086,25.069,2.178,0.282,10.316,,,
4/1/1980 21:08,10.337,22.013,0.54,1.026,1097.7,998.226,0,3.423,3.423,11.413,8.601,-9.345,23.66,2.057,0.282,10.337,,,
4/1/1980 21:08,10.339,22,0.54,1.026,1098.1,998.229,0,3.453,3.453,10.611,8.592,-10.184,22.246,1.934,0.282,10.339,,,
4/1/1980 21:08,10.349,21.992,0.54,1.026,1098.2,998.231,0,3.745,3.745,10.418,8.583,-10.756,20.851,1.813,0.282,10.349,,,
4/1/1980 21:08,10.368,21.991,0.54,1.025,1098.1,998.231,0,3.895,3.895,8.875,8.574,-11.252,19.383,1.686,0.282,10.368,,,
4/1/1980 21:08,10.417,21.963,0.54,1.025,1097.9,998.238,0,3.835,3.835,6.904,8.566,-11.824,17.863,1.555,0.282,10.417,,,
4/1/1980 21:08,10.477,21.827,0.54,1.021,1097.4,998.269,0,3.588,3.588,3.323,8.555,-15.676,16.318,1.424,0.282,10.477,,,
4/1/1980 21:08,10.538,21.591,0.542,1.02,1103,998.324,0,3.67,3.67,2.2,8.536,-41.077,14.753,1.292,0.282,10.538,,,
4/1/1980 21:08,10.589,21.42,0.542,1.016,1102.8,998.362,0,3.917,3.917,1.89,8.509,-87.837,13.211,1.16,0.188,10.589,,,
4/1/1980 21:08,10.635,21.287,0.543,1.015,1105.7,998.393,0,4.037,4.037,1.801,8.476,-132.728,11.749,1.034,0.188,10.635,,,
4/1/1980 21:08,10.675,21.22,0.544,1.016,1108.4,998.409,0,4.15,4.15,1.712,8.426,-181.585,9.873,0.871,0.188,10.675,,,
4/1/1980 21:08,10.692,21.195,0.545,1.016,1109.4,998.414,0,4.269,4.269,1.771,8.393,-203.63,8.831,0.779,0.188,10.692,,,
4/1/1980 21:08,10.713,21.14,0.544,1.015,1108.7,998.426,0,4.374,4.374,1.831,8.363,-220.488,7.966,0.704,0.188,10.713,,,
4/1/1980 21:08,10.738,21.095,0.545,1.014,1109.5,998.436,0,4.382,4.382,1.757,8.333,-233.646,7.225,0.639,0.188,10.738,,,
4/1/1980 21:08,10.773,21.066,0.545,1.013,1109.1,998.443,0,4.434,4.434,1.771,8.304,-244.211,6.559,0.58,0.094,10.773,,,
4/1/1980 21:08,10.822,21.029,0.543,1.01,1107,998.45,0,4.479,4.479,1.816,8.275,-252.83,5.987,0.53,0.094,10.822,,,
4/1/1980 21:08,10.872,20.976,0.544,1.01,1107.7,998.462,0,4.539,4.539,1.904,8.244,-260.077,5.462,0.484,0.094,10.872,,,
4/1/1980 21:08,10.916,20.92,0.544,1.009,1108,998.475,0,4.591,4.591,1.963,8.212,-266.446,4.965,0.441,0.094,10.916,,,
4/1/1980 21:08,10.96,20.863,0.544,1.008,1108.7,998.487,0,4.629,4.629,1.963,8.18,-271.977,4.521,0.401,0.094,10.96,,,
