// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:2025/08/17 14:21:51
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=Aug 5

PreHeat=1000
Interval=200
SampleCnt=383

StartTime=2025/08/17 14:21:51
EndTime=2025/08/17 14:23:08

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.219
StartDepthA=0.113938871720875
StartDepthB=0.113509305901306

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [µS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [µg/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [µmol/(m2*s)],Mark,
17/08/2025 2:21:51 PM,0.117,14.993,0.556,0.900,1154.2,999.533,0.000,4.097,4.097,5.586,8.381,63.426,104.234,10.464,532.826,0,
17/08/2025 2:21:51 PM,0.121,14.988,0.556,0.900,1154.1,999.534,0.000,4.217,4.217,5.793,8.420,63.426,104.324,10.472,486.750,0,
17/08/2025 2:21:51 PM,0.121,15.001,0.555,0.899,1152.9,999.532,0.000,4.232,4.232,5.956,8.454,63.693,104.418,10.479,463.759,0,
17/08/2025 2:21:51 PM,0.121,15.007,0.555,0.899,1152.7,999.531,0.000,4.045,4.045,5.275,8.486,63.541,104.518,10.489,450.246,0,
17/08/2025 2:21:51 PM,0.121,15.007,0.555,0.899,1152.3,999.530,0.000,4.097,4.097,5.512,8.514,64.304,104.588,10.497,426.223,0,
17/08/2025 2:21:52 PM,0.119,15.014,0.555,0.900,1152.9,999.530,0.000,4.150,4.150,5.542,8.539,64.151,104.500,10.487,394.411,0,
17/08/2025 2:21:52 PM,0.119,15.010,0.555,0.899,1152.1,999.530,0.000,4.127,4.127,5.823,8.561,64.380,104.611,10.498,436.545,0,
17/08/2025 2:21:52 PM,0.119,15.007,0.555,0.899,1152.6,999.531,0.000,4.052,4.052,5.542,8.582,64.075,104.644,10.502,436.076,0,
17/08/2025 2:21:52 PM,0.121,15.006,0.555,0.899,1152.6,999.531,0.000,4.075,4.075,5.616,8.600,64.685,104.672,10.504,428.569,0,
17/08/2025 2:21:52 PM,0.119,15.008,0.555,0.899,1152.8,999.530,0.000,4.202,4.202,6.149,8.617,64.800,104.707,10.506,434.950,0,
17/08/2025 2:21:53 PM,0.119,15.010,0.555,0.900,1153.2,999.530,0.000,4.247,4.247,6.919,8.632,64.952,104.776,10.514,428.663,0,
17/08/2025 2:21:53 PM,0.121,15.007,0.555,0.900,1153.1,999.531,0.000,4.180,4.180,5.853,8.646,65.028,104.834,10.520,402.575,0,
17/08/2025 2:21:53 PM,0.129,15.010,0.555,0.900,1153.2,999.530,0.000,4.202,4.202,6.001,8.657,65.181,104.811,10.517,431.853,0,
17/08/2025 2:21:53 PM,0.146,15.011,0.556,0.900,1153.5,999.530,0.000,4.314,4.314,5.986,8.667,66.134,104.845,10.520,395.725,0,
17/08/2025 2:21:53 PM,0.167,15.013,0.556,0.900,1154.0,999.530,0.000,4.217,4.217,5.601,8.675,66.096,104.866,10.523,356.218,0,
17/08/2025 2:21:54 PM,0.205,15.014,0.556,0.900,1154.0,999.530,0.000,4.412,4.412,5.942,8.688,66.363,104.883,10.523,350.869,0,
17/08/2025 2:21:54 PM,0.239,15.017,0.555,0.899,1152.6,999.530,0.000,4.427,4.427,6.386,8.695,66.363,105.001,10.537,307.046,0,
17/08/2025 2:21:54 PM,0.279,15.015,0.555,0.899,1152.5,999.530,0.000,4.269,4.269,5.779,8.701,66.668,105.009,10.538,263.128,0,
17/08/2025 2:21:54 PM,0.318,15.017,0.556,0.900,1153.6,999.530,0.000,4.412,4.412,5.705,8.706,66.973,104.991,10.535,201.381,0,
17/08/2025 2:21:54 PM,0.350,15.021,0.556,0.901,1154.1,999.530,0.000,4.577,4.577,6.001,8.710,67.431,104.978,10.533,214.238,0,
17/08/2025 2:21:55 PM,0.386,15.025,0.556,0.901,1153.8,999.529,0.000,4.584,4.584,6.164,8.713,67.813,105.019,10.536,172.291,0,
17/08/2025 2:21:55 PM,0.422,15.024,0.556,0.901,1153.7,999.530,0.000,4.577,4.577,5.601,8.714,68.461,104.988,10.534,150.145,0,
17/08/2025 2:21:55 PM,0.453,15.025,0.556,0.902,1155.3,999.530,0.000,4.636,4.636,5.660,8.716,68.652,104.980,10.532,195.000,0,
17/08/2025 2:21:55 PM,0.480,15.021,0.558,0.903,1157.4,999.532,0.000,4.539,4.539,5.409,8.716,69.033,104.985,10.532,159.247,0,
17/08/2025 2:21:56 PM,0.495,15.019,0.558,0.904,1157.9,999.533,0.000,4.457,4.457,5.409,8.717,69.376,105.038,10.538,165.534,0,
17/08/2025 2:21:56 PM,0.510,15.018,0.558,0.904,1157.8,999.533,0.000,4.651,4.651,5.172,8.717,69.338,105.019,10.537,159.435,0,
17/08/2025 2:21:56 PM,0.539,15.019,0.558,0.904,1157.8,999.533,0.000,4.779,4.779,5.305,8.717,69.300,105.063,10.540,153.147,0,
17/08/2025 2:21:56 PM,0.573,15.023,0.558,0.904,1158.2,999.532,0.000,4.666,4.666,4.950,8.718,69.338,105.058,10.540,197.816,0,
17/08/2025 2:21:56 PM,0.615,15.024,0.558,0.904,1158.1,999.532,0.000,4.741,4.741,5.039,8.719,69.605,105.031,10.536,155.963,0,
17/08/2025 2:21:57 PM,0.659,15.025,0.558,0.904,1158.5,999.533,0.000,4.824,4.824,5.246,8.718,69.948,105.063,10.540,147.611,0,
17/08/2025 2:21:57 PM,0.703,15.026,0.558,0.904,1158.5,999.533,0.000,4.891,4.891,5.971,8.717,69.987,104.966,10.530,151.646,0,
