// AAQ-RINKO Series AAQ-PRO2 Communication Software
// Version 1.06
// File Date:2025/08/17 14:13:18
// Copyright (C) JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
MeasMode=0
Model=PRO2

[Head]
SondeName=AAQ177-CAD
SondeNo=0136
SensorType=D0D1T1C1C2K0U3O0TOP0TPP1Q0
SensorType2=03030303030303030303030303
Channel=13
Comment=Aug 3

PreHeat=1000
Interval=200
SampleCnt=405

StartTime=2025/08/17 14:13:18
EndTime=2025/08/17 14:14:40

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=1
PC_SWC=0
PC_SWD=0

DepthZero=0.219
StartDepthA=0.123238870661402
StartDepthB=0.123108599016173

FilmNo=144601B
UseMicroMol=0

CoefDate=2015/10/07

Ch1=-5.81083600e-02,1.869638000e-05,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.69772200e00,1.069701000e-03,-1.26507900e-08,2.919105000e-13,-3.52728500e-18,2.531630000e-23,0.000000000e00,0.000000000e00,
Ch4=2.423661000e-02,3.814907000e01,8.033290000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-5.03341200e00,7.490196000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.43223700e00,1.467499000e-02,6.216078000e-08,1.130527000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.24825000e01,2.260056000e06,-6.04631800e03,1.001100000e-02,4.400000000e-03,5.380000000e-05,-1.05100000e00,1.045489730e00,
Ch9=-5.53150100e00,1.071128000e-03,-1.28910100e-08,3.048651000e-13,-3.82419300e-18,2.768645000e-23,0.000000000e00,0.000000000e00,
Ch10=6.626887710e00,2.808857570e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch11=-5.11247900e00,1.744157000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch12=1250.0000000000,-0.038140000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch13=-8.91483700e01,9.384038000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Date,Depth [m],Temp. [degC],Sal.,Cond. [mS/cm],EC25 [µS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [µg/l],Turb. [FTU],pH,ORP [mV],DO [%],DO [mg/l],Quant. [µmol/(m2*s)],Mark,
17/08/2025 2:13:18 PM,0.126,15.362,0.557,0.910,1154.3,999.477,0.000,3.490,3.490,5.157,8.682,91.154,105.358,10.498,415.807,0,
17/08/2025 2:13:18 PM,0.132,15.364,0.557,0.910,1154.7,999.477,0.000,3.423,3.423,4.802,8.685,91.154,105.462,10.506,418.622,0,
17/08/2025 2:13:18 PM,0.132,15.363,0.557,0.910,1154.2,999.477,0.000,3.356,3.356,4.743,8.687,91.154,105.428,10.503,417.308,0,
17/08/2025 2:13:19 PM,0.128,15.361,0.556,0.909,1153.4,999.477,0.000,3.371,3.371,4.905,8.689,91.116,105.490,10.509,411.115,0,
17/08/2025 2:13:19 PM,0.128,15.356,0.557,0.909,1153.7,999.478,0.000,3.483,3.483,5.660,8.691,91.116,105.488,10.510,389.813,0,
17/08/2025 2:13:19 PM,0.128,15.353,0.556,0.909,1153.4,999.478,0.000,3.535,3.535,5.571,8.693,91.231,105.436,10.505,410.645,0,
17/08/2025 2:13:19 PM,0.126,15.355,0.556,0.909,1153.2,999.478,0.000,3.445,3.445,5.127,8.696,91.421,105.418,10.505,421.812,0,
17/08/2025 2:13:19 PM,0.128,15.349,0.556,0.908,1153.3,999.479,0.000,3.475,3.475,4.846,8.698,91.459,105.480,10.513,411.115,0,
17/08/2025 2:13:20 PM,0.125,15.345,0.556,0.909,1153.7,999.480,0.000,3.550,3.550,5.127,8.698,91.841,105.407,10.505,407.736,0,
17/08/2025 2:13:20 PM,0.128,15.341,0.556,0.908,1152.6,999.480,0.000,3.438,3.438,4.861,8.699,91.841,105.366,10.502,402.857,0,
17/08/2025 2:13:20 PM,0.130,15.336,0.556,0.907,1152.4,999.480,0.000,3.588,3.588,5.793,8.699,91.841,105.390,10.503,388.593,0,
17/08/2025 2:13:20 PM,0.132,15.337,0.556,0.908,1153.1,999.481,0.000,3.573,3.573,4.669,8.700,92.070,105.476,10.509,397.602,0,
17/08/2025 2:13:20 PM,0.140,15.341,0.557,0.909,1153.8,999.480,0.000,3.588,3.588,4.713,8.700,92.031,105.494,10.509,388.687,0,
17/08/2025 2:13:21 PM,0.151,15.343,0.556,0.909,1153.6,999.480,0.000,3.595,3.595,4.861,8.702,91.841,105.521,10.512,346.553,0,
17/08/2025 2:13:21 PM,0.167,15.348,0.558,0.911,1156.5,999.480,0.000,3.558,3.558,4.920,8.701,92.337,105.582,10.516,392.065,0,
17/08/2025 2:13:21 PM,0.186,15.361,0.558,0.911,1156.1,999.478,0.000,3.513,3.513,4.950,8.702,92.222,105.590,10.515,357.907,0,
17/08/2025 2:13:21 PM,0.203,15.375,0.558,0.912,1156.9,999.476,0.000,3.580,3.580,5.127,8.702,92.451,105.514,10.506,327.221,0,
17/08/2025 2:13:21 PM,0.222,15.374,0.558,0.912,1157.5,999.477,0.000,3.595,3.595,5.083,8.702,92.680,105.574,10.509,312.207,0,
17/08/2025 2:13:22 PM,0.250,15.382,0.558,0.912,1156.9,999.476,0.000,3.505,3.505,4.965,8.704,92.146,105.648,10.516,282.741,0,
